,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,32.0,7.0,7.0,10.0,2.0,0.0,6.0,0.0,0.0,138.0,29.0,3.0,3.0,5.0,9676.0,9510.0,154.0,26.0,3.0,3.0,16.0,21.875,21.875,31.25,6.25,0.0,18.75,0.0,0.0
1,39.0,14.0,5.0,16.0,1.0,1.0,1.0,1.0,0.0,132.0,34.0,5.0,0.0,3.0,10000.0,9839.0,154.0,31.0,4.0,4.0,17.0,35.8974358974359,12.820512820512821,41.02564102564103,2.5641025641025643,2.5641025641025643,2.5641025641025643,2.5641025641025643,0.0
2,46.0,11.0,5.0,12.0,2.0,4.0,10.0,2.0,0.0,120.0,36.0,10.0,0.0,0.0,9846.0,9688.0,144.0,34.0,7.0,5.0,22.0,23.91304347826087,10.869565217391305,26.08695652173913,4.3478260869565215,8.695652173913043,21.73913043478261,4.3478260869565215,0.0
3,60.0,18.0,12.0,19.0,0.0,2.0,6.0,3.0,0.0,137.0,53.0,7.0,0.0,2.0,9908.0,9748.0,172.0,53.0,5.0,2.0,25.0,30.0,20.0,31.666666666666668,0.0,3.3333333333333335,10.0,5.0,0.0
4,28.0,8.0,1.0,12.0,0.0,3.0,4.0,0.0,0.0,135.0,26.0,2.0,1.0,1.0,9816.0,9656.0,147.0,20.0,2.0,6.0,16.0,28.571428571428573,3.5714285714285716,42.857142857142854,0.0,10.714285714285714,14.285714285714286,0.0,0.0
5,47.0,14.0,5.0,14.0,0.0,4.0,6.0,3.0,1.0,123.0,43.0,4.0,1.0,4.0,9811.0,9648.0,150.0,42.0,3.0,2.0,20.0,29.78723404255319,10.638297872340425,29.78723404255319,0.0,8.51063829787234,12.76595744680851,6.382978723404255,2.127659574468085
6,56.0,22.0,4.0,27.0,0.0,2.0,1.0,0.0,0.0,144.0,55.0,1.0,0.0,2.0,9840.0,9680.0,172.0,51.0,1.0,4.0,28.0,39.285714285714285,7.142857142857143,48.214285714285715,0.0,3.5714285714285716,1.7857142857142858,0.0,0.0
7,58.0,15.0,4.0,16.0,3.0,8.0,9.0,1.0,2.0,140.0,50.0,8.0,0.0,1.0,9797.0,9638.0,173.0,43.0,5.0,10.0,25.0,25.862068965517242,6.896551724137931,27.586206896551722,5.172413793103448,13.793103448275861,15.517241379310345,1.7241379310344827,3.4482758620689653
8,55.0,18.0,6.0,16.0,1.0,6.0,8.0,0.0,0.0,131.0,51.0,4.0,1.0,1.0,9943.0,9783.0,162.0,48.0,2.0,5.0,24.0,32.72727272727273,10.909090909090908,29.09090909090909,1.8181818181818181,10.909090909090908,14.545454545454545,0.0,0.0
9,36.0,16.0,3.0,7.0,1.0,2.0,5.0,2.0,0.0,116.0,34.0,2.0,1.0,3.0,9827.0,9665.0,140.0,25.0,2.0,9.0,12.0,44.44444444444444,8.333333333333334,19.444444444444443,2.7777777777777777,5.555555555555555,13.88888888888889,5.555555555555555,0.0
