,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,,0,0,0
1,1,,1,0
2,0,,0,0
3,0,,0,0
4,5,,5,0
5,0,,0,0
6,,0,0,0
7,,1,1,0
8,0,,0,0
9,,0,0,0
10,1,,1,0
11,6,,4,2
12,0,,0,0
13,0,,0,0
14,,1,1,0
15,3,,1,2
16,0,,0,0
17,0,,0,0
18,,0,0,0
19,5,,4,1
20,2,,2,0
21,,1,1,0
22,3,,2,1
23,,2,1,1
24,0,,0,0
25,1,,1,0
26,0,,0,0
27,,1,1,0
28,,2,2,0
29,0,,0,0
30,0,,0,0
31,0,,0,0
32,,1,0,1
33,,0,0,0
34,0,,0,0
35,,0,0,0
36,1,,0,1
37,1,,0,1
38,0,,0,0
39,0,,0,0
40,2,,2,0
41,1,,0,1
42,2,,0,2
43,0,,0,0
44,,0,0,0
45,,1,1,0
46,0,,0,0
47,1,,1,0
48,,0,0,0
49,,0,0,0
50,1,,1,0
51,0,,0,0
52,3,,2,1
53,,0,0,0
54,2,,2,0
55,2,,1,1
56,,0,0,0
57,,0,0,0
58,1,,1,0
59,0,,0,0
60,1,,0,1
61,0,,0,0
62,2,,0,2
63,0,,0,0
64,0,,0,0
65,1,,1,0
66,0,,0,0
67,1,,1,0
68,3,,1,2
69,0,,0,0
70,0,,0,0
71,,0,0,0
72,0,,0,0
73,1,,1,0
74,,0,0,0
75,0,,0,0
76,,0,0,0
77,1,,0,1
78,1,,1,0
79,,0,0,0
80,,2,2,0
81,0,,0,0
82,0,,0,0
83,3,,3,0
84,0,,0,0
85,3,,3,0
86,,0,0,0
87,,0,0,0
88,0,,0,0
89,2,,2,0
90,1,,0,1
91,0,,0,0
92,4,,4,0
93,1,,0,1
94,,0,0,0
95,0,,0,0
96,2,,2,0
97,0,,0,0
98,3,,3,0
99,,0,0,0
100,3,,3,0
101,,0,0,0
102,3,,3,0
103,1,,0,1
104,0,,0,0
105,,1,1,0
106,1,,0,1
107,1,,1,0
108,0,,0,0
109,,1,1,0
110,2,,2,0
111,1,,0,1
112,0,,0,0
113,3,,3,0
114,,1,0,1
115,2,,2,0
116,,2,1,1
117,3,,3,0
118,0,,0,0
119,,0,0,0
120,0,,0,0
121,2,,1,1
122,0,,0,0
123,0,,0,0
124,0,,0,0
125,2,,2,0
126,2,,2,0
127,1,,0,1
128,2,,2,0
129,1,,1,0
130,0,,0,0
131,1,,0,1
132,,0,0,0
133,0,,0,0
134,1,,1,0
135,0,,0,0
136,1,,0,1
137,1,,0,1
138,0,,0,0
139,0,,0,0
140,0,,0,0
141,0,,0,0
142,4,,4,0
143,0,,0,0
144,0,,0,0
145,1,,1,0
146,,0,0,0
147,0,,0,0
148,,0,0,0
149,,0,0,0
150,1,,1,0
151,4,,3,1
152,3,,1,2
153,0,,0,0
154,,0,0,0
155,,1,1,0
156,0,,0,0
157,0,,0,0
158,0,,0,0
159,0,,0,0
160,0,,0,0
161,,0,0,0
162,0,,0,0
163,0,,0,0
164,,1,1,0
165,1,,0,1
166,0,,0,0
167,3,,3,0
