,total_screened,positive_detected,positivity_rate
0,25232.0,350.0,1.3871274571972099
1,25231.0,335.0,1.327731758550989
2,25230.0,347.0,1.3753468093539438
3,25231.0,347.0,1.3752922991558003
4,25230.0,337.0,1.3357114546175188
5,25232.0,396.0,1.5694356372859861
6,25230.0,363.0,1.4387633769322234
7,25231.0,390.0,1.5457175696563752
8,25230.0,329.0,1.304003170828379
9,25230.0,314.0,1.2445501387237417
10,25230.0,305.0,1.2088783194609591
11,25230.0,298.0,1.1811335711454618
12,25232.0,233.0,0.923430564362714
13,25230.0,311.0,1.2326595323028142
14,25230.0,228.0,0.9036860879904876
15,25230.0,368.0,1.458581054300436
16,25230.0,388.0,1.5378517637732858
17,25231.0,332.0,1.315841623399786
18,25230.0,300.0,1.1890606420927468
19,25230.0,307.0,1.216805390408244
20,25231.0,338.0,1.3396218937021918
21,25230.0,323.0,1.280221957986524
22,25230.0,404.0,1.6012683313515657
23,25230.0,298.0,1.1811335711454618
24,25231.0,327.0,1.2960247314811144
25,25231.0,344.0,1.3634021640045975
26,25230.0,329.0,1.304003170828379
27,25230.0,331.0,1.311930241775664
28,25245.0,372.0,1.4735591206179441
29,25230.0,402.0,1.5933412604042807
30,25230.0,321.0,1.272294887039239
31,25231.0,321.0,1.2722444611787087
32,25230.0,326.0,1.2921125644074514
33,25231.0,372.0,1.4743767587491579
34,25230.0,288.0,1.1414982164090368
35,25231.0,254.0,1.006698109468511
36,25232.0,341.0,1.3514584654407102
37,25230.0,410.0,1.6250495441934205
38,25230.0,356.0,1.4110186286167261
39,25230.0,357.0,1.4149821640903686
40,25230.0,337.0,1.3357114546175188
41,25230.0,326.0,1.2921125644074514
42,25231.0,357.0,1.4149260829931434
43,25230.0,376.0,1.4902893380895759
44,25230.0,338.0,1.3396749900911613
45,25231.0,427.0,1.692362569854544
46,25231.0,334.0,1.3237683801672546
47,25230.0,295.0,1.1692429647245344
48,25230.0,302.0,1.1969877130400317
49,25230.0,304.0,1.2049147839873167
50,25230.0,331.0,1.311930241775664
51,25231.0,288.0,1.141452974515477
52,25231.0,335.0,1.327731758550989
53,25231.0,319.0,1.2643177044112401
54,25230.0,325.0,1.288149028933809
55,25230.0,292.0,1.1573523583036067
56,25230.0,297.0,1.1771700356718193
57,25230.0,337.0,1.3357114546175188
58,25232.0,398.0,1.5773620798985415
59,25231.0,388.0,1.5377908128889064
60,25230.0,350.0,1.3872374157748713
61,25230.0,348.0,1.3793103448275863
62,25230.0,371.0,1.4704716607213635
63,25230.0,337.0,1.3357114546175188
64,25231.0,338.0,1.3396218937021918
65,25232.0,368.0,1.4584654407102093
66,25231.0,331.0,1.3118782450160518
67,25230.0,319.0,1.264367816091954
68,25230.0,357.0,1.4149821640903686
69,25230.0,349.0,1.3832738803012288
70,25230.0,323.0,1.280221957986524
71,25230.0,377.0,1.4942528735632183
72,25230.0,359.0,1.4229092350376535
73,25230.0,336.0,1.3317479191438764
74,25230.0,340.0,1.3476020610384463
75,25230.0,395.0,1.5655965120887831
76,25230.0,322.0,1.2762584225128815
77,25230.0,325.0,1.288149028933809
78,25231.0,299.0,1.1850501367365542
79,25230.0,331.0,1.311930241775664
80,25230.0,350.0,1.3872374157748713
81,25230.0,359.0,1.4229092350376535
82,25230.0,311.0,1.2326595323028142
83,25230.0,383.0,1.5180340864050734
84,25230.0,271.0,1.0741181133571145
85,25230.0,335.0,1.3277843836702339
86,25230.0,383.0,1.5180340864050734
87,25231.0,348.0,1.3792556775395346
88,25230.0,302.0,1.1969877130400317
89,25230.0,334.0,1.3238208481965914
90,25231.0,341.0,1.3515120288533946
91,25230.0,355.0,1.4070550931430836
92,25231.0,376.0,1.490230272284095
93,25231.0,320.0,1.2682810827949744
94,25231.0,305.0,1.20883040703896
95,25230.0,342.0,1.3555291319857312
96,25230.0,339.0,1.3436385255648038
97,25233.0,318.0,1.2602544287242896
98,25230.0,263.0,1.0424098295679747
99,25230.0,398.0,1.5774871185097106
