,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,652.0,229.0,55.0,239.0,17.0,42.0,64.0,5.0,1.0,103.0,637.0,15.0,1.0,2.0,9843.0,9682.0,429.0,456.0,9.0,187.0,303.0,35.122699386503065,8.43558282208589,36.65644171779141,2.607361963190184,6.441717791411043,9.815950920245399,0.7668711656441718,0.15337423312883436
1,701.0,235.0,71.0,262.0,12.0,29.0,83.0,7.0,2.0,107.0,690.0,11.0,0.0,1.0,9860.0,9701.0,435.0,488.0,5.0,208.0,345.0,33.523537803138375,10.128388017118402,37.375178316690445,1.7118402282453637,4.136947218259629,11.840228245363766,0.9985734664764622,0.28530670470756064
2,671.0,212.0,78.0,237.0,12.0,32.0,82.0,16.0,2.0,126.0,660.0,11.0,0.0,3.0,9911.0,9750.0,449.0,466.0,4.0,201.0,319.0,31.594634873323397,11.624441132637854,35.320417287630406,1.7883755588673622,4.769001490312966,12.220566318926975,2.384500745156483,0.29806259314456035
3,651.0,228.0,76.0,229.0,12.0,25.0,74.0,6.0,1.0,131.0,638.0,13.0,2.0,2.0,9699.0,9537.0,453.0,475.0,7.0,169.0,303.0,35.02304147465438,11.674347158218126,35.17665130568356,1.8433179723502304,3.8402457757296466,11.367127496159755,0.9216589861751152,0.15360983102918588
4,713.0,230.0,94.0,257.0,12.0,32.0,77.0,11.0,0.0,104.0,702.0,11.0,1.0,2.0,10027.0,9866.0,454.0,505.0,6.0,202.0,334.0,32.25806451612903,13.183730715287517,36.044880785413746,1.6830294530154277,4.488078541374474,10.799438990182328,1.5427769985974755,0.0
5,834.0,258.0,108.0,290.0,16.0,29.0,110.0,18.0,5.0,116.0,820.0,14.0,1.0,4.0,9935.0,9772.0,520.0,609.0,9.0,216.0,400.0,30.93525179856115,12.949640287769784,34.77218225419664,1.9184652278177459,3.4772182254196644,13.189448441247002,2.158273381294964,0.5995203836930456
6,728.0,236.0,80.0,262.0,14.0,35.0,88.0,10.0,3.0,113.0,716.0,12.0,1.0,3.0,9876.0,9714.0,467.0,489.0,11.0,228.0,350.0,32.417582417582416,10.989010989010989,35.989010989010985,1.9230769230769231,4.8076923076923075,12.087912087912088,1.3736263736263736,0.41208791208791207
7,781.0,266.0,96.0,277.0,13.0,24.0,87.0,15.0,3.0,108.0,766.0,15.0,1.0,4.0,9969.0,9806.0,495.0,576.0,8.0,197.0,364.0,34.05889884763124,12.291933418693983,35.46734955185659,1.6645326504481435,3.0729833546734957,11.139564660691422,1.9206145966709347,0.38412291933418696
8,657.0,212.0,83.0,240.0,12.0,22.0,75.0,13.0,0.0,90.0,645.0,12.0,0.0,1.0,10066.0,9907.0,411.0,486.0,10.0,161.0,315.0,32.267884322678846,12.633181126331811,36.529680365296805,1.82648401826484,3.34855403348554,11.415525114155251,1.97869101978691,0.0
9,644.0,212.0,69.0,233.0,13.0,31.0,71.0,10.0,5.0,110.0,631.0,13.0,2.0,4.0,10027.0,9863.0,423.0,488.0,7.0,149.0,304.0,32.91925465838509,10.714285714285714,36.18012422360248,2.018633540372671,4.813664596273292,11.024844720496894,1.5527950310559007,0.7763975155279503
