,mean,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.01,0.0,0.0
57,0.02,0.0,0.0
58,0.02,0.0,0.0
59,1.01,1.0,1.0
60,1.0,1.0,1.0
61,1.01,1.0,1.0
62,1.01,1.0,1.0
63,1.01,1.0,1.0
64,1.02,1.0,1.0
65,1.01,1.0,1.0
66,1.04,1.0,2.0
67,1.12,1.0,2.0
68,1.13,1.0,2.0
69,1.2,1.0,2.5249999999999915
70,1.28,1.0,3.0
71,1.35,1.0,3.0
72,1.42,1.0,4.0
73,1.64,1.0,4.0
74,1.78,1.0,4.0
75,2.13,1.0,5.0
76,2.58,1.0,6.5249999999999915
77,7.93,6.0,13.0
78,9.54,7.0,15.0
79,13.96,11.0,21.0
80,17.67,14.0,23.0
81,21.35,17.0,27.52499999999999
82,22.99,18.0,31.0
83,29.7,24.0,38.04999999999998
84,34.36,29.0,43.0
85,40.12,34.475,49.52499999999999
86,45.85,40.0,55.04999999999998
87,53.86,47.0,64.04999999999998
88,60.6,53.0,69.52499999999999
89,69.46,61.475,80.0
90,70.35,61.475,82.52499999999999
91,77.42,68.475,88.57499999999997
92,85.37,77.0,96.57499999999997
93,90.17,82.0,101.57499999999997
94,98.31,90.0,109.0
95,100.13,91.0,112.52499999999999
96,96.2,86.475,109.52499999999999
97,92.71,83.475,104.52499999999999
98,91.14,82.0,104.52499999999999
99,90.44,81.0,103.52499999999999
100,93.15,84.0,106.52499999999999
101,92.25,84.0,105.04999999999998
102,88.35,79.475,100.57499999999997
103,80.66,72.0,92.0
104,81.79,73.0,93.04999999999998
105,80.38,70.95,90.0
106,79.78,70.475,90.0
107,79.77,71.0,91.52499999999999
108,77.69,68.475,90.52499999999999
109,74.26,65.475,85.0
110,70.67,61.95,83.04999999999998
111,69.4,59.475,81.0
112,69.1,59.95,80.52499999999999
113,61.63,52.475,74.04999999999998
114,56.46,48.0,68.57499999999997
115,54.42,46.0,66.52499999999999
116,54.02,45.0,65.0
117,49.45,40.0,60.52499999999999
118,49.92,41.0,61.04999999999998
119,48.54,40.0,58.52499999999999
120,48.1,40.0,58.04999999999998
121,45.86,38.475,55.52499999999999
122,44.24,36.475,55.0
123,41.85,35.0,51.52499999999999
124,39.54,33.0,47.52499999999999
125,37.15,30.0,45.04999999999998
126,36.83,30.0,45.52499999999999
127,33.25,26.475,41.52499999999999
128,30.05,22.475,39.04999999999998
129,28.76,21.475,36.0
130,27.4,20.475,34.52499999999999
131,25.81,19.0,33.52499999999999
132,25.39,19.0,32.52499999999999
133,25.12,19.0,31.52499999999999
134,23.78,18.0,30.52499999999999
135,23.49,17.475,30.0
136,23.28,17.0,30.0
137,23.04,17.0,30.52499999999999
138,22.85,17.0,30.52499999999999
139,21.69,16.0,29.52499999999999
140,21.36,16.0,29.0
141,21.01,16.0,28.0
142,17.72,13.0,25.0
143,16.53,12.0,23.52499999999999
144,17.38,13.0,25.0
145,17.19,13.0,24.52499999999999
146,15.91,12.0,22.049999999999983
147,15.61,12.0,22.049999999999983
148,16.47,13.0,22.52499999999999
149,16.31,12.475,20.52499999999999
150,15.19,11.475,19.0
151,14.03,10.0,18.52499999999999
152,13.81,10.0,18.0
153,12.71,9.0,17.0
154,12.44,8.475,17.0
155,12.31,8.475,16.52499999999999
156,12.17,8.475,16.52499999999999
157,12.02,8.475,16.049999999999983
158,11.91,8.475,16.0
159,10.78,7.475,14.524999999999991
160,9.59,6.475,13.0
161,9.49,6.475,13.0
162,9.37,6.475,13.0
163,9.29,6.475,13.0
164,9.24,6.475,13.0
165,8.14,5.0,12.0
166,8.0,5.0,12.0
167,7.86,5.0,11.524999999999991
168,6.77,4.0,10.524999999999991
169,6.66,4.0,10.0
170,6.55,4.0,10.0
171,6.37,4.0,9.524999999999991
172,6.27,4.0,9.0
173,6.22,4.0,9.0
174,6.13,4.0,9.0
175,6.1,4.0,9.0
176,6.03,4.0,9.0
177,5.95,4.0,9.0
178,5.82,4.0,9.0
179,5.83,4.0,9.0
180,5.78,4.0,9.0
181,5.73,4.0,9.0
182,5.66,4.0,9.0
183,5.62,4.0,8.524999999999991
184,5.58,4.0,8.524999999999991
185,5.5,4.0,8.524999999999991
186,5.48,4.0,9.0
187,5.41,4.0,9.049999999999983
