,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,457.0,153.0,53.0,161.0,9.0,21.0,52.0,7.0,1.0,110.0,448.0,9.0,1.0,2.0,10013.0,9852.0,323.0,397.0,8.0,52.0,213.0,33.479212253829324,11.597374179431073,35.22975929978118,1.9693654266958425,4.595185995623632,11.37855579868709,1.5317286652078774,0.2188183807439825
1,523.0,172.0,69.0,190.0,11.0,24.0,52.0,5.0,0.0,131.0,510.0,13.0,2.0,1.0,9920.0,9759.0,391.0,451.0,8.0,64.0,242.0,32.88718929254302,13.193116634799235,36.32887189292543,2.1032504780114722,4.588910133843212,9.94263862332696,0.9560229445506692,0.0
2,549.0,183.0,58.0,197.0,9.0,25.0,63.0,10.0,4.0,142.0,542.0,7.0,1.0,3.0,9875.0,9713.0,397.0,474.0,3.0,72.0,260.0,33.333333333333336,10.564663023679417,35.88342440801457,1.639344262295082,4.553734061930784,11.475409836065573,1.8214936247723132,0.7285974499089253
3,290.0,88.0,29.0,104.0,10.0,13.0,32.0,12.0,2.0,113.0,277.0,13.0,1.0,2.0,10003.0,9842.0,239.0,237.0,8.0,45.0,136.0,30.344827586206897,10.0,35.86206896551724,3.4482758620689653,4.482758620689655,11.03448275862069,4.137931034482759,0.6896551724137931
4,314.0,101.0,38.0,105.0,7.0,14.0,43.0,6.0,0.0,113.0,305.0,9.0,0.0,1.0,9953.0,9794.0,263.0,274.0,3.0,37.0,148.0,32.1656050955414,12.101910828025478,33.439490445859875,2.229299363057325,4.45859872611465,13.694267515923567,1.910828025477707,0.0
5,470.0,142.0,54.0,170.0,8.0,26.0,57.0,12.0,1.0,138.0,461.0,9.0,1.0,2.0,9946.0,9785.0,351.0,407.0,4.0,59.0,227.0,30.21276595744681,11.48936170212766,36.170212765957444,1.702127659574468,5.531914893617022,12.127659574468085,2.5531914893617023,0.2127659574468085
6,501.0,167.0,51.0,183.0,14.0,12.0,61.0,12.0,1.0,149.0,486.0,15.0,1.0,1.0,9960.0,9800.0,367.0,403.0,11.0,87.0,244.0,33.333333333333336,10.179640718562874,36.52694610778443,2.7944111776447107,2.395209580838323,12.17564870259481,2.395209580838323,0.1996007984031936
7,447.0,135.0,61.0,168.0,7.0,16.0,46.0,11.0,3.0,109.0,444.0,3.0,0.0,2.0,10173.0,10013.0,314.0,382.0,4.0,61.0,214.0,30.201342281879196,13.646532438478747,37.58389261744966,1.5659955257270695,3.5794183445190155,10.29082774049217,2.460850111856823,0.6711409395973155
8,311.0,90.0,31.0,104.0,11.0,20.0,48.0,6.0,1.0,117.0,295.0,16.0,1.0,2.0,9891.0,9730.0,260.0,251.0,7.0,53.0,152.0,28.938906752411576,9.967845659163988,33.440514469453376,3.536977491961415,6.430868167202572,15.434083601286174,1.9292604501607717,0.3215434083601286
9,476.0,162.0,50.0,171.0,12.0,22.0,49.0,8.0,2.0,120.0,462.0,14.0,0.0,2.0,9904.0,9744.0,348.0,400.0,10.0,66.0,220.0,34.03361344537815,10.504201680672269,35.924369747899156,2.5210084033613445,4.621848739495798,10.294117647058824,1.680672268907563,0.42016806722689076
