,peak transmission
0,10.0
1,9.0
2,13.0
3,7.0
4,9.0
5,8.0
6,11.0
7,12.0
8,10.0
9,14.0
10,14.0
11,10.0
12,9.0
13,9.0
14,7.0
15,15.0
16,17.0
17,10.0
18,14.0
19,11.0
20,14.0
21,11.0
22,10.0
23,13.0
24,10.0
25,8.0
26,9.0
27,10.0
28,12.0
29,18.0
30,13.0
31,12.0
32,8.0
33,10.0
34,8.0
35,15.0
36,10.0
37,11.0
38,11.0
39,7.0
40,14.0
41,13.0
42,10.0
43,9.0
44,9.0
45,15.0
46,9.0
47,14.0
48,10.0
49,13.0
50,8.0
51,9.0
52,9.0
53,11.0
54,13.0
55,16.0
56,10.0
57,9.0
58,13.0
59,11.0
60,12.0
61,15.0
62,8.0
63,10.0
64,10.0
65,7.0
66,11.0
67,11.0
68,10.0
69,12.0
70,8.0
71,8.0
72,10.0
73,8.0
74,13.0
75,14.0
76,14.0
77,11.0
78,13.0
79,15.0
80,10.0
81,10.0
82,10.0
83,8.0
84,14.0
85,14.0
86,8.0
87,11.0
88,11.0
89,13.0
90,13.0
91,8.0
92,11.0
93,18.0
94,10.0
95,7.0
96,11.0
97,12.0
98,12.0
99,12.0
