,peak transmission
0,14.0
1,14.0
2,20.0
3,8.0
4,10.0
5,11.0
6,11.0
7,15.0
8,13.0
9,17.0
10,10.0
11,9.0
12,14.0
13,16.0
14,8.0
15,14.0
16,14.0
17,11.0
18,14.0
19,12.0
20,12.0
21,13.0
22,11.0
23,11.0
24,10.0
25,11.0
26,11.0
27,16.0
28,13.0
29,13.0
30,18.0
31,13.0
32,9.0
33,10.0
34,8.0
35,18.0
36,14.0
37,16.0
38,14.0
39,7.0
40,14.0
41,17.0
42,14.0
43,11.0
44,16.0
45,16.0
46,12.0
47,19.0
48,14.0
49,13.0
50,7.0
51,12.0
52,13.0
53,11.0
54,12.0
55,12.0
56,16.0
57,12.0
58,14.0
59,10.0
60,13.0
61,15.0
62,10.0
63,9.0
64,11.0
65,10.0
66,17.0
67,13.0
68,11.0
69,14.0
70,9.0
71,10.0
72,11.0
73,13.0
74,18.0
75,15.0
76,12.0
77,12.0
78,16.0
79,16.0
80,12.0
81,12.0
82,15.0
83,10.0
84,16.0
85,14.0
86,11.0
87,9.0
88,15.0
89,17.0
90,19.0
91,10.0
92,10.0
93,16.0
94,12.0
95,9.0
96,12.0
97,14.0
98,13.0
99,18.0
