,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,4,,0,4
1,,0,0,0
2,1,,0,1
3,4,,0,4
4,5,,0,5
5,,1,0,1
6,1,,0,1
7,0,,0,0
8,0,,0,0
9,0,,0,0
10,,3,0,3
11,0,,0,0
12,3,,0,3
13,0,,0,0
14,0,,0,0
15,1,,0,1
16,0,,0,0
17,,0,0,0
18,1,,0,1
19,1,,0,1
20,1,,0,1
21,,5,0,5
22,,0,0,0
23,0,,0,0
24,0,,0,0
25,1,,0,1
26,1,,0,1
27,0,,0,0
28,0,,0,0
29,5,,0,5
30,4,,0,4
31,3,,0,3
32,1,,0,1
33,,1,0,1
34,4,,0,4
35,0,,0,0
36,0,,0,0
37,,2,0,2
38,0,,0,0
39,1,,0,1
40,0,,0,0
41,,2,0,2
42,2,,0,2
43,0,,0,0
44,0,,0,0
45,0,,0,0
46,0,,0,0
47,1,,0,1
48,0,,0,0
49,0,,0,0
50,,1,0,1
51,1,,0,1
52,0,,0,0
53,2,,0,2
54,0,,0,0
55,,0,0,0
56,0,,0,0
57,1,,0,1
58,,0,0,0
59,0,,0,0
60,2,,0,2
61,2,,0,2
62,1,,0,1
63,0,,0,0
64,1,,0,1
65,,2,0,2
66,1,,0,1
67,0,,0,0
68,1,,0,1
69,3,,0,3
70,3,,0,3
71,2,,0,2
72,1,,0,1
73,1,,0,1
74,1,,0,1
75,1,,0,1
76,0,,0,0
77,3,,0,3
78,,2,0,2
79,1,,0,1
80,3,,0,3
81,1,,0,1
82,0,,0,0
83,0,,0,0
84,0,,0,0
85,1,,0,1
86,0,,0,0
87,,0,0,0
88,2,,0,2
89,,4,0,4
90,0,,0,0
91,0,,0,0
92,0,,0,0
93,1,,0,1
94,0,,0,0
95,1,,0,1
96,1,,0,1
97,0,,0,0
98,,0,0,0
99,1,,0,1
100,4,,0,4
101,0,,0,0
102,0,,0,0
103,0,,0,0
104,0,,0,0
105,2,,0,2
106,0,,0,0
107,1,,0,1
108,,0,0,0
109,0,,0,0
110,2,,0,2
111,0,,0,0
112,0,,0,0
113,0,,0,0
114,0,,0,0
115,0,,0,0
116,0,,0,0
117,,2,0,2
118,0,,0,0
119,1,,0,1
120,,1,0,1
121,,0,0,0
122,0,,0,0
123,0,,0,0
124,0,,0,0
125,1,,0,1
126,0,,0,0
127,0,,0,0
128,1,,0,1
129,0,,0,0
130,3,,0,3
131,0,,0,0
132,1,,0,1
133,,0,0,0
134,1,,0,1
135,0,,0,0
136,0,,0,0
137,0,,0,0
138,,0,0,0
139,0,,0,0
140,3,,0,3
141,0,,0,0
142,,1,0,1
143,2,,0,2
144,1,,0,1
145,0,,0,0
146,1,,0,1
147,,0,0,0
148,,1,0,1
149,,0,0,0
150,0,,0,0
151,0,,0,0
152,,0,0,0
153,0,,0,0
154,1,,0,1
155,0,,0,0
156,1,,0,1
157,,1,0,1
158,1,,0,1
159,,2,0,2
160,0,,0,0
161,0,,0,0
162,3,,0,3
163,0,,0,0
164,1,,0,1
165,0,,0,0
166,0,,0,0
167,0,,0,0
168,1,,0,1
169,,1,0,1
170,1,,0,1
171,,3,0,3
172,3,,0,3
173,2,,0,2
174,,0,0,0
175,,4,0,4
176,0,,0,0
177,0,,0,0
178,0,,0,0
179,1,,0,1
180,0,,0,0
181,1,,0,1
182,0,,0,0
183,1,,0,1
184,2,,0,2
185,1,,0,1
186,0,,0,0
187,0,,0,0
188,,0,0,0
189,0,,0,0
190,0,,0,0
191,,0,0,0
192,1,,0,1
193,2,,0,2
194,0,,0,0
195,0,,0,0
196,0,,0,0
197,0,,0,0
198,,1,0,1
199,,0,0,0
200,,1,0,1
201,1,,0,1
202,1,,0,1
203,0,,0,0
204,0,,0,0
205,0,,0,0
206,1,,0,1
207,0,,0,0
208,0,,0,0
209,0,,0,0
210,,0,0,0
211,,0,0,0
212,1,,0,1
213,3,,0,3
214,0,,0,0
215,1,,0,1
216,,1,0,1
217,,0,0,0
218,1,,0,1
219,0,,0,0
220,,0,0,0
221,0,,0,0
222,1,,0,1
223,1,,0,1
224,0,,0,0
225,0,,0,0
226,,3,0,3
227,0,,0,0
228,1,,0,1
229,0,,0,0
230,0,,0,0
231,0,,0,0
232,0,,0,0
233,1,,0,1
234,0,,0,0
235,,1,0,1
236,0,,0,0
237,1,,0,1
238,3,,0,3
239,2,,0,2
240,0,,0,0
241,2,,0,2
242,,1,0,1
243,3,,0,3
244,0,,0,0
245,0,,0,0
246,0,,0,0
247,1,,0,1
248,,2,0,2
249,0,,0,0
250,,2,0,2
251,,0,0,0
252,0,,0,0
253,0,,0,0
254,0,,0,0
255,0,,0,0
256,0,,0,0
257,0,,0,0
258,0,,0,0
259,0,,0,0
260,0,,0,0
261,0,,0,0
262,0,,0,0
263,0,,0,0
264,0,,0,0
265,,2,0,2
266,0,,0,0
267,1,,0,1
268,,0,0,0
269,,0,0,0
270,0,,0,0
271,0,,0,0
272,0,,0,0
273,0,,0,0
274,0,,0,0
275,0,,0,0
276,0,,0,0
277,1,,0,1
278,0,,0,0
279,4,,0,4
280,1,,0,1
281,0,,0,0
282,0,,0,0
283,,0,0,0
284,0,,0,0
285,0,,0,0
286,1,,0,1
287,0,,0,0
288,0,,0,0
289,0,,0,0
290,0,,0,0
291,0,,0,0
292,0,,0,0
293,0,,0,0
294,1,,0,1
295,1,,0,1
296,1,,0,1
297,,0,0,0
298,1,,0,1
299,1,,0,1
300,1,,0,1
301,0,,0,0
302,0,,0,0
303,0,,0,0
304,0,,0,0
305,0,,0,0
306,0,,0,0
307,0,,0,0
308,1,,0,1
309,2,,0,2
