,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,1.0
71,1.0
72,1.0
73,1.0
74,3.0
75,7.0
76,8.0
77,9.0
78,17.0
79,25.0
80,29.0
81,40.0
82,45.0
83,54.0
84,66.0
85,73.0
86,85.0
87,94.0
88,109.0
89,119.0
90,126.0
91,135.0
92,143.0
93,149.0
94,156.0
95,162.0
96,171.0
97,182.0
98,185.0
99,183.0
100,174.0
101,165.0
102,155.0
103,138.0
104,125.0
105,121.0
106,109.0
107,96.0
108,86.0
109,76.0
110,63.0
111,58.0
112,49.0
113,42.0
114,39.0
115,35.0
116,31.0
117,27.0
118,23.0
119,23.0
120,20.0
121,14.0
122,15.0
123,15.0
124,16.0
125,14.0
126,14.0
127,14.0
128,14.0
129,14.0
130,12.0
131,11.0
132,8.0
133,6.0
134,6.0
135,6.0
136,4.0
137,5.0
138,4.0
139,4.0
140,7.0
141,9.0
142,9.0
143,9.0
144,11.0
145,13.0
146,13.0
147,14.0
148,17.0
149,17.0
150,15.0
151,15.0
152,14.0
153,14.0
154,13.0
155,12.0
156,9.0
157,9.0
158,7.0
159,7.0
160,6.0
161,6.0
162,5.0
163,4.0
164,4.0
165,3.0
166,4.0
167,5.0
168,5.0
169,5.0
170,6.0
171,4.0
172,4.0
173,4.0
174,4.0
175,4.0
176,4.0
177,5.0
178,5.0
179,5.0
180,4.0
181,2.0
182,2.0
183,2.0
184,2.0
185,2.0
186,1.0
187,1.0
188,1.0
189,1.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,1.0
203,1.0
204,1.0
205,1.0
206,1.0
207,1.0
208,1.0
209,1.0
210,1.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,2.0
229,4.0
230,5.0
231,6.0
232,6.0
233,8.0
234,9.0
235,9.0
236,9.0
237,6.0
238,6.0
