,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,1.0
67,1.0
68,1.0
69,1.0
70,2.0
71,2.0
72,2.0
73,3.0
74,3.0
75,4.0
76,7.0
77,8.0
78,12.0
79,14.0
80,13.0
81,15.0
82,17.0
83,15.0
84,18.0
85,18.0
86,22.0
87,26.0
88,31.0
89,35.0
90,41.0
91,42.0
92,43.0
93,45.0
94,46.0
95,41.0
96,40.0
97,46.0
98,43.0
99,45.0
100,41.0
101,37.0
102,38.0
103,39.0
104,33.0
105,34.0
106,30.0
107,29.0
108,33.0
109,34.0
110,35.0
111,33.0
112,33.0
113,35.0
114,40.0
115,42.0
116,45.0
117,44.0
118,45.0
119,47.0
120,46.0
121,39.0
122,32.0
123,26.0
124,20.0
125,17.0
126,14.0
127,10.0
128,10.0
129,13.0
130,13.0
131,14.0
132,11.0
133,8.0
134,10.0
135,10.0
136,7.0
137,8.0
138,8.0
139,8.0
140,8.0
141,7.0
142,8.0
143,8.0
144,9.0
145,7.0
146,8.0
147,9.0
148,10.0
149,11.0
150,10.0
151,8.0
152,9.0
153,11.0
154,11.0
155,10.0
156,9.0
157,9.0
158,8.0
159,9.0
160,7.0
161,6.0
162,5.0
163,5.0
164,5.0
165,5.0
166,3.0
167,3.0
168,4.0
169,4.0
170,2.0
171,3.0
172,3.0
173,4.0
174,5.0
175,4.0
176,4.0
177,4.0
178,3.0
179,3.0
180,3.0
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,1.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,1.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,1.0
210,2.0
211,2.0
212,2.0
213,2.0
214,2.0
215,3.0
216,2.0
217,2.0
218,2.0
219,2.0
220,3.0
221,4.0
222,5.0
223,7.0
224,6.0
225,6.0
226,7.0
227,6.0
228,5.0
229,4.0
230,2.0
231,2.0
232,2.0
233,1.0
234,1.0
235,1.0
236,0.0
237,1.0
238,1.0
