,occupied_bed
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,2.0
75,3.0
76,3.0
77,8.0
78,9.0
79,14.0
80,17.0
81,20.0
82,21.0
83,27.0
84,32.0
85,36.0
86,42.0
87,50.0
88,57.0
89,63.0
90,61.0
91,68.0
92,76.0
93,83.0
94,92.0
95,95.0
96,91.0
97,89.0
98,88.0
99,86.0
100,87.0
101,91.0
102,86.0
103,74.0
104,77.0
105,77.0
106,77.0
107,76.0
108,69.0
109,70.0
110,68.0
111,68.0
112,69.0
113,62.0
114,59.0
115,56.0
116,54.0
117,53.0
118,56.0
119,54.0
120,56.0
121,52.0
122,51.0
123,46.0
124,44.0
125,42.0
126,43.0
127,40.0
128,36.0
129,34.0
130,32.0
131,30.0
132,29.0
133,27.0
134,25.0
135,25.0
136,25.0
137,25.0
138,26.0
139,25.0
140,26.0
141,25.0
142,22.0
143,21.0
144,22.0
145,22.0
146,20.0
147,20.0
148,20.0
149,20.0
150,19.0
151,18.0
152,18.0
153,17.0
154,16.0
155,15.0
156,15.0
157,15.0
158,14.0
159,12.0
160,11.0
161,11.0
162,11.0
163,11.0
164,11.0
165,9.0
166,9.0
167,10.0
168,9.0
169,10.0
170,11.0
171,12.0
172,13.0
173,15.0
174,14.0
175,11.0
176,11.0
177,11.0
178,11.0
179,11.0
180,12.0
181,10.0
182,10.0
183,11.0
184,12.0
185,13.0
186,12.0
187,11.0
188,10.0
189,10.0
190,10.0
191,10.0
192,11.0
193,11.0
194,10.0
195,9.0
196,7.0
197,7.0
198,7.0
199,7.0
200,7.0
201,7.0
202,7.0
203,7.0
204,8.0
205,8.0
206,8.0
207,8.0
208,7.0
209,6.0
210,6.0
211,6.0
212,6.0
213,6.0
214,5.0
215,5.0
216,6.0
217,6.0
218,6.0
219,6.0
220,6.0
221,6.0
222,6.0
223,6.0
224,6.0
225,6.0
226,6.0
227,5.0
228,5.0
229,5.0
230,5.0
231,5.0
232,4.0
233,4.0
234,4.0
235,4.0
236,4.0
237,4.0
238,4.0
