,peak transmission
0,14.0
1,16.0
2,11.0
3,17.0
4,18.0
5,24.0
6,17.0
7,16.0
8,15.0
9,16.0
10,19.0
11,22.0
12,24.0
13,14.0
14,14.0
15,21.0
16,17.0
17,16.0
18,15.0
19,13.0
20,18.0
21,10.0
22,14.0
23,13.0
24,17.0
25,12.0
26,10.0
27,17.0
28,12.0
29,18.0
30,13.0
31,14.0
32,11.0
33,15.0
34,19.0
35,15.0
36,20.0
37,18.0
38,13.0
39,13.0
40,16.0
41,18.0
42,10.0
43,9.0
44,18.0
45,9.0
46,18.0
47,27.0
48,23.0
49,14.0
50,12.0
51,15.0
52,13.0
53,14.0
54,18.0
55,17.0
56,22.0
57,14.0
58,13.0
59,16.0
60,20.0
61,14.0
62,10.0
63,13.0
64,11.0
65,16.0
66,12.0
67,13.0
68,18.0
69,17.0
70,12.0
71,21.0
72,21.0
73,15.0
74,9.0
75,16.0
76,19.0
77,11.0
78,15.0
79,12.0
80,10.0
81,13.0
82,16.0
83,11.0
84,18.0
85,14.0
86,11.0
87,13.0
88,16.0
89,19.0
90,15.0
91,15.0
92,18.0
93,16.0
94,14.0
95,16.0
96,15.0
97,18.0
98,15.0
99,20.0
