,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,2
77,3
78,4
79,6
80,10
81,13
82,16
83,18
84,23
85,25
86,26
87,29
88,31
89,33
90,36
91,38
92,42
93,47
94,52
95,59
96,60
97,62
98,63
99,66
100,69
101,72
102,74
103,77
104,81
105,83
106,86
107,88
108,89
109,91
110,94
111,97
112,98
113,101
114,101
115,104
116,105
117,106
118,107
119,109
120,110
121,111
122,111
123,111
124,111
125,112
126,112
127,113
128,113
129,114
130,115
131,116
132,116
133,119
134,119
135,119
136,121
137,123
138,128
139,130
140,134
141,136
142,136
143,136
144,136
145,136
146,138
147,139
148,139
149,140
150,140
151,141
152,142
153,143
154,143
155,143
156,143
157,143
158,143
159,143
160,143
161,143
162,143
163,143
164,143
165,143
166,143
167,143
168,143
169,143
170,143
171,143
172,143
173,143
174,143
175,143
176,143
177,143
178,143
179,143
180,143
181,143
182,143
183,143
184,143
185,143
186,143
187,143
188,143
189,143
190,143
191,143
192,143
193,143
194,143
195,144
196,144
197,145
198,145
199,145
200,145
201,145
202,145
203,145
204,145
205,145
206,145
207,145
208,145
209,145
210,145
211,145
212,145
213,145
214,145
215,145
216,145
217,145
218,145
219,145
220,145
221,145
222,145
223,145
224,145
225,145
226,145
227,145
228,145
229,145
230,145
231,145
232,145
233,145
234,145
235,145
236,145
237,145
238,146
