,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,1.0
69,1.0
70,2.0
71,2.0
72,2.0
73,2.0
74,2.0
75,2.0
76,2.0
77,1.0
78,3.0
79,3.0
80,6.0
81,7.0
82,7.0
83,9.0
84,14.0
85,13.0
86,19.0
87,18.0
88,20.0
89,23.0
90,22.0
91,19.0
92,21.0
93,20.0
94,22.0
95,23.0
96,22.0
97,26.0
98,25.0
99,24.0
100,19.0
101,18.0
102,14.0
103,14.0
104,11.0
105,11.0
106,10.0
107,12.0
108,10.0
109,10.0
110,10.0
111,9.0
112,10.0
113,9.0
114,7.0
115,7.0
116,9.0
117,8.0
118,8.0
119,8.0
120,8.0
121,8.0
122,8.0
123,6.0
124,4.0
125,3.0
126,5.0
127,5.0
128,5.0
129,6.0
130,6.0
131,6.0
132,6.0
133,2.0
134,2.0
135,4.0
136,2.0
137,2.0
138,2.0
139,2.0
140,2.0
141,2.0
142,0.0
143,1.0
144,1.0
145,1.0
146,1.0
147,1.0
148,3.0
149,3.0
150,2.0
151,2.0
152,3.0
153,3.0
154,3.0
155,2.0
156,2.0
157,3.0
158,3.0
159,3.0
160,3.0
161,3.0
162,2.0
163,2.0
164,1.0
165,1.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,1.0
178,1.0
179,1.0
180,2.0
181,2.0
182,2.0
183,2.0
184,1.0
185,1.0
186,1.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,1.0
196,2.0
197,2.0
198,2.0
199,2.0
200,2.0
201,2.0
202,1.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,1.0
216,1.0
217,1.0
218,1.0
219,2.0
220,3.0
221,3.0
222,4.0
223,4.0
224,4.0
225,5.0
226,4.0
227,4.0
228,5.0
229,3.0
230,3.0
231,4.0
232,3.0
233,4.0
234,3.0
235,2.0
236,2.0
237,2.0
238,1.0
