,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,634.0,172.0,54.0,224.0,34.0,47.0,74.0,22.0,7.0,119.0,614.0,20.0,0.0,3.0,9988.0,9827.0,322.0,544.0,6.0,84.0,298.0,27.129337539432175,8.517350157728707,35.33123028391167,5.3627760252365935,7.413249211356467,11.67192429022082,3.470031545741325,1.1041009463722398
1,586.0,151.0,60.0,202.0,20.0,52.0,73.0,21.0,7.0,112.0,562.0,24.0,0.0,2.0,9885.0,9725.0,297.0,491.0,10.0,85.0,275.0,25.7679180887372,10.238907849829351,34.47098976109215,3.4129692832764507,8.873720136518772,12.457337883959044,3.583617747440273,1.1945392491467577
2,760.0,209.0,85.0,285.0,18.0,46.0,84.0,28.0,5.0,96.0,739.0,21.0,0.0,1.0,10159.0,10000.0,326.0,672.0,5.0,83.0,369.0,27.5,11.18421052631579,37.5,2.3684210526315788,6.052631578947368,11.052631578947368,3.6842105263157894,0.6578947368421053
3,616.0,184.0,59.0,208.0,19.0,50.0,70.0,23.0,3.0,99.0,592.0,24.0,1.0,3.0,9978.0,9816.0,299.0,529.0,11.0,76.0,278.0,29.87012987012987,9.577922077922079,33.76623376623377,3.0844155844155843,8.116883116883116,11.363636363636363,3.7337662337662336,0.487012987012987
4,584.0,163.0,58.0,208.0,30.0,37.0,70.0,13.0,5.0,130.0,567.0,17.0,0.0,1.0,10040.0,9881.0,284.0,480.0,4.0,100.0,278.0,27.910958904109588,9.931506849315069,35.61643835616438,5.136986301369863,6.335616438356165,11.986301369863014,2.2260273972602738,0.8561643835616438
5,592.0,163.0,61.0,207.0,22.0,44.0,68.0,27.0,0.0,100.0,574.0,18.0,0.0,2.0,9955.0,9795.0,290.0,518.0,9.0,65.0,275.0,27.533783783783782,10.304054054054054,34.96621621621622,3.7162162162162162,7.4324324324324325,11.486486486486486,4.5608108108108105,0.0
6,426.0,113.0,40.0,142.0,20.0,31.0,59.0,19.0,2.0,108.0,407.0,19.0,1.0,1.0,9992.0,9832.0,224.0,353.0,7.0,66.0,201.0,26.525821596244132,9.389671361502348,33.333333333333336,4.694835680751174,7.276995305164319,13.849765258215962,4.460093896713615,0.4694835680751174
7,494.0,130.0,37.0,173.0,28.0,42.0,63.0,17.0,4.0,125.0,478.0,16.0,1.0,2.0,9812.0,9651.0,256.0,410.0,6.0,78.0,236.0,26.31578947368421,7.489878542510121,35.020242914979754,5.668016194331984,8.502024291497976,12.753036437246964,3.4412955465587043,0.8097165991902834
8,516.0,138.0,59.0,186.0,10.0,52.0,48.0,17.0,6.0,120.0,497.0,19.0,0.0,0.0,9944.0,9786.0,279.0,429.0,7.0,80.0,234.0,26.74418604651163,11.434108527131784,36.04651162790697,1.937984496124031,10.077519379844961,9.30232558139535,3.294573643410853,1.1627906976744187
9,555.0,160.0,48.0,207.0,18.0,40.0,58.0,18.0,6.0,107.0,535.0,20.0,1.0,2.0,9762.0,9601.0,259.0,473.0,7.0,75.0,265.0,28.82882882882883,8.64864864864865,37.2972972972973,3.2432432432432434,7.207207207207207,10.45045045045045,3.2432432432432434,1.0810810810810811
10,452.0,133.0,44.0,146.0,16.0,46.0,50.0,13.0,4.0,113.0,435.0,17.0,1.0,1.0,9733.0,9573.0,246.0,378.0,6.0,68.0,196.0,29.424778761061948,9.734513274336283,32.30088495575221,3.5398230088495577,10.176991150442477,11.061946902654867,2.8761061946902653,0.8849557522123894
11,508.0,145.0,52.0,169.0,19.0,45.0,60.0,17.0,1.0,112.0,487.0,21.0,0.0,6.0,9830.0,9666.0,256.0,430.0,5.0,73.0,229.0,28.543307086614174,10.236220472440944,33.267716535433074,3.7401574803149606,8.858267716535433,11.811023622047244,3.3464566929133857,0.1968503937007874
12,659.0,187.0,64.0,220.0,23.0,62.0,71.0,28.0,4.0,109.0,634.0,25.0,1.0,4.0,9855.0,9692.0,332.0,566.0,11.0,82.0,291.0,28.376327769347498,9.711684370257966,33.38391502276176,3.490136570561457,9.408194233687405,10.773899848254931,4.24886191198786,0.6069802731411229
13,483.0,116.0,44.0,172.0,25.0,49.0,54.0,18.0,5.0,122.0,457.0,26.0,0.0,1.0,9856.0,9697.0,247.0,403.0,11.0,69.0,226.0,24.016563146997928,9.109730848861284,35.61076604554865,5.175983436853002,10.144927536231885,11.180124223602485,3.7267080745341614,1.0351966873706004
14,523.0,129.0,61.0,186.0,12.0,39.0,65.0,26.0,5.0,107.0,502.0,21.0,4.0,3.0,9936.0,9771.0,274.0,451.0,8.0,64.0,251.0,24.665391969407267,11.663479923518164,35.56405353728489,2.294455066921606,7.45697896749522,12.4282982791587,4.97131931166348,0.9560229445506692
15,643.0,191.0,65.0,238.0,21.0,41.0,63.0,21.0,3.0,115.0,629.0,14.0,0.0,3.0,9773.0,9612.0,299.0,559.0,5.0,79.0,301.0,29.704510108864696,10.10886469673406,37.01399688958009,3.265940902021773,6.376360808709176,9.797822706065318,3.265940902021773,0.4665629860031104
16,682.0,195.0,60.0,252.0,17.0,55.0,75.0,20.0,8.0,115.0,663.0,19.0,1.0,0.0,10066.0,9907.0,315.0,584.0,8.0,90.0,327.0,28.592375366568916,8.79765395894428,36.950146627565985,2.4926686217008798,8.064516129032258,10.997067448680351,2.932551319648094,1.1730205278592376
17,614.0,193.0,53.0,218.0,22.0,45.0,59.0,19.0,5.0,93.0,599.0,15.0,0.0,2.0,9954.0,9794.0,281.0,525.0,4.0,85.0,277.0,31.433224755700326,8.631921824104234,35.504885993485345,3.583061889250814,7.328990228013029,9.609120521172638,3.0944625407166124,0.8143322475570033
18,617.0,178.0,51.0,226.0,24.0,41.0,70.0,26.0,1.0,106.0,603.0,14.0,1.0,0.0,9803.0,9644.0,288.0,519.0,6.0,92.0,296.0,28.849270664505674,8.26580226904376,36.6288492706645,3.8897893030794166,6.645056726094003,11.345218800648299,4.213938411669368,0.1620745542949757
19,497.0,131.0,49.0,173.0,17.0,42.0,52.0,30.0,3.0,139.0,483.0,14.0,0.0,2.0,9854.0,9694.0,265.0,403.0,6.0,88.0,225.0,26.358148893360163,9.859154929577464,34.80885311871227,3.420523138832998,8.450704225352112,10.462776659959758,6.036217303822937,0.6036217303822937
20,578.0,170.0,65.0,204.0,18.0,37.0,64.0,15.0,5.0,105.0,567.0,11.0,1.0,1.0,9783.0,9623.0,291.0,495.0,3.0,80.0,268.0,29.41176470588235,11.245674740484429,35.294117647058826,3.114186851211073,6.401384083044983,11.07266435986159,2.5951557093425603,0.8650519031141869
21,562.0,157.0,60.0,197.0,19.0,37.0,70.0,20.0,2.0,99.0,541.0,21.0,3.0,0.0,10163.0,10002.0,262.0,456.0,9.0,97.0,267.0,27.93594306049822,10.676156583629894,35.05338078291815,3.380782918149466,6.5836298932384345,12.455516014234876,3.5587188612099645,0.35587188612099646
22,587.0,182.0,54.0,206.0,18.0,40.0,73.0,11.0,3.0,118.0,562.0,25.0,0.0,1.0,9930.0,9771.0,288.0,512.0,9.0,66.0,279.0,31.00511073253833,9.199318568994888,35.09369676320273,3.0664395229982966,6.814310051107325,12.43611584327087,1.8739352640545144,0.5110732538330494
23,683.0,187.0,70.0,241.0,25.0,54.0,81.0,21.0,4.0,128.0,668.0,15.0,0.0,5.0,9737.0,9574.0,327.0,591.0,4.0,88.0,322.0,27.379209370424597,10.248901903367496,35.28550512445095,3.6603221083455346,7.906295754026354,11.859443631039532,3.074670571010249,0.5856515373352855
24,732.0,213.0,68.0,279.0,25.0,61.0,63.0,21.0,2.0,105.0,710.0,22.0,1.0,1.0,9849.0,9689.0,340.0,621.0,11.0,100.0,342.0,29.098360655737704,9.289617486338798,38.114754098360656,3.4153005464480874,8.333333333333334,8.60655737704918,2.8688524590163933,0.273224043715847
25,654.0,182.0,66.0,223.0,27.0,54.0,75.0,22.0,5.0,98.0,630.0,24.0,1.0,9.0,9856.0,9688.0,312.0,547.0,10.0,97.0,298.0,27.828746177370032,10.091743119266056,34.09785932721712,4.128440366972477,8.256880733944953,11.46788990825688,3.363914373088685,0.764525993883792
26,588.0,166.0,55.0,206.0,23.0,50.0,70.0,14.0,4.0,111.0,571.0,17.0,0.0,3.0,9800.0,9639.0,295.0,510.0,9.0,69.0,276.0,28.231292517006803,9.353741496598639,35.034013605442176,3.9115646258503403,8.503401360544217,11.904761904761905,2.380952380952381,0.6802721088435374
27,736.0,197.0,66.0,285.0,23.0,59.0,80.0,18.0,8.0,116.0,724.0,12.0,0.0,3.0,9952.0,9791.0,325.0,639.0,9.0,88.0,365.0,26.766304347826086,8.967391304347826,38.72282608695652,3.125,8.016304347826088,10.869565217391305,2.4456521739130435,1.0869565217391304
28,539.0,152.0,52.0,188.0,26.0,46.0,56.0,19.0,0.0,114.0,512.0,27.0,0.0,4.0,9860.0,9698.0,270.0,443.0,9.0,87.0,244.0,28.200371057513916,9.647495361781075,34.87940630797774,4.823747680890538,8.534322820037106,10.38961038961039,3.5250463821892395,0.0
29,751.0,229.0,64.0,277.0,27.0,53.0,76.0,18.0,7.0,124.0,727.0,24.0,1.0,4.0,9849.0,9686.0,365.0,655.0,7.0,89.0,353.0,30.492676431424766,8.5219707057257,36.88415446071904,3.5952063914780292,7.057256990679095,10.119840213049267,2.396804260985353,0.9320905459387483
30,571.0,155.0,56.0,206.0,15.0,41.0,72.0,21.0,5.0,119.0,552.0,19.0,3.0,3.0,9948.0,9784.0,280.0,485.0,3.0,83.0,278.0,27.145359019264447,9.807355516637479,36.077057793345006,2.626970227670753,7.1803852889667255,12.609457092819614,3.677758318739054,0.8756567425569177
