,trans_prev,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,4.6511627906975996e-05,0.0,0.0
62,0.00020793551524099098,0.0,0.004274495479864802
63,0.000849479968354943,0.0,0.010561540245055111
64,0.0011934668448336419,0.0,0.01440758415435131
65,0.0023093493867991804,0.0,0.016919363490076823
66,0.0032495551707929803,0.0,0.016541712919477376
67,0.004058618952220691,0.0,0.020739258347016915
68,0.005747811398217922,0.0,0.030734081319524303
69,0.007057697239091897,0.0,0.03100673433535028
70,0.009503850965646323,0.0,0.0377609830361026
71,0.011194615408604778,0.0,0.04072856827220499
72,0.013337331076825398,0.0,0.044493308871141744
73,0.016143140184306133,0.0,0.053797468354430306
74,0.019217620154340184,0.0,0.05222118959107802
75,0.023038467360669238,0.0,0.058028846153846084
76,0.028019119585622768,0.0,0.07248416147442267
77,0.03169088997290411,0.004225837029617917,0.06766886720244923
78,0.0373756230220744,0.005940680069496112,0.07562225887468596
79,0.042582341248731836,0.007823895323895295,0.09387019230769222
80,0.04731869179451023,0.007733926005747103,0.1
81,0.05336498018206272,0.01562218661783776,0.1035385084789311
82,0.059924664615926895,0.0194552529182879,0.11794785115638268
83,0.06369285086412789,0.02008325923530835,0.11663627855944225
84,0.06952383890190754,0.022201689111323246,0.12029604003913166
85,0.07289060741215306,0.021236101147776135,0.13549553645230608
86,0.07636420623520879,0.02147839379303251,0.13202345065184193
87,0.0803606787142093,0.024294871794871734,0.13894790975447882
88,0.08248011704036187,0.02861117619493903,0.14217625899280567
89,0.08422730586130124,0.03016073057047314,0.13018814878892723
90,0.08783036228305038,0.03420821114369497,0.1415264510941078
91,0.09130941917134647,0.039079938780315494,0.1389888517962696
92,0.09161327011204705,0.04492867891080732,0.13658554681703514
93,0.09261778133139176,0.04193451244234213,0.14925506161971824
94,0.0914039870601345,0.043354967161400366,0.14466702279202276
95,0.09229978869034706,0.04627065483476127,0.14308593328295358
96,0.09393827829103177,0.04349496169220516,0.14740561990561984
97,0.09480053763184897,0.04890939597315433,0.14473991507430994
98,0.09746947041374872,0.050863473532014,0.1398772006085633
99,0.09406899852360069,0.04849386096832836,0.13767024908680406
100,0.092058566226364,0.04727397260273966,0.1366433528518759
101,0.09248862603352415,0.04599017860263528,0.1392738883632923
102,0.09257689014209529,0.049504716981132076,0.14865951130395066
103,0.09038349410547154,0.04599552377630501,0.14579497710428171
104,0.08730894553579835,0.043083333333333286,0.14100182199646644
105,0.08458042251968687,0.04049753473778571,0.14424382855083553
106,0.08158012334605828,0.042522954949098586,0.13704253688446058
107,0.07938384277850888,0.03900723472668808,0.13395963897693994
108,0.07638805411779949,0.036539183222957995,0.1352700171687217
109,0.07346370200997158,0.036442307692307656,0.12418664383561642
110,0.07302566979383124,0.03709647147147142,0.12277649491860888
111,0.07002604637305186,0.03676638463604616,0.11130818318318313
112,0.06992290266698718,0.03582732887287692,0.12356118918155494
113,0.06799665780710308,0.03219264446094363,0.12463121471498805
114,0.06597294671179449,0.0306603033985339,0.12523366848689715
115,0.06368080361491718,0.02502913752913747,0.11996775211979066
116,0.06238905770165402,0.028747155648807577,0.11710755813953481
117,0.05942361142197442,0.024042992972302574,0.10973258706467655
118,0.055916562691963344,0.021229264334655582,0.10466832364422725
119,0.05283699715145992,0.01719935958254265,0.10027119985729248
120,0.05115726003569433,0.013668940506001122,0.10474625144175305
121,0.04893521495657461,0.013477204839634261,0.10052295807655577
122,0.04707158160859552,0.012714731383194178,0.10123416192419181
123,0.04431165470526373,0.009553946121564863,0.09706358589493147
124,0.04270257222777315,0.0075287356321838824,0.08655479647764756
125,0.04026066847870127,0.006945382204002835,0.08083384908968995
126,0.0381651995164177,0.0053360881542699,0.08909993517575303
127,0.03576982682326168,0.004183298319327692,0.08207708793607524
128,0.033633607892247605,0.004244627054361533,0.08031750839896436
129,0.03194124119741203,0.004113323850165953,0.07245180060213054
130,0.030306266589168032,0.003913526348039177,0.06857102322332807
131,0.028168419062355815,0.0038290339640380078,0.06884321014651207
132,0.02608819271415483,0.0018199233716474754,0.06247376904595353
133,0.024561642671827002,0.0037301587301587277,0.05829516053781219
