,peak transmission
0,19.0
1,11.0
2,15.0
3,12.0
4,15.0
5,10.0
6,11.0
7,12.0
8,10.0
9,11.0
10,14.0
11,15.0
12,10.0
13,12.0
14,11.0
15,11.0
16,11.0
17,16.0
18,16.0
19,9.0
20,13.0
21,14.0
22,12.0
23,15.0
24,10.0
25,13.0
26,11.0
27,13.0
28,9.0
29,9.0
30,13.0
31,11.0
32,18.0
33,8.0
34,11.0
35,12.0
36,15.0
37,13.0
38,19.0
39,12.0
40,13.0
41,15.0
42,9.0
43,14.0
44,11.0
45,15.0
46,16.0
47,10.0
48,13.0
49,15.0
50,13.0
51,12.0
52,16.0
53,12.0
54,13.0
55,8.0
56,14.0
57,7.0
58,9.0
59,13.0
60,11.0
61,13.0
62,16.0
63,13.0
64,12.0
65,8.0
66,12.0
67,9.0
68,12.0
69,16.0
70,14.0
71,9.0
72,9.0
73,10.0
74,16.0
75,12.0
76,13.0
77,13.0
78,11.0
79,13.0
80,11.0
81,9.0
82,10.0
83,10.0
84,10.0
85,12.0
86,12.0
87,9.0
88,12.0
89,8.0
90,8.0
91,12.0
92,12.0
93,15.0
94,12.0
95,11.0
96,5.0
97,11.0
98,11.0
99,13.0
