,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,1.0
66,1.0
67,1.0
68,1.0
69,2.0
70,5.0
71,5.0
72,4.0
73,5.0
74,5.0
75,6.0
76,5.0
77,5.0
78,8.0
79,8.0
80,8.0
81,12.0
82,17.0
83,20.0
84,22.0
85,26.0
86,31.0
87,35.0
88,35.0
89,35.0
90,38.0
91,38.0
92,35.0
93,41.0
94,40.0
95,41.0
96,45.0
97,41.0
98,40.0
99,43.0
100,37.0
101,41.0
102,40.0
103,31.0
104,38.0
105,44.0
106,37.0
107,36.0
108,32.0
109,31.0
110,34.0
111,29.0
112,27.0
113,30.0
114,28.0
115,27.0
116,27.0
117,27.0
118,26.0
119,19.0
120,20.0
121,20.0
122,18.0
123,18.0
124,15.0
125,13.0
126,14.0
127,10.0
128,9.0
129,9.0
130,8.0
131,8.0
132,8.0
133,6.0
134,6.0
135,5.0
136,4.0
137,4.0
138,3.0
139,2.0
140,2.0
141,2.0
142,3.0
143,3.0
144,2.0
145,2.0
146,2.0
147,2.0
148,2.0
149,2.0
150,4.0
151,4.0
152,4.0
153,5.0
154,6.0
155,8.0
156,7.0
157,6.0
158,6.0
159,6.0
160,6.0
161,5.0
162,5.0
163,5.0
164,5.0
165,7.0
166,9.0
167,8.0
168,9.0
169,8.0
170,9.0
171,10.0
172,7.0
173,5.0
174,5.0
175,4.0
176,4.0
177,3.0
178,2.0
179,2.0
180,2.0
181,2.0
182,2.0
183,1.0
184,1.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,1.0
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,1.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.0
215,2.0
216,2.0
217,2.0
218,2.0
219,2.0
220,2.0
221,1.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
