,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_nrow,total_counts
0,0.23783783783783785,0.14285714285714285,0.2288135593220339,0.15254237288135594,44.0,1.0,192,27.0,9.0,177,81.0
1,0.14130434782608695,0.4166666666666667,0.2868217054263566,0.10204081632653061,26.0,5.0,196,37.0,5.0,178,73.0
2,0.20418848167539266,1.0,0.2677165354330709,0.07142857142857142,39.0,8.0,199,34.0,5.0,197,86.0
3,0.1712707182320442,0.3333333333333333,0.21551724137931033,0.13725490196078433,31.0,1.0,184,25.0,7.0,167,64.0
4,0.24193548387096775,0.6666666666666666,0.2571428571428571,0.11290322580645161,45.0,4.0,192,27.0,7.0,167,83.0
5,0.4424778761061947,1.0909090909090908,0.4662576687116564,0.12790697674418605,100.0,12.0,237,76.0,11.0,249,199.0
6,0.14204545454545456,0.5,0.14035087719298245,0.23255813953488372,25.0,2.0,180,16.0,10.0,157,53.0
7,0.14367816091954022,0.7777777777777778,0.23008849557522124,0.06557377049180328,25.0,7.0,183,26.0,4.0,174,62.0
8,0.30198019801980197,0.4166666666666667,0.35,0.08196721311475409,61.0,5.0,214,56.0,5.0,221,127.0
9,0.15591397849462366,0.5,0.30952380952380953,0.14545454545454545,29.0,2.0,190,39.0,8.0,181,78.0
10,0.24193548387096775,0.625,0.27358490566037735,0.10344827586206896,45.0,5.0,194,29.0,6.0,164,85.0
11,0.26881720430107525,0.5,0.24444444444444444,0.08196721311475409,50.0,1.0,188,33.0,5.0,196,89.0
12,0.35751295336787564,0.6153846153846154,0.29411764705882354,0.09523809523809523,69.0,8.0,206,45.0,6.0,216,128.0
13,0.25773195876288657,0.5,0.33613445378151263,0.15,50.0,6.0,206,40.0,9.0,179,105.0
14,0.27071823204419887,0.6666666666666666,0.20155038759689922,0.14285714285714285,49.0,6.0,190,26.0,9.0,192,90.0
15,0.3384615384615385,0.4,0.34375,0.08333333333333333,66.0,4.0,205,44.0,6.0,200,120.0
16,0.22164948453608246,0.6,0.37383177570093457,0.05357142857142857,43.0,3.0,199,40.0,3.0,163,89.0
17,0.18333333333333332,0.2,0.18548387096774194,0.1076923076923077,33.0,1.0,185,23.0,7.0,189,64.0
18,0.3385416666666667,1.5714285714285714,0.2647058823529412,0.10810810810810811,65.0,11.0,199,36.0,8.0,210,120.0
19,0.18716577540106952,1.0,0.319672131147541,0.07017543859649122,35.0,7.0,194,39.0,4.0,179,85.0
20,0.2639593908629442,0.8,0.2916666666666667,0.14705882352941177,52.0,8.0,207,42.0,10.0,212,112.0
21,0.22564102564102564,0.9166666666666666,0.35555555555555557,0.1694915254237288,44.0,11.0,207,48.0,10.0,194,113.0
22,0.15591397849462366,1.0,0.2677165354330709,0.08771929824561403,29.0,5.0,191,34.0,5.0,184,73.0
23,0.07954545454545454,0.5,0.1941747572815534,0.1794871794871795,14.0,3.0,182,20.0,7.0,142,44.0
24,0.27956989247311825,0.7142857142857143,0.22695035460992907,0.14285714285714285,52.0,5.0,193,32.0,8.0,197,97.0
25,0.17032967032967034,0.2857142857142857,0.2608695652173913,0.10869565217391304,31.0,2.0,189,30.0,5.0,161,68.0
26,0.1534090909090909,0.4,0.20491803278688525,0.1346153846153846,27.0,4.0,186,25.0,7.0,174,63.0
27,0.18994413407821228,0.0,0.18253968253968253,0.08928571428571429,34.0,0.0,183,23.0,5.0,182,62.0
28,0.1340782122905028,1.5,0.21100917431192662,0.08333333333333333,24.0,9.0,185,23.0,5.0,169,61.0
29,0.21808510638297873,0.4,0.2890625,0.03636363636363636,41.0,2.0,193,37.0,2.0,183,82.0
30,0.18579234972677597,1.0,0.19008264462809918,0.15,34.0,2.0,185,23.0,9.0,181,68.0
31,0.11695906432748537,0.625,0.20952380952380953,0.05357142857142857,20.0,5.0,179,22.0,3.0,161,50.0
32,0.29533678756476683,0.45454545454545453,0.3006993006993007,0.1076923076923077,57.0,5.0,204,43.0,7.0,208,112.0
33,0.345,0.36363636363636365,0.3357142857142857,0.14285714285714285,69.0,4.0,211,47.0,9.0,203,129.0
34,0.24324324324324326,0.7777777777777778,0.22857142857142856,0.10526315789473684,45.0,7.0,194,32.0,6.0,197,90.0
35,0.25396825396825395,1.1666666666666667,0.2302158273381295,0.10909090909090909,48.0,7.0,195,32.0,6.0,194,93.0
36,0.20212765957446807,0.75,0.3125,0.0784313725490196,38.0,3.0,192,40.0,4.0,179,85.0
37,0.24867724867724866,0.375,0.26618705035971224,0.15217391304347827,47.0,3.0,197,37.0,7.0,185,94.0
38,0.11731843575418995,0.25,0.19626168224299065,0.10909090909090909,21.0,1.0,183,21.0,6.0,162,49.0
39,0.2765957446808511,0.8333333333333334,0.2624113475177305,0.13636363636363635,52.0,5.0,194,37.0,9.0,207,103.0
40,0.2676767676767677,0.7142857142857143,0.32413793103448274,0.125,53.0,5.0,205,47.0,6.0,193,111.0
