,peak transmission
0,4.0
1,4.0
2,5.0
3,4.0
4,4.0
5,6.0
6,2.0
7,3.0
8,5.0
9,3.0
10,2.0
11,4.0
12,5.0
13,5.0
14,3.0
15,4.0
16,6.0
17,4.0
18,6.0
19,8.0
20,4.0
21,4.0
22,6.0
23,4.0
24,3.0
25,3.0
26,2.0
27,2.0
28,4.0
29,3.0
30,2.0
31,3.0
32,5.0
33,5.0
34,3.0
35,4.0
36,5.0
37,5.0
38,4.0
39,4.0
40,5.0
41,4.0
42,7.0
43,4.0
44,7.0
45,3.0
46,4.0
47,6.0
48,5.0
49,6.0
50,4.0
51,6.0
52,4.0
53,8.0
54,4.0
55,4.0
56,6.0
57,4.0
58,5.0
59,3.0
60,7.0
61,5.0
62,2.0
63,4.0
64,7.0
65,8.0
66,5.0
67,3.0
68,8.0
69,2.0
70,4.0
71,3.0
72,3.0
73,3.0
74,5.0
75,4.0
76,4.0
77,5.0
78,6.0
79,2.0
80,4.0
81,4.0
82,3.0
83,5.0
84,4.0
85,4.0
86,3.0
87,3.0
88,7.0
89,4.0
90,6.0
91,6.0
92,4.0
93,3.0
94,4.0
95,7.0
96,2.0
97,4.0
98,6.0
99,5.0
