,total_screened,positive_detected,positivity_rate
0,25230.0,159.0,0.6302021403091558
1,25230.0,154.0,0.6103844629409433
2,25230.0,169.0,0.6698374950455807
3,25230.0,150.0,0.5945303210463734
4,25230.0,147.0,0.582639714625446
5,25230.0,224.0,0.8878319460959175
6,25230.0,141.0,0.558858501783591
7,25230.0,145.0,0.5747126436781609
8,25230.0,211.0,0.8363059849385652
9,25230.0,162.0,0.6420927467300832
10,25230.0,152.0,0.6024573919936583
11,25230.0,180.0,0.713436385255648
12,25230.0,181.0,0.7173999207292905
13,25230.0,167.0,0.6619104240982957
14,25230.0,177.0,0.7015457788347206
15,25230.0,183.0,0.7253269916765755
16,25230.0,151.0,0.5984938565200159
17,25230.0,158.0,0.6262386048355133
18,25230.0,174.0,0.6896551724137931
19,25230.0,158.0,0.6262386048355133
20,25230.0,174.0,0.6896551724137931
21,25230.0,175.0,0.6936187078874356
22,25230.0,176.0,0.6975822433610781
23,25230.0,121.0,0.47958779231074117
24,25230.0,167.0,0.6619104240982957
25,25230.0,137.0,0.543004359889021
26,25230.0,159.0,0.6302021403091558
27,25230.0,160.0,0.6341656757827983
28,25230.0,155.0,0.6143479984145858
29,25230.0,164.0,0.6500198176773682
30,25230.0,170.0,0.6738010305192231
31,25230.0,146.0,0.5786761791518034
32,25230.0,189.0,0.7491082045184304
33,25230.0,175.0,0.6936187078874356
34,25230.0,171.0,0.6777645659928656
35,25230.0,177.0,0.7015457788347206
36,25231.0,150.0,0.5945067575601443
37,25230.0,162.0,0.6420927467300832
38,25230.0,144.0,0.5707491082045184
39,25230.0,184.0,0.729290527150218
40,25230.0,178.0,0.7055093143083631
41,25230.0,173.0,0.6856916369401506
42,25230.0,164.0,0.6500198176773682
43,25230.0,157.0,0.6222750693618708
44,25230.0,195.0,0.7728894173602854
45,25230.0,151.0,0.5984938565200159
46,25230.0,172.0,0.6817281014665081
47,25230.0,188.0,0.7451446690447879
48,25230.0,190.0,0.7530717399920729
49,25230.0,183.0,0.7253269916765755
50,25230.0,188.0,0.7451446690447879
51,25230.0,203.0,0.8045977011494253
52,25230.0,151.0,0.5984938565200159
53,25230.0,168.0,0.6658739595719382
54,25230.0,148.0,0.5866032500990884
55,25230.0,160.0,0.6341656757827983
56,25230.0,178.0,0.7055093143083631
57,25230.0,158.0,0.6262386048355133
58,25230.0,158.0,0.6262386048355133
59,25230.0,157.0,0.6222750693618708
60,25230.0,156.0,0.6183115338882283
61,25230.0,169.0,0.6698374950455807
62,25230.0,169.0,0.6698374950455807
63,25230.0,160.0,0.6341656757827983
64,25230.0,165.0,0.6539833531510107
65,25230.0,184.0,0.729290527150218
66,25230.0,181.0,0.7173999207292905
67,25230.0,160.0,0.6341656757827983
68,25230.0,198.0,0.7847800237812128
69,25230.0,148.0,0.5866032500990884
70,25230.0,162.0,0.6420927467300832
71,25230.0,161.0,0.6381292112564407
72,25230.0,166.0,0.6579468886246532
73,25230.0,164.0,0.6500198176773682
74,25230.0,178.0,0.7055093143083631
75,25230.0,160.0,0.6341656757827983
76,25230.0,157.0,0.6222750693618708
77,25230.0,203.0,0.8045977011494253
78,25230.0,169.0,0.6698374950455807
79,25230.0,121.0,0.47958779231074117
80,25230.0,164.0,0.6500198176773682
81,25230.0,183.0,0.7253269916765755
82,25230.0,152.0,0.6024573919936583
83,25230.0,202.0,0.8006341656757828
84,25230.0,149.0,0.5905667855727309
85,25230.0,154.0,0.6103844629409433
86,25230.0,144.0,0.5707491082045184
87,25230.0,174.0,0.6896551724137931
88,25230.0,169.0,0.6698374950455807
89,25230.0,129.0,0.5112960760998811
90,25230.0,188.0,0.7451446690447879
91,25230.0,134.0,0.5311137534680935
92,25230.0,125.0,0.49544193420531113
93,25230.0,170.0,0.6738010305192231
94,25230.0,190.0,0.7530717399920729
95,25230.0,184.0,0.729290527150218
96,25230.0,185.0,0.7332540626238605
97,25230.0,160.0,0.6341656757827983
98,25230.0,182.0,0.721363456202933
99,25230.0,169.0,0.6698374950455807
