,peak transmission
0,20.0
1,24.0
2,16.0
3,18.0
4,22.0
5,15.0
6,15.0
7,16.0
8,16.0
9,20.0
10,17.0
11,28.0
12,19.0
13,15.0
14,16.0
15,19.0
16,16.0
17,21.0
18,24.0
19,22.0
20,12.0
21,27.0
22,23.0
23,18.0
24,19.0
25,19.0
26,16.0
27,17.0
28,10.0
29,17.0
30,21.0
31,17.0
32,17.0
33,23.0
34,20.0
35,15.0
36,15.0
37,24.0
38,24.0
39,16.0
40,21.0
41,21.0
42,19.0
43,16.0
44,16.0
45,20.0
46,19.0
47,13.0
48,16.0
49,20.0
50,17.0
51,17.0
52,18.0
53,19.0
54,13.0
55,15.0
56,17.0
57,20.0
58,16.0
59,18.0
60,20.0
61,18.0
62,15.0
63,18.0
64,14.0
65,17.0
66,24.0
67,15.0
68,20.0
69,24.0
70,24.0
71,17.0
72,19.0
73,16.0
74,22.0
75,17.0
76,16.0
77,22.0
78,20.0
79,18.0
80,17.0
81,24.0
82,11.0
83,22.0
84,21.0
85,18.0
86,27.0
87,16.0
88,20.0
89,24.0
90,18.0
91,21.0
92,13.0
93,12.0
94,14.0
95,19.0
96,20.0
97,20.0
98,22.0
99,15.0
