,day,total_screened,positive_detected,prevalence,positivity_rate
0,63.0,870.0,0.0,0.0039215686274509,0.0
1,70.0,870.0,4.0,0.0040485829959514,0.45977011494252873
2,77.0,874.0,5.0,0.0445344129554655,0.5720823798627002
3,84.0,871.0,26.0,0.1794871794871795,2.9850746268656714
4,91.0,889.0,56.0,0.3300653594771242,6.299212598425196
5,98.0,909.0,76.0,0.4142394822006472,8.360836083608362
6,105.0,917.0,72.0,0.3493975903614458,7.851690294438386
7,112.0,911.0,56.0,0.3007246376811594,6.147091108671789
8,119.0,899.0,24.0,0.1881918819188192,2.6696329254727478
9,126.0,879.0,5.0,0.0926640926640926,0.5688282138794084
10,133.0,871.0,5.0,0.0641509433962264,0.5740528128587831
11,140.0,875.0,3.0,0.0588235294117647,0.34285714285714286
12,147.0,872.0,2.0,0.0163934426229508,0.22935779816513763
13,154.0,872.0,4.0,0.0190839694656488,0.45871559633027525
14,161.0,873.0,0.0,0.0072202166064981,0.0
15,168.0,870.0,0.0,0.0041152263374485,0.0
16,175.0,870.0,0.0,0.0042918454935622,0.0
17,182.0,870.0,0.0,0.0,0.0
18,189.0,870.0,0.0,0.0,0.0
19,196.0,870.0,0.0,0.0046296296296296,0.0
20,203.0,870.0,0.0,0.0044843049327354,0.0
21,210.0,870.0,1.0,0.0080971659919028,0.11494252873563218
22,217.0,871.0,1.0,0.0077519379844961,0.1148105625717566
23,224.0,871.0,0.0,0.0040816326530612,0.0
24,231.0,870.0,1.0,0.0,0.11494252873563218
25,238.0,871.0,0.0,0.0,0.0
26,63.0,870.0,1.0,0.0042735042735042,0.11494252873563218
27,70.0,871.0,2.0,0.0043668122270742,0.2296211251435132
28,77.0,872.0,20.0,0.0829875518672199,2.293577981651376
29,84.0,887.0,40.0,0.2454212454212454,4.509582863585118
30,91.0,897.0,84.0,0.4491803278688525,9.364548494983277
31,98.0,930.0,94.0,0.4379310344827586,10.10752688172043
32,105.0,930.0,58.0,0.3533834586466165,6.236559139784946
33,112.0,893.0,21.0,0.2148148148148148,2.3516237402015676
34,119.0,880.0,7.0,0.1274131274131274,0.7954545454545454
35,126.0,872.0,0.0,0.0512820512820512,0.0
36,133.0,870.0,2.0,0.0408163265306122,0.22988505747126436
37,140.0,871.0,0.0,0.0307692307692307,0.0
38,147.0,870.0,0.0,0.0152091254752851,0.0
39,154.0,870.0,1.0,0.0088888888888888,0.11494252873563218
40,161.0,871.0,0.0,0.0089686098654708,0.0
41,168.0,870.0,0.0,0.0,0.0
42,175.0,870.0,0.0,0.0,0.0
43,182.0,870.0,0.0,0.0,0.0
44,189.0,870.0,0.0,0.0,0.0
45,196.0,870.0,1.0,0.0,0.11494252873563218
46,203.0,871.0,0.0,0.0,0.0
47,210.0,870.0,0.0,0.0045045045045045,0.0
48,217.0,870.0,0.0,0.0041322314049586,0.0
49,224.0,870.0,1.0,0.0046082949308755,0.11494252873563218
50,231.0,871.0,2.0,0.0,0.2296211251435132
51,238.0,870.0,0.0,0.0,0.0
52,63.0,870.0,0.0,0.0079051383399209,0.0
53,70.0,870.0,4.0,0.0145631067961165,0.45977011494252873
54,77.0,874.0,8.0,0.0518867924528301,0.9153318077803204
55,84.0,877.0,24.0,0.1589147286821705,2.7366020524515395
56,91.0,885.0,49.0,0.3099041533546325,5.536723163841808
57,98.0,901.0,66.0,0.3872053872053872,7.32519422863485
58,105.0,913.0,55.0,0.2888888888888888,6.024096385542169
59,112.0,903.0,36.0,0.2508474576271186,3.9867109634551494
60,119.0,887.0,23.0,0.167910447761194,2.593010146561443
61,126.0,879.0,5.0,0.0739299610894941,0.5688282138794084
62,133.0,871.0,1.0,0.047808764940239,0.1148105625717566
63,140.0,870.0,3.0,0.0505836575875486,0.3448275862068966
64,147.0,872.0,5.0,0.052,0.573394495412844
65,154.0,874.0,9.0,0.0272373540856031,1.0297482837528604
66,161.0,877.0,4.0,0.016260162601626,0.45610034207525657
67,168.0,871.0,1.0,0.0,0.1148105625717566
68,175.0,870.0,0.0,0.0,0.0
69,182.0,870.0,0.0,0.0,0.0
70,189.0,870.0,0.0,0.0,0.0
71,196.0,870.0,0.0,0.0,0.0
72,203.0,870.0,1.0,0.0,0.11494252873563218
73,210.0,871.0,1.0,0.0,0.1148105625717566
74,217.0,870.0,0.0,0.0039525691699604,0.0
75,224.0,870.0,0.0,0.0040816326530612,0.0
76,231.0,870.0,0.0,0.0,0.0
77,238.0,870.0,0.0,0.0,0.0
78,63.0,870.0,0.0,0.0045662100456621,0.0
79,70.0,870.0,4.0,0.0216450216450216,0.45977011494252873
80,77.0,874.0,10.0,0.0694980694980695,1.1441647597254003
81,84.0,876.0,31.0,0.231578947368421,3.5388127853881275
82,91.0,894.0,71.0,0.3110367892976589,7.941834451901567
83,98.0,916.0,74.0,0.3883792048929663,8.078602620087336
84,105.0,913.0,53.0,0.3421052631578947,5.805038335158817
85,112.0,902.0,40.0,0.2809364548494983,4.434589800443459
86,119.0,889.0,22.0,0.1946564885496183,2.4746906636670416
87,126.0,881.0,12.0,0.125,1.362088535754824
88,133.0,875.0,3.0,0.0522088353413654,0.34285714285714286
89,140.0,871.0,1.0,0.0405405405405405,0.1148105625717566
90,147.0,871.0,0.0,0.028,0.0
91,154.0,870.0,1.0,0.00836820083682,0.11494252873563218
92,161.0,871.0,1.0,0.0040816326530612,0.1148105625717566
93,168.0,871.0,2.0,0.0,0.2296211251435132
94,175.0,871.0,1.0,0.0037878787878787,0.1148105625717566
95,182.0,870.0,0.0,0.0,0.0
96,189.0,870.0,0.0,0.0,0.0
97,196.0,870.0,1.0,0.0,0.11494252873563218
98,203.0,871.0,0.0,0.0,0.0
99,210.0,870.0,0.0,0.0044247787610619,0.0
100,217.0,870.0,1.0,0.0040160642570281,0.11494252873563218
101,224.0,870.0,0.0,0.0042016806722689,0.0
102,231.0,870.0,0.0,0.0,0.0
103,238.0,870.0,1.0,0.0,0.11494252873563218
104,63.0,870.0,0.0,0.0044247787610619,0.0
105,70.0,870.0,1.0,0.004524886877828,0.11494252873563218
106,77.0,871.0,8.0,0.0448430493273542,0.9184845005740528
107,84.0,877.0,18.0,0.175,2.0524515393386547
108,91.0,884.0,59.0,0.2789968652037617,6.67420814479638
109,98.0,913.0,64.0,0.3525641025641026,7.0098576122672505
110,105.0,907.0,57.0,0.3224755700325732,6.284454244762955
111,112.0,907.0,59.0,0.3192182410423452,6.504961411245866
112,119.0,904.0,41.0,0.1872791519434629,4.535398230088496
113,126.0,891.0,19.0,0.1187739463601532,2.132435465768799
114,133.0,874.0,6.0,0.088,0.6864988558352403
115,140.0,871.0,2.0,0.05,0.2296211251435132
116,147.0,871.0,1.0,0.0301724137931034,0.1148105625717566
117,154.0,871.0,0.0,0.0253807106598984,0.0
118,161.0,870.0,0.0,0.0085836909871244,0.0
119,168.0,870.0,0.0,0.0,0.0
120,175.0,870.0,0.0,0.0,0.0
121,182.0,870.0,0.0,0.0,0.0
122,189.0,870.0,0.0,0.0042016806722689,0.0
123,196.0,870.0,0.0,0.0,0.0
124,203.0,870.0,0.0,0.0,0.0
125,210.0,870.0,1.0,0.0042918454935622,0.11494252873563218
126,217.0,871.0,1.0,0.004524886877828,0.1148105625717566
127,224.0,870.0,1.0,0.0044052863436123,0.11494252873563218
128,231.0,870.0,2.0,0.024,0.22988505747126436
129,238.0,871.0,1.0,0.0190839694656488,0.1148105625717566
130,63.0,870.0,0.0,0.0044052863436123,0.0
131,70.0,870.0,1.0,0.0042372881355932,0.11494252873563218
132,77.0,871.0,8.0,0.0622406639004149,0.9184845005740528
133,84.0,878.0,30.0,0.1386861313868613,3.416856492027335
134,91.0,894.0,47.0,0.292604501607717,5.257270693512305
135,98.0,898.0,58.0,0.3453947368421052,6.45879732739421
136,105.0,907.0,56.0,0.3118279569892473,6.174200661521499
137,112.0,897.0,37.0,0.2192691029900332,4.124860646599777
138,119.0,886.0,19.0,0.1634615384615384,2.144469525959368
139,126.0,883.0,24.0,0.1444866920152091,2.7180067950169877
140,133.0,886.0,19.0,0.0874524714828897,2.144469525959368
141,140.0,883.0,7.0,0.0546875,0.7927519818799547
142,147.0,872.0,1.0,0.0141843971631205,0.11467889908256881
143,154.0,871.0,1.0,0.0119521912350597,0.1148105625717566
144,161.0,870.0,1.0,0.00390625,0.11494252873563218
145,168.0,871.0,0.0,0.0,0.0
146,175.0,870.0,0.0,0.0,0.0
147,182.0,870.0,0.0,0.0,0.0
148,189.0,870.0,1.0,0.0,0.11494252873563218
149,196.0,871.0,0.0,0.0,0.0
150,203.0,870.0,0.0,0.0,0.0
151,210.0,870.0,0.0,0.0043668122270742,0.0
152,217.0,870.0,0.0,0.0040816326530612,0.0
153,224.0,870.0,1.0,0.0079681274900398,0.11494252873563218
154,231.0,871.0,0.0,0.0039215686274509,0.0
155,238.0,870.0,2.0,0.0,0.22988505747126436
156,63.0,870.0,0.0,0.0042918454935622,0.0
157,70.0,870.0,3.0,0.0275229357798165,0.3448275862068966
158,77.0,873.0,11.0,0.0778688524590164,1.2600229095074456
159,84.0,880.0,25.0,0.1821862348178137,2.840909090909091
160,91.0,883.0,45.0,0.2654320987654321,5.096262740656852
161,98.0,903.0,45.0,0.3031358885017421,4.983388704318937
162,105.0,893.0,48.0,0.3233333333333333,5.375139977603583
163,112.0,903.0,55.0,0.2436363636363636,6.0908084163898115
164,119.0,899.0,29.0,0.1505376344086021,3.225806451612903
165,126.0,883.0,13.0,0.0850202429149797,1.4722536806342015
166,133.0,878.0,5.0,0.056,0.5694760820045558
167,140.0,873.0,4.0,0.0474452554744525,0.45819014891179843
168,147.0,874.0,6.0,0.0483870967741935,0.6864988558352403
169,154.0,875.0,6.0,0.0334728033472803,0.6857142857142857
170,161.0,874.0,1.0,0.0258620689655172,0.11441647597254005
171,168.0,870.0,1.0,0.0040160642570281,0.11494252873563218
172,175.0,870.0,0.0,0.0,0.0
173,182.0,870.0,0.0,0.0,0.0
174,189.0,870.0,0.0,0.0,0.0
175,196.0,870.0,0.0,0.0,0.0
176,203.0,870.0,0.0,0.0,0.0
177,210.0,870.0,0.0,0.0040322580645161,0.0
178,217.0,870.0,0.0,0.0042372881355932,0.0
179,224.0,870.0,1.0,0.0154440154440154,0.11494252873563218
180,231.0,871.0,4.0,0.0177777777777777,0.4592422502870264
181,238.0,872.0,2.0,0.0042372881355932,0.22935779816513763
182,63.0,870.0,0.0,0.005050505050505,0.0
183,70.0,870.0,0.0,0.0126582278481012,0.0
184,77.0,870.0,14.0,0.0725806451612903,1.6091954022988506
185,84.0,883.0,16.0,0.148854961832061,1.8120045300113252
186,91.0,876.0,44.0,0.2645161290322581,5.0228310502283104
187,98.0,903.0,57.0,0.3264604810996563,6.312292358803987
188,105.0,906.0,43.0,0.3473684210526316,4.746136865342163
189,112.0,892.0,44.0,0.2652329749103942,4.932735426008969
190,119.0,898.0,23.0,0.2126865671641791,2.5612472160356345
191,126.0,883.0,14.0,0.1270491803278688,1.5855039637599093
192,133.0,875.0,7.0,0.0607287449392712,0.8
193,140.0,875.0,2.0,0.0364372469635627,0.2285714285714286
194,147.0,871.0,0.0,0.016260162601626,0.0
195,154.0,870.0,0.0,0.0137614678899082,0.0
196,161.0,870.0,0.0,0.0042016806722689,0.0
197,168.0,870.0,0.0,0.0,0.0
198,175.0,870.0,2.0,0.0,0.22988505747126436
199,182.0,871.0,1.0,0.0,0.1148105625717566
200,189.0,870.0,0.0,0.0,0.0
201,196.0,870.0,0.0,0.0,0.0
202,203.0,870.0,1.0,0.0,0.11494252873563218
203,210.0,871.0,0.0,0.0044247787610619,0.0
204,217.0,870.0,0.0,0.008130081300813,0.0
205,224.0,870.0,1.0,0.0159362549800796,0.11494252873563218
206,231.0,870.0,4.0,0.0292887029288702,0.45977011494252873
207,238.0,874.0,4.0,0.0405405405405405,0.4576659038901602
208,63.0,870.0,0.0,0.004524886877828,0.0
209,70.0,870.0,1.0,0.0042918454935622,0.11494252873563218
210,77.0,871.0,6.0,0.027027027027027,0.6888633754305395
211,84.0,876.0,12.0,0.1367521367521367,1.36986301369863
212,91.0,878.0,29.0,0.2846975088967972,3.3029612756264237
213,98.0,890.0,54.0,0.3778625954198473,6.067415730337078
214,105.0,910.0,64.0,0.3065693430656934,7.032967032967033
215,112.0,909.0,33.0,0.2159090909090909,3.6303630363036308
216,119.0,883.0,22.0,0.1428571428571428,2.491506228765572
217,126.0,878.0,13.0,0.1010830324909747,1.4806378132118452
218,133.0,877.0,14.0,0.0611510791366906,1.596351197263398
219,140.0,877.0,6.0,0.039568345323741,0.6841505131128849
220,147.0,873.0,1.0,0.0218978102189781,0.11454753722794961
221,154.0,870.0,1.0,0.0122448979591836,0.11494252873563218
222,161.0,871.0,0.0,0.0085836909871244,0.0
223,168.0,870.0,0.0,0.0039525691699604,0.0
224,175.0,870.0,1.0,0.0042372881355932,0.11494252873563218
225,182.0,871.0,1.0,0.0,0.1148105625717566
226,189.0,870.0,0.0,0.0,0.0
227,196.0,870.0,0.0,0.0,0.0
228,203.0,870.0,1.0,0.0,0.11494252873563218
229,210.0,870.0,2.0,0.0092592592592592,0.22988505747126436
230,217.0,871.0,0.0,0.0042735042735042,0.0
231,224.0,870.0,0.0,0.0044052863436123,0.0
232,231.0,870.0,0.0,0.0,0.0
233,238.0,870.0,0.0,0.0,0.0
234,63.0,870.0,0.0,0.0044642857142857,0.0
235,70.0,870.0,2.0,0.0220264317180616,0.22988505747126436
236,77.0,872.0,28.0,0.0867924528301886,3.211009174311927
237,84.0,892.0,64.0,0.2313432835820895,7.174887892376682
238,91.0,909.0,69.0,0.3485342019543974,7.590759075907591
239,98.0,918.0,66.0,0.3668831168831168,7.18954248366013
240,105.0,906.0,71.0,0.3811188811188811,7.836644591611479
241,112.0,908.0,37.0,0.2335766423357664,4.074889867841409
242,119.0,888.0,17.0,0.1326164874551971,1.9144144144144142
243,126.0,875.0,7.0,0.0465116279069767,0.8
244,133.0,871.0,2.0,0.0375,0.2296211251435132
245,140.0,871.0,2.0,0.056,0.2296211251435132
246,147.0,872.0,5.0,0.0415094339622641,0.573394495412844
