,peak transmission
0,9.0
1,11.0
2,21.0
3,12.0
4,13.0
5,12.0
6,17.0
7,11.0
8,14.0
9,12.0
10,10.0
11,10.0
12,9.0
13,11.0
14,7.0
15,15.0
16,15.0
17,15.0
18,10.0
19,8.0
20,15.0
21,14.0
22,9.0
23,9.0
24,10.0
25,5.0
26,12.0
27,14.0
28,8.0
29,9.0
30,9.0
31,12.0
32,12.0
33,12.0
34,11.0
35,18.0
36,17.0
37,13.0
38,9.0
39,14.0
40,10.0
41,10.0
42,10.0
43,14.0
44,12.0
45,12.0
46,16.0
47,10.0
48,11.0
49,15.0
50,15.0
51,11.0
52,7.0
53,10.0
54,14.0
55,13.0
56,13.0
57,11.0
58,13.0
59,15.0
60,18.0
61,10.0
62,6.0
63,11.0
64,13.0
65,13.0
66,13.0
67,8.0
68,13.0
69,11.0
70,10.0
71,15.0
72,11.0
73,12.0
74,11.0
75,14.0
76,11.0
77,8.0
78,13.0
79,8.0
80,9.0
81,9.0
82,13.0
83,9.0
84,12.0
85,10.0
86,11.0
87,10.0
88,10.0
89,9.0
90,12.0
91,6.0
92,9.0
93,9.0
94,10.0
95,14.0
96,6.0
97,10.0
98,8.0
99,18.0
