,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,545.0,196.0,63.0,192.0,9.0,25.0,52.0,8.0,0.0,91.0,502.0,43.0,2.0,5.0,9901.0,9736.0,259.0,437.0,42.0,66.0,244.0,35.96330275229358,11.559633027522937,35.22935779816514,1.651376146788991,4.587155963302752,9.541284403669724,1.4678899082568808,0.0
1,550.0,185.0,60.0,190.0,13.0,26.0,61.0,12.0,3.0,91.0,515.0,35.0,0.0,1.0,9760.0,9601.0,259.0,440.0,29.0,81.0,251.0,33.63636363636363,10.909090909090908,34.54545454545455,2.3636363636363638,4.7272727272727275,11.090909090909092,2.1818181818181817,0.5454545454545454
2,568.0,204.0,64.0,208.0,9.0,16.0,56.0,11.0,0.0,116.0,524.0,44.0,1.0,2.0,9845.0,9684.0,283.0,452.0,43.0,73.0,264.0,35.91549295774648,11.267605633802816,36.61971830985915,1.5845070422535212,2.816901408450704,9.859154929577464,1.9366197183098592,0.0
3,523.0,181.0,61.0,179.0,10.0,16.0,58.0,14.0,4.0,103.0,486.0,37.0,1.0,2.0,9779.0,9618.0,267.0,423.0,32.0,68.0,237.0,34.608030592734224,11.663479923518164,34.22562141491396,1.9120458891013383,3.0592734225621414,11.089866156787762,2.676864244741874,0.7648183556405354
4,553.0,200.0,60.0,196.0,8.0,20.0,60.0,7.0,2.0,134.0,512.0,41.0,0.0,2.0,9816.0,9656.0,299.0,437.0,37.0,79.0,256.0,36.166365280289334,10.849909584086799,35.44303797468354,1.4466546112115732,3.616636528028933,10.849909584086799,1.2658227848101267,0.3616636528028933
5,606.0,188.0,74.0,224.0,8.0,22.0,75.0,14.0,1.0,105.0,578.0,28.0,0.0,0.0,9966.0,9808.0,278.0,502.0,24.0,80.0,299.0,31.023102310231025,12.211221122112212,36.96369636963696,1.3201320132013201,3.6303630363036303,12.376237623762377,2.31023102310231,0.16501650165016502
6,466.0,156.0,47.0,168.0,9.0,15.0,61.0,8.0,2.0,119.0,440.0,26.0,0.0,4.0,9790.0,9628.0,249.0,381.0,21.0,64.0,229.0,33.47639484978541,10.085836909871245,36.05150214592275,1.9313304721030042,3.218884120171674,13.090128755364807,1.7167381974248928,0.4291845493562232
7,545.0,180.0,63.0,200.0,14.0,17.0,57.0,13.0,1.0,124.0,511.0,34.0,2.0,2.0,9943.0,9781.0,289.0,451.0,32.0,62.0,257.0,33.027522935779814,11.559633027522937,36.69724770642202,2.5688073394495414,3.1192660550458715,10.458715596330276,2.385321100917431,0.1834862385321101
8,600.0,203.0,70.0,204.0,17.0,22.0,72.0,8.0,4.0,104.0,561.0,39.0,0.0,1.0,9842.0,9683.0,294.0,487.0,33.0,80.0,276.0,33.833333333333336,11.666666666666666,34.0,2.8333333333333335,3.6666666666666665,12.0,1.3333333333333333,0.6666666666666666
9,537.0,188.0,70.0,186.0,8.0,20.0,56.0,9.0,0.0,117.0,500.0,37.0,0.0,1.0,9973.0,9814.0,279.0,449.0,32.0,56.0,242.0,35.00931098696462,13.035381750465548,34.63687150837989,1.48975791433892,3.7243947858473,10.42830540037244,1.675977653631285,0.0
10,556.0,185.0,67.0,188.0,13.0,16.0,76.0,10.0,1.0,122.0,528.0,28.0,1.0,3.0,9939.0,9777.0,283.0,460.0,23.0,73.0,264.0,33.273381294964025,12.050359712230216,33.81294964028777,2.338129496402878,2.8776978417266186,13.66906474820144,1.7985611510791366,0.17985611510791366
11,457.0,155.0,51.0,158.0,8.0,13.0,63.0,8.0,1.0,112.0,432.0,25.0,1.0,2.0,9826.0,9665.0,239.0,371.0,22.0,64.0,221.0,33.91684901531729,11.159737417943107,34.57330415754923,1.75054704595186,2.8446389496717726,13.785557986870897,1.75054704595186,0.2188183807439825
12,423.0,140.0,42.0,158.0,17.0,19.0,37.0,8.0,2.0,125.0,390.0,33.0,0.0,4.0,9826.0,9664.0,237.0,341.0,26.0,56.0,195.0,33.096926713947994,9.929078014184396,37.35224586288416,4.0189125295508275,4.491725768321513,8.747044917257684,1.8912529550827424,0.4728132387706856
13,449.0,161.0,53.0,156.0,5.0,26.0,44.0,4.0,0.0,110.0,421.0,28.0,1.0,5.0,9962.0,9798.0,236.0,369.0,26.0,54.0,200.0,35.85746102449889,11.804008908685969,34.74387527839644,1.1135857461024499,5.79064587973274,9.799554565701559,0.89086859688196,0.0
14,505.0,171.0,55.0,184.0,10.0,22.0,48.0,13.0,2.0,134.0,456.0,49.0,0.0,3.0,9947.0,9786.0,272.0,399.0,44.0,62.0,232.0,33.86138613861386,10.891089108910892,36.43564356435643,1.9801980198019802,4.356435643564357,9.504950495049505,2.5742574257425743,0.39603960396039606
15,512.0,169.0,58.0,186.0,17.0,20.0,53.0,8.0,1.0,107.0,470.0,42.0,0.0,3.0,9897.0,9736.0,252.0,401.0,39.0,72.0,239.0,33.0078125,11.328125,36.328125,3.3203125,3.90625,10.3515625,1.5625,0.1953125
16,554.0,186.0,67.0,185.0,9.0,23.0,74.0,7.0,3.0,106.0,514.0,40.0,0.0,2.0,10117.0,9957.0,270.0,456.0,32.0,66.0,259.0,33.57400722021661,12.093862815884476,33.39350180505415,1.6245487364620939,4.1516245487364625,13.35740072202166,1.263537906137184,0.5415162454873647
17,617.0,206.0,72.0,228.0,15.0,30.0,56.0,8.0,2.0,115.0,588.0,29.0,0.0,4.0,9856.0,9694.0,298.0,509.0,20.0,88.0,284.0,33.38735818476499,11.66936790923825,36.95299837925446,2.4311183144246353,4.862236628849271,9.076175040518638,1.2965964343598055,0.3241491085899514
18,570.0,185.0,58.0,217.0,11.0,28.0,58.0,11.0,2.0,111.0,529.0,41.0,3.0,4.0,9919.0,9754.0,258.0,424.0,34.0,112.0,275.0,32.45614035087719,10.175438596491228,38.07017543859649,1.9298245614035088,4.912280701754386,10.175438596491228,1.9298245614035088,0.3508771929824561
