,peak transmission
0,13.0
1,19.0
2,16.0
3,17.0
4,18.0
5,10.0
6,13.0
7,14.0
8,16.0
9,18.0
10,12.0
11,10.0
12,11.0
13,13.0
14,12.0
15,15.0
16,16.0
17,17.0
18,14.0
19,12.0
20,18.0
21,20.0
22,14.0
23,14.0
24,11.0
25,12.0
26,15.0
27,16.0
28,15.0
29,11.0
30,21.0
31,17.0
32,16.0
33,15.0
34,12.0
35,19.0
36,20.0
37,12.0
38,15.0
39,17.0
40,19.0
41,13.0
42,15.0
43,13.0
44,17.0
45,10.0
46,17.0
47,17.0
48,18.0
49,16.0
50,21.0
51,17.0
52,10.0
53,15.0
54,16.0
55,21.0
56,14.0
57,17.0
58,12.0
59,16.0
60,13.0
61,12.0
62,11.0
63,12.0
64,15.0
65,16.0
66,15.0
67,18.0
68,17.0
69,18.0
70,15.0
71,23.0
72,15.0
73,12.0
74,13.0
75,15.0
76,13.0
77,14.0
78,17.0
79,14.0
80,11.0
81,17.0
82,12.0
83,15.0
84,17.0
85,13.0
86,13.0
87,10.0
88,10.0
89,21.0
90,22.0
91,15.0
92,17.0
93,13.0
94,11.0
95,14.0
96,16.0
97,10.0
98,18.0
99,16.0
