,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,1.0
66,1.0
67,4.0
68,4.0
69,4.0
70,4.0
71,4.0
72,3.0
73,4.0
74,1.0
75,2.0
76,4.0
77,4.0
78,5.0
79,6.0
80,9.0
81,11.0
82,13.0
83,14.0
84,15.0
85,15.0
86,14.0
87,15.0
88,20.0
89,26.0
90,30.0
91,31.0
92,34.0
93,36.0
94,34.0
95,29.0
96,24.0
97,21.0
98,20.0
99,18.0
100,20.0
101,19.0
102,21.0
103,25.0
104,21.0
105,21.0
106,20.0
107,16.0
108,19.0
109,18.0
110,11.0
111,11.0
112,10.0
113,10.0
114,14.0
115,15.0
116,16.0
117,20.0
118,20.0
119,20.0
120,20.0
121,16.0
122,10.0
123,6.0
124,2.0
125,2.0
126,2.0
127,2.0
128,2.0
129,2.0
130,4.0
131,3.0
132,3.0
133,3.0
134,2.0
135,3.0
136,5.0
137,3.0
138,4.0
139,6.0
140,7.0
141,10.0
142,10.0
143,8.0
144,9.0
145,8.0
146,6.0
147,5.0
148,5.0
149,4.0
150,4.0
151,3.0
152,3.0
153,3.0
154,3.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,1.0
161,1.0
162,3.0
163,3.0
164,3.0
165,3.0
166,3.0
167,2.0
168,2.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,2.0
186,2.0
187,3.0
188,4.0
189,4.0
190,4.0
191,4.0
192,2.0
193,2.0
194,1.0
195,0.0
196,1.0
197,1.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,7.0
211,7.0
212,8.0
213,10.0
214,10.0
215,11.0
216,11.0
217,5.0
218,6.0
219,5.0
220,2.0
221,4.0
222,3.0
223,3.0
224,3.0
225,2.0
226,2.0
227,2.0
228,0.0
229,0.0
230,1.0
231,1.0
232,1.0
233,1.0
234,1.0
235,1.0
236,1.0
237,0.0
238,0.0
