,occupied_bed
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,7.0
78,8.0
79,12.0
80,15.0
81,18.0
82,19.0
83,25.0
84,30.0
85,36.0
86,43.0
87,51.0
88,58.0
89,67.0
90,71.0
91,75.0
92,82.0
93,81.0
94,91.0
95,94.0
96,89.0
97,85.0
98,82.0
99,80.0
100,81.0
101,80.0
102,75.0
103,66.0
104,67.0
105,68.0
106,68.0
107,66.0
108,63.0
109,60.0
110,57.0
111,55.0
112,54.0
113,47.0
114,42.0
115,40.0
116,40.0
117,36.0
118,37.0
119,36.0
120,36.0
121,36.0
122,34.0
123,32.0
124,30.0
125,27.0
126,27.0
127,24.0
128,22.0
129,21.0
130,20.0
131,19.0
132,18.0
133,18.0
134,17.0
135,17.0
136,17.0
137,19.0
138,19.0
139,18.0
140,18.0
141,18.0
142,15.0
143,13.0
144,14.0
145,14.0
146,13.0
147,12.0
148,13.0
149,12.0
150,11.0
151,10.0
152,14.0
153,12.0
154,10.0
155,10.0
156,10.0
157,10.0
158,11.0
159,10.0
160,9.0
161,9.0
162,9.0
163,9.0
164,9.0
165,7.0
166,7.0
167,6.0
168,5.0
169,5.0
170,5.0
171,5.0
172,5.0
173,5.0
174,5.0
175,5.0
176,5.0
177,5.0
178,5.0
179,5.0
180,5.0
181,5.0
182,5.0
183,5.0
184,5.0
185,5.0
186,5.0
187,4.0
188,4.0
189,4.0
190,4.0
191,4.0
192,4.0
193,4.0
194,4.0
195,6.0
196,6.0
197,5.0
198,5.0
199,4.0
200,7.0
201,7.0
202,6.0
203,6.0
204,6.0
205,5.0
206,5.0
207,5.0
208,5.0
209,5.0
210,5.0
211,5.0
212,5.0
213,5.0
214,5.0
215,5.0
216,6.0
217,6.0
218,6.0
219,6.0
220,6.0
221,6.0
222,7.0
223,7.0
224,6.0
225,6.0
226,6.0
227,5.0
228,5.0
229,5.0
230,4.0
231,4.0
232,3.0
233,3.0
234,3.0
235,4.0
236,4.0
237,4.0
238,4.0
