,peak transmission
0,8.0
1,8.0
2,6.0
3,9.0
4,7.0
5,8.0
6,11.0
7,6.0
8,5.0
9,7.0
10,10.0
11,8.0
12,8.0
13,6.0
14,8.0
15,6.0
16,10.0
17,6.0
18,8.0
19,8.0
20,8.0
21,9.0
22,6.0
23,10.0
24,6.0
25,9.0
26,6.0
27,9.0
28,8.0
29,10.0
30,11.0
31,6.0
32,8.0
33,10.0
34,8.0
35,5.0
36,7.0
37,8.0
38,9.0
39,5.0
40,5.0
41,7.0
42,6.0
43,5.0
44,7.0
45,8.0
46,6.0
47,7.0
48,8.0
49,13.0
50,4.0
51,7.0
52,5.0
53,5.0
54,9.0
55,7.0
56,8.0
57,10.0
58,5.0
59,6.0
60,6.0
61,6.0
62,4.0
63,5.0
64,7.0
65,8.0
66,9.0
67,7.0
68,8.0
69,5.0
70,7.0
71,10.0
72,7.0
73,6.0
74,5.0
75,11.0
76,7.0
77,7.0
78,8.0
79,5.0
80,6.0
81,4.0
82,7.0
83,6.0
84,10.0
85,6.0
86,8.0
87,4.0
88,8.0
89,6.0
90,8.0
91,6.0
92,6.0
93,8.0
94,6.0
95,6.0
96,8.0
97,4.0
98,6.0
99,8.0
