,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,1.0
61,3.0
62,3.0
63,4.0
64,6.0
65,6.0
66,7.0
67,10.0
68,12.0
69,13.0
70,13.0
71,14.0
72,16.0
73,19.0
74,23.0
75,32.0
76,34.0
77,36.0
78,38.0
79,44.0
80,43.0
81,44.0
82,48.0
83,48.0
84,47.0
85,49.0
86,46.0
87,45.0
88,45.0
89,40.0
90,43.0
91,41.0
92,40.0
93,43.0
94,41.0
95,37.0
96,36.0
97,38.0
98,35.0
99,35.0
100,33.0
101,33.0
102,35.0
103,37.0
104,38.0
105,41.0
106,41.0
107,40.0
108,39.0
109,38.0
110,33.0
111,32.0
112,33.0
113,32.0
114,30.0
115,27.0
116,26.0
117,24.0
118,25.0
119,24.0
120,24.0
121,24.0
122,23.0
123,24.0
124,23.0
125,22.0
126,19.0
127,16.0
128,15.0
129,13.0
130,10.0
131,10.0
132,5.0
133,4.0
134,5.0
135,8.0
136,7.0
137,9.0
138,10.0
139,10.0
140,11.0
141,11.0
142,13.0
143,15.0
144,15.0
145,16.0
146,18.0
147,19.0
148,21.0
149,20.0
150,21.0
151,17.0
152,14.0
153,14.0
154,13.0
155,12.0
156,10.0
157,7.0
158,6.0
159,5.0
160,4.0
161,3.0
162,2.0
163,1.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,2.0
218,2.0
219,2.0
220,2.0
221,2.0
222,2.0
223,2.0
224,2.0
225,2.0
226,2.0
227,1.0
228,1.0
229,1.0
230,0.0
231,0.0
232,1.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
