,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,2.0
71,2.0
72,2.0
73,2.0
74,6.0
75,7.0
76,8.0
77,8.0
78,9.0
79,10.0
80,10.0
81,8.0
82,10.0
83,13.0
84,13.0
85,18.0
86,23.0
87,30.0
88,33.0
89,35.0
90,39.0
91,43.0
92,44.0
93,42.0
94,40.0
95,39.0
96,40.0
97,39.0
98,39.0
99,37.0
100,36.0
101,36.0
102,36.0
103,36.0
104,34.0
105,35.0
106,35.0
107,36.0
108,33.0
109,33.0
110,30.0
111,27.0
112,25.0
113,24.0
114,24.0
115,30.0
116,28.0
117,26.0
118,25.0
119,26.0
120,24.0
121,21.0
122,16.0
123,18.0
124,19.0
125,20.0
126,15.0
127,15.0
128,16.0
129,13.0
130,11.0
131,12.0
132,10.0
133,10.0
134,9.0
135,8.0
136,11.0
137,9.0
138,6.0
139,6.0
140,6.0
141,5.0
142,3.0
143,0.0
144,2.0
145,2.0
146,3.0
147,3.0
148,4.0
149,4.0
150,4.0
151,3.0
152,3.0
153,2.0
154,2.0
155,2.0
156,3.0
157,4.0
158,4.0
159,4.0
160,4.0
161,5.0
162,5.0
163,4.0
164,3.0
165,2.0
166,2.0
167,2.0
168,1.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,1.0
178,1.0
179,1.0
180,1.0
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,1.0
188,2.0
189,2.0
190,2.0
191,2.0
192,3.0
193,4.0
194,4.0
195,6.0
196,8.0
197,8.0
198,8.0
199,7.0
200,8.0
201,9.0
202,6.0
203,5.0
204,5.0
205,4.0
206,4.0
207,2.0
208,2.0
209,2.0
210,1.0
211,1.0
212,1.0
213,1.0
214,1.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,1.0
234,1.0
235,1.0
236,2.0
237,2.0
238,3.0
