,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,2.0
69,3.0
70,2.0
71,2.0
72,3.0
73,4.0
74,4.0
75,3.0
76,4.0
77,5.0
78,6.0
79,8.0
80,10.0
81,11.0
82,13.0
83,15.0
84,20.0
85,22.0
86,22.0
87,25.0
88,29.0
89,32.0
90,34.0
91,30.0
92,31.0
93,32.0
94,26.0
95,25.0
96,23.0
97,21.0
98,23.0
99,22.0
100,22.0
101,28.0
102,31.0
103,28.0
104,31.0
105,33.0
106,34.0
107,36.0
108,32.0
109,29.0
110,32.0
111,34.0
112,31.0
113,32.0
114,30.0
115,30.0
116,28.0
117,27.0
118,20.0
119,17.0
120,14.0
121,11.0
122,9.0
123,8.0
124,9.0
125,7.0
126,8.0
127,7.0
128,6.0
129,8.0
130,8.0
131,8.0
132,8.0
133,8.0
134,8.0
135,8.0
136,8.0
137,9.0
138,6.0
139,7.0
140,6.0
141,5.0
142,8.0
143,6.0
144,4.0
145,6.0
146,7.0
147,8.0
148,9.0
149,7.0
150,8.0
151,11.0
152,9.0
153,8.0
154,8.0
155,8.0
156,8.0
157,12.0
158,10.0
159,12.0
160,12.0
161,11.0
162,10.0
163,11.0
164,8.0
165,8.0
166,7.0
167,7.0
168,7.0
169,7.0
170,6.0
171,4.0
172,3.0
173,3.0
174,3.0
175,4.0
176,4.0
177,3.0
178,4.0
179,4.0
180,3.0
181,2.0
182,2.0
183,2.0
184,2.0
185,1.0
186,1.0
187,1.0
188,2.0
189,1.0
190,1.0
191,1.0
192,1.0
193,1.0
194,1.0
195,0.0
196,1.0
197,1.0
198,2.0
199,2.0
200,2.0
201,2.0
202,3.0
203,3.0
204,3.0
205,3.0
206,3.0
207,3.0
208,4.0
209,3.0
210,2.0
211,2.0
212,3.0
213,3.0
214,3.0
215,3.0
216,5.0
217,5.0
218,6.0
219,5.0
220,5.0
221,7.0
222,6.0
223,6.0
224,6.0
225,5.0
226,4.0
227,4.0
228,2.0
229,3.0
230,1.0
231,1.0
232,1.0
233,1.0
234,2.0
235,2.0
236,1.0
237,1.0
238,1.0
