,max,std
0,54.54545454545455,10.4615897992545
1,47.36842105263158,10.269522957274711
2,100.0,11.499524591127264
3,66.66666666666667,11.136630366372541
4,37.5,9.40248720044235
5,100.0,13.715296277876018
6,38.46153846153846,9.514521238009067
7,54.54545454545455,12.701776622324813
8,43.75,9.982502854548883
9,50.0,10.478561116583597
10,70.58823529411765,14.062414159680836
11,53.84615384615385,11.238738946965846
12,44.44444444444444,9.142386759821662
13,61.111111111111114,11.503237171943288
14,50.0,10.609578817668291
15,47.36842105263158,11.393935032309205
16,47.61904761904762,11.237719680755875
17,50.0,11.439923724841842
18,36.0,8.666198449056292
19,52.94117647058823,11.917436261977175
20,42.10526315789474,10.205187547913972
21,47.05882352941177,9.753829579168487
22,44.44444444444444,11.503644745324435
23,46.15384615384615,9.68133993243546
24,53.333333333333336,11.75089636642425
25,64.70588235294117,11.206768049623367
26,61.53846153846154,12.323529643841379
27,52.94117647058823,10.358201965485645
28,35.294117647058826,8.708187132664264
29,66.66666666666667,12.6261178582254
30,45.0,10.36577534054665
31,52.94117647058823,8.684215430639068
32,57.89473684210526,10.871914268867068
33,47.36842105263158,11.318063637588828
34,66.66666666666667,11.608703296646155
35,46.666666666666664,9.507779800779316
36,64.70588235294117,12.063639724568052
37,55.55555555555556,10.747961746166792
38,55.55555555555556,10.809184421310961
39,52.38095238095238,10.287065755586298
40,41.1764705882353,10.959857406220529
41,72.22222222222223,11.877933439607027
42,100.0,12.41417009272728
43,46.15384615384615,10.39145670495957
44,41.1764705882353,9.875752859757819
45,62.5,10.100819966453935
46,42.857142857142854,10.91867319053807
47,46.666666666666664,9.51977557421005
48,37.5,8.253892469790602
49,55.55555555555556,11.517665423261267
50,35.714285714285715,9.11385557931107
51,42.10526315789474,9.06311322154635
52,47.61904761904762,11.01417229658862
53,37.5,8.448333796468095
54,27.77777777777778,7.452435081341782
55,69.23076923076923,11.461605212896039
56,55.55555555555556,11.572092940981149
57,41.1764705882353,9.054805930204754
58,61.53846153846154,11.577068734382237
59,52.63157894736842,10.8329135769074
60,100.0,14.367208695063368
61,100.0,12.556001705854145
62,47.05882352941177,10.69680878903827
63,63.1578947368421,12.726897601088094
64,53.333333333333336,10.809038663385339
65,100.0,12.850601115788006
66,64.28571428571429,11.428516679038372
67,42.857142857142854,9.318131706308314
68,44.44444444444444,9.148409570170339
69,64.70588235294117,13.739017385899109
70,64.28571428571429,12.011861944872566
71,55.0,10.038781782680964
72,50.0,10.126769248397682
73,100.0,11.991876592771058
74,52.63157894736842,11.656417142332526
75,40.0,9.902023800599432
76,50.0,11.084241078017506
77,56.25,12.158585826968128
78,58.8235294117647,11.861158042190386
79,50.0,10.954371843876386
80,36.36363636363637,9.04174576517733
81,60.0,12.629032895613518
82,50.0,10.740287104065194
83,37.5,8.061528595066664
84,52.94117647058823,9.823920337656206
85,41.1764705882353,10.311460732902937
86,50.0,10.62492674350362
87,37.5,8.205390488931892
88,46.666666666666664,9.208474808843754
89,100.0,11.018412007044827
90,58.8235294117647,10.855945945361185
91,56.25,11.251521544070267
92,61.53846153846154,13.43863394973844
93,42.10526315789474,9.466670464648136
94,62.5,11.329288082232571
95,100.0,12.479051407030898
96,44.44444444444444,10.584579784860065
97,43.75,10.771879930364468
98,50.0,10.060582700429975
99,41.37931034482759,10.43525587702621
