,num_contacts_traced,num_positive_contacts,contact_tracing_time,num_sympt_patients_traced,hcw_time_of_infection,hcw_current_ward,num_sympt_hcws_traced,day,sim,prevalence,n_total,n_pos,pos_rate
0,27,0,67.42361111111111,0.0,65.0,21.0,0.0,67.0,0.0,0.0041322314049586,1086.0,8.0,0.0
1,12,0,67.45833333333333,0.0,61.0,9.0,0.0,67.0,0.0,0.0041322314049586,1101.0,8.0,0.0
2,8,2,73.5625,0.0,66.9375,1.0,0.0,73.0,0.0,0.020242914979757,1116.0,23.0,25.0
3,22,3,73.5625,0.0,64.0,11.0,1.0,73.0,0.0,0.020242914979757,1102.0,22.0,13.636363636363635
4,9,0,73.56944444444444,0.0,67.97916666666667,1.0,1.0,73.0,0.0,0.020242914979757,1115.0,25.0,0.0
5,25,0,73.74305555555556,0.0,67.0,12.0,0.0,73.0,0.0,0.020242914979757,1099.0,25.0,0.0
6,25,0,73.77777777777777,0.0,71.0,14.0,0.0,73.0,0.0,0.020242914979757,1099.0,25.0,0.0
7,4,0,74.13194444444444,0.0,70.0,8.0,0.0,74.0,0.0,0.0161290322580645,1120.0,25.0,0.0
8,16,0,75.9375,0.0,71.0,26.0,0.0,75.0,0.0,0.0167364016736401,1100.0,27.0,0.0
9,20,2,77.22916666666667,0.0,74.54166666666667,20.0,0.0,77.0,0.0,0.0421940928270042,1103.0,46.0,10.0
10,21,1,77.22916666666667,0.0,75.29166666666667,20.0,1.0,77.0,0.0,0.0421940928270042,1102.0,47.0,4.761904761904762
11,10,0,77.22916666666667,0.0,73.0,8.0,1.0,77.0,0.0,0.0421940928270042,1113.0,48.0,0.0
12,18,0,77.22916666666667,0.0,76.35416666666667,20.0,1.0,77.0,0.0,0.0421940928270042,1105.0,48.0,0.0
13,10,0,77.30555555555556,0.0,73.0,5.0,0.0,77.0,0.0,0.0421940928270042,1113.0,48.0,0.0
14,20,0,77.36111111111111,0.0,71.0,20.0,0.0,77.0,0.0,0.0421940928270042,1103.0,48.0,0.0
15,9,2,77.51388888888889,0.0,68.0,8.0,0.0,77.0,0.0,0.0421940928270042,1114.0,46.0,22.22222222222222
16,11,0,77.52083333333333,0.0,75.0,8.0,1.0,77.0,0.0,0.0421940928270042,1112.0,48.0,0.0
17,25,3,78.25,1.0,76.11111111111111,21.0,0.0,78.0,0.0,0.0533333333333333,1089.0,53.0,12.0
18,19,2,78.25,1.0,78.22916666666667,21.0,1.0,78.0,0.0,0.0533333333333333,1095.0,54.0,10.526315789473683
19,15,0,78.47916666666667,0.0,75.0,6.0,0.0,78.0,0.0,0.0533333333333333,1099.0,56.0,0.0
20,26,3,79.25,1.0,77.61111111111111,6.0,0.0,79.0,0.0,0.0681818181818181,1088.0,58.0,11.538461538461538
21,19,1,79.25,1.0,77.33333333333333,21.0,2.0,79.0,0.0,0.0681818181818181,1095.0,60.0,5.263157894736842
22,21,1,79.25694444444444,1.0,78.54166666666667,21.0,2.0,79.0,0.0,0.0681818181818181,1093.0,60.0,4.761904761904762
23,26,4,79.91666666666667,1.0,71.0,14.0,0.0,79.0,0.0,0.0681818181818181,1088.0,57.0,15.384615384615385
24,7,0,80.08333333333333,0.0,71.0,2.0,0.0,80.0,0.0,0.079646017699115,1109.0,67.0,0.0
25,10,0,80.28472222222223,1.0,74.0,8.0,0.0,80.0,0.0,0.079646017699115,1106.0,67.0,0.0
26,10,0,82.69444444444444,0.0,78.0,9.0,0.0,82.0,0.0,0.0909090909090909,1112.0,84.0,0.0
27,19,1,82.93055555555556,0.0,77.0,17.0,0.0,82.0,0.0,0.0909090909090909,1103.0,83.0,5.263157894736842
28,17,0,82.93055555555556,0.0,80.72916666666667,17.0,1.0,82.0,0.0,0.0909090909090909,1105.0,84.0,0.0
29,27,2,83.45138888888889,0.0,80.0,28.0,0.0,83.0,0.0,0.1083333333333333,1112.0,90.0,7.4074074074074066
30,14,1,83.45138888888889,0.0,81.35416666666667,28.0,2.0,83.0,0.0,0.1083333333333333,1125.0,91.0,7.142857142857142
31,14,0,83.45138888888889,0.0,82.0,28.0,2.0,83.0,0.0,0.1083333333333333,1125.0,92.0,0.0
32,14,0,83.45833333333333,0.0,82.5625,28.0,3.0,83.0,0.0,0.1083333333333333,1125.0,92.0,0.0
33,16,2,83.59027777777777,0.0,80.0,25.0,0.0,83.0,0.0,0.1083333333333333,1123.0,90.0,12.5
34,15,1,83.59027777777777,0.0,81.83333333333333,25.0,1.0,83.0,0.0,0.1083333333333333,1124.0,91.0,6.666666666666667
35,13,2,83.77777777777777,2.0,77.0,5.0,0.0,83.0,0.0,0.1083333333333333,1126.0,90.0,15.384615384615385
36,25,3,84.58333333333333,0.0,76.89583333333333,11.0,0.0,84.0,0.0,0.1428571428571428,1108.0,93.0,12.0
37,19,1,84.68055555555556,0.0,82.70833333333333,16.0,0.0,84.0,0.0,0.1428571428571428,1114.0,95.0,5.263157894736842
38,17,1,84.6875,1.0,79.0,16.0,1.0,84.0,0.0,0.1428571428571428,1116.0,95.0,5.88235294117647
39,11,0,84.6875,1.0,81.79166666666667,2.0,2.0,84.0,0.0,0.1428571428571428,1122.0,96.0,0.0
40,25,5,85.59027777777777,0.0,81.0,10.0,0.0,85.0,0.0,0.1626984126984127,1139.0,102.0,20.0
41,14,4,85.59027777777777,0.0,80.0,20.0,2.0,85.0,0.0,0.1626984126984127,1150.0,103.0,28.57142857142857
42,20,3,85.59027777777777,0.0,82.75,2.0,1.0,85.0,0.0,0.1626984126984127,1144.0,104.0,15.0
43,13,4,85.59027777777777,0.0,82.72916666666667,20.0,2.0,85.0,0.0,0.1626984126984127,1151.0,103.0,30.76923076923077
44,9,1,85.70138888888889,2.0,82.0,8.0,0.0,85.0,0.0,0.1626984126984127,1155.0,106.0,11.11111111111111
45,25,9,85.72916666666667,0.0,82.35416666666667,15.0,0.0,85.0,0.0,0.1626984126984127,1139.0,98.0,36.0
46,24,2,85.72916666666667,0.0,80.375,17.0,2.0,85.0,0.0,0.1626984126984127,1140.0,105.0,8.333333333333332
47,17,3,85.72916666666667,0.0,81.64583333333333,20.0,3.0,85.0,0.0,0.1626984126984127,1147.0,104.0,17.647058823529413
48,20,3,85.73611111111111,0.0,80.39583333333333,17.0,2.0,85.0,0.0,0.1626984126984127,1144.0,104.0,15.0
49,18,4,85.73611111111111,0.0,84.16666666666667,15.0,1.0,85.0,0.0,0.1626984126984127,1146.0,103.0,22.22222222222222
50,11,0,86.32638888888889,4.0,78.0,3.0,0.0,86.0,0.0,0.1821705426356589,1156.0,109.0,0.0
51,28,2,86.98611111111111,0.0,83.0,10.0,0.0,86.0,0.0,0.1821705426356589,1139.0,107.0,7.142857142857142
52,12,4,88.18055555555556,0.0,84.0,17.0,0.0,88.0,0.0,0.1935483870967742,1182.0,121.0,33.33333333333333
53,26,2,88.1875,0.0,88.0,12.0,2.0,88.0,0.0,0.1935483870967742,1168.0,123.0,7.6923076923076925
54,12,2,88.1875,0.0,87.5625,17.0,2.0,88.0,0.0,0.1935483870967742,1182.0,123.0,16.666666666666664
55,14,1,88.29166666666667,5.0,85.0,4.0,0.0,88.0,0.0,0.1935483870967742,1180.0,124.0,7.142857142857142
56,15,1,89.13194444444444,0.0,81.0,26.0,0.0,89.0,0.0,0.2260273972602739,1190.0,140.0,6.666666666666667
