,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,278.0,56.0,18.0,94.0,22.0,30.0,40.0,14.0,4.0,133.0,257.0,21.0,1.0,0.0,9872.0,9713.0,240.0,240.0,2.0,36.0,134.0,20.14388489208633,6.474820143884892,33.81294964028777,7.913669064748201,10.79136690647482,14.388489208633093,5.0359712230215825,1.4388489208633093
1,277.0,57.0,17.0,103.0,11.0,38.0,42.0,9.0,0.0,145.0,245.0,32.0,0.0,2.0,9832.0,9672.0,234.0,235.0,3.0,39.0,145.0,20.577617328519857,6.137184115523466,37.18411552346571,3.9711191335740073,13.71841155234657,15.16245487364621,3.2490974729241877,0.0
2,294.0,67.0,33.0,102.0,9.0,32.0,32.0,16.0,3.0,133.0,261.0,33.0,0.0,3.0,10074.0,9913.0,258.0,245.0,5.0,44.0,134.0,22.789115646258505,11.224489795918368,34.69387755102041,3.061224489795918,10.884353741496598,10.884353741496598,5.442176870748299,1.0204081632653061
3,242.0,55.0,14.0,89.0,15.0,32.0,28.0,7.0,2.0,117.0,215.0,27.0,1.0,2.0,10196.0,10035.0,234.0,198.0,10.0,34.0,117.0,22.727272727272727,5.785123966942149,36.77685950413223,6.198347107438017,13.223140495867769,11.570247933884298,2.8925619834710745,0.8264462809917356
4,258.0,59.0,26.0,77.0,18.0,26.0,40.0,11.0,1.0,117.0,233.0,25.0,0.0,2.0,9822.0,9662.0,235.0,213.0,6.0,39.0,117.0,22.868217054263567,10.077519379844961,29.844961240310077,6.976744186046512,10.077519379844961,15.503875968992247,4.263565891472868,0.3875968992248062
5,238.0,56.0,17.0,98.0,9.0,28.0,16.0,11.0,3.0,135.0,201.0,37.0,1.0,2.0,10046.0,9885.0,225.0,204.0,7.0,27.0,114.0,23.529411764705884,7.142857142857143,41.1764705882353,3.7815126050420167,11.764705882352942,6.722689075630252,4.621848739495798,1.2605042016806722
6,228.0,48.0,18.0,81.0,11.0,21.0,33.0,12.0,4.0,119.0,208.0,20.0,0.0,1.0,9856.0,9697.0,204.0,183.0,5.0,40.0,114.0,21.05263157894737,7.894736842105263,35.526315789473685,4.824561403508772,9.210526315789474,14.473684210526315,5.2631578947368425,1.7543859649122806
7,323.0,77.0,25.0,119.0,11.0,38.0,36.0,15.0,2.0,122.0,301.0,22.0,2.0,5.0,9870.0,9705.0,275.0,267.0,1.0,55.0,155.0,23.8390092879257,7.739938080495356,36.8421052631579,3.4055727554179565,11.764705882352942,11.145510835913313,4.643962848297214,0.6191950464396285
8,175.0,43.0,11.0,67.0,10.0,14.0,19.0,9.0,2.0,136.0,154.0,21.0,0.0,6.0,9974.0,9810.0,201.0,151.0,4.0,20.0,86.0,24.571428571428573,6.285714285714286,38.285714285714285,5.714285714285714,8.0,10.857142857142858,5.142857142857143,1.1428571428571428
9,253.0,62.0,19.0,110.0,15.0,25.0,15.0,5.0,2.0,134.0,231.0,22.0,1.0,3.0,9843.0,9681.0,225.0,204.0,10.0,39.0,125.0,24.50592885375494,7.509881422924901,43.47826086956522,5.928853754940712,9.881422924901186,5.928853754940712,1.976284584980237,0.7905138339920948
10,269.0,59.0,14.0,93.0,14.0,28.0,45.0,13.0,3.0,133.0,247.0,22.0,0.0,2.0,10006.0,9846.0,243.0,239.0,3.0,27.0,138.0,21.933085501858734,5.204460966542751,34.572490706319705,5.204460966542751,10.408921933085502,16.728624535315983,4.83271375464684,1.1152416356877324
11,285.0,75.0,24.0,105.0,11.0,30.0,31.0,8.0,1.0,121.0,253.0,32.0,0.0,3.0,9816.0,9655.0,238.0,236.0,8.0,41.0,136.0,26.31578947368421,8.421052631578947,36.8421052631579,3.8596491228070176,10.526315789473685,10.87719298245614,2.807017543859649,0.3508771929824561
12,273.0,57.0,22.0,99.0,11.0,27.0,42.0,13.0,2.0,123.0,250.0,23.0,0.0,1.0,10063.0,9904.0,215.0,230.0,5.0,38.0,141.0,20.87912087912088,8.058608058608058,36.26373626373626,4.029304029304029,9.89010989010989,15.384615384615385,4.761904761904762,0.7326007326007326
13,263.0,72.0,21.0,100.0,10.0,27.0,22.0,11.0,0.0,140.0,231.0,32.0,0.0,0.0,9830.0,9672.0,250.0,212.0,11.0,40.0,122.0,27.376425855513308,7.984790874524715,38.02281368821293,3.802281368821293,10.26615969581749,8.365019011406844,4.182509505703422,0.0
14,289.0,70.0,21.0,119.0,11.0,24.0,30.0,9.0,5.0,141.0,267.0,22.0,0.0,1.0,9965.0,9806.0,239.0,233.0,1.0,55.0,149.0,24.22145328719723,7.26643598615917,41.1764705882353,3.8062283737024223,8.304498269896193,10.380622837370241,3.114186851211073,1.7301038062283738
15,309.0,86.0,26.0,101.0,15.0,19.0,45.0,17.0,0.0,118.0,282.0,27.0,0.0,6.0,9958.0,9794.0,259.0,245.0,5.0,59.0,146.0,27.831715210355988,8.414239482200648,32.68608414239482,4.854368932038835,6.148867313915858,14.563106796116505,5.501618122977346,0.0
16,363.0,78.0,36.0,127.0,13.0,31.0,52.0,21.0,5.0,138.0,337.0,26.0,0.0,3.0,9980.0,9819.0,313.0,307.0,4.0,52.0,179.0,21.487603305785125,9.917355371900827,34.98622589531681,3.581267217630854,8.539944903581267,14.325068870523417,5.785123966942149,1.3774104683195592
17,341.0,89.0,24.0,129.0,17.0,26.0,43.0,11.0,2.0,131.0,321.0,20.0,0.0,2.0,9938.0,9778.0,257.0,284.0,6.0,51.0,172.0,26.099706744868037,7.038123167155425,37.82991202346041,4.9853372434017595,7.624633431085044,12.609970674486803,3.225806451612903,0.5865102639296188
18,243.0,64.0,13.0,78.0,13.0,30.0,31.0,11.0,3.0,117.0,223.0,20.0,0.0,2.0,10169.0,10009.0,230.0,198.0,6.0,39.0,109.0,26.337448559670783,5.349794238683128,32.098765432098766,5.349794238683128,12.345679012345679,12.757201646090534,4.526748971193416,1.2345679012345678
19,344.0,80.0,28.0,130.0,8.0,32.0,47.0,17.0,2.0,129.0,323.0,21.0,0.0,5.0,9897.0,9734.0,273.0,301.0,2.0,41.0,177.0,23.25581395348837,8.13953488372093,37.7906976744186,2.3255813953488373,9.30232558139535,13.662790697674419,4.941860465116279,0.5813953488372093
20,253.0,61.0,17.0,85.0,16.0,34.0,28.0,9.0,3.0,115.0,222.0,31.0,1.0,7.0,10011.0,9845.0,234.0,213.0,8.0,32.0,113.0,24.110671936758894,6.719367588932807,33.59683794466403,6.324110671936759,13.438735177865613,11.067193675889328,3.5573122529644268,1.1857707509881423
21,328.0,84.0,27.0,126.0,10.0,33.0,33.0,13.0,2.0,139.0,300.0,28.0,0.0,2.0,10024.0,9864.0,273.0,274.0,2.0,52.0,159.0,25.609756097560975,8.231707317073171,38.41463414634146,3.048780487804878,10.060975609756097,10.060975609756097,3.9634146341463414,0.6097560975609756
22,234.0,48.0,19.0,98.0,8.0,31.0,18.0,9.0,3.0,117.0,209.0,25.0,1.0,1.0,9838.0,9678.0,210.0,193.0,6.0,35.0,116.0,20.512820512820515,8.11965811965812,41.88034188034188,3.4188034188034186,13.247863247863247,7.6923076923076925,3.8461538461538463,1.2820512820512822
23,319.0,83.0,16.0,129.0,14.0,38.0,31.0,6.0,2.0,114.0,290.0,29.0,0.0,2.0,9953.0,9793.0,244.0,249.0,5.0,65.0,160.0,26.018808777429467,5.015673981191223,40.43887147335423,4.38871473354232,11.912225705329154,9.717868338557993,1.8808777429467085,0.6269592476489029
24,283.0,80.0,19.0,97.0,13.0,32.0,28.0,7.0,7.0,133.0,246.0,37.0,1.0,2.0,9837.0,9676.0,278.0,233.0,9.0,41.0,125.0,28.268551236749115,6.713780918727915,34.275618374558306,4.593639575971731,11.307420494699647,9.89399293286219,2.4734982332155475,2.4734982332155475
25,294.0,73.0,27.0,107.0,10.0,28.0,33.0,14.0,2.0,137.0,261.0,33.0,2.0,2.0,10007.0,9845.0,257.0,251.0,5.0,38.0,140.0,24.829931972789115,9.183673469387756,36.394557823129254,3.401360544217687,9.523809523809524,11.224489795918368,4.761904761904762,0.6802721088435374
