,peak transmission
0,8.0
1,9.0
2,9.0
3,7.0
4,8.0
5,6.0
6,8.0
7,10.0
8,6.0
9,7.0
10,8.0
11,8.0
12,9.0
13,7.0
14,8.0
15,9.0
16,11.0
17,9.0
18,9.0
19,9.0
20,7.0
21,9.0
22,5.0
23,13.0
24,12.0
25,7.0
26,11.0
27,8.0
28,6.0
29,9.0
30,11.0
31,6.0
32,8.0
33,6.0
34,9.0
35,8.0
36,7.0
37,9.0
38,6.0
39,9.0
40,9.0
41,9.0
42,10.0
43,7.0
44,7.0
45,7.0
46,9.0
47,9.0
48,7.0
49,14.0
50,9.0
51,6.0
52,10.0
53,7.0
54,5.0
55,10.0
56,7.0
57,8.0
58,8.0
59,6.0
60,8.0
61,7.0
62,8.0
63,12.0
64,5.0
65,11.0
66,8.0
67,6.0
68,7.0
69,7.0
70,10.0
71,6.0
72,7.0
73,9.0
74,10.0
75,6.0
76,7.0
77,7.0
78,6.0
79,12.0
80,6.0
81,8.0
82,8.0
83,8.0
84,10.0
85,6.0
86,7.0
87,6.0
88,7.0
89,8.0
90,8.0
91,7.0
92,8.0
93,8.0
94,5.0
95,8.0
96,7.0
97,10.0
98,5.0
99,16.0
