,n_contacts_traced,n_pos_contacts,positivity_rate
0,3391.0,346.0,10.203479799469184
1,3139.0,333.0,10.608474036317299
2,3508.0,398.0,11.345496009122007
3,3015.0,330.0,10.945273631840797
4,3078.0,331.0,10.753736192332683
5,3014.0,353.0,11.712010617120105
6,2661.0,274.0,10.296880871852688
7,3360.0,463.0,13.779761904761905
8,2842.0,247.0,8.69106263194933
9,3098.0,307.0,9.909619109102646
10,3372.0,439.0,13.018979833926453
11,3378.0,399.0,11.811722912966252
12,3109.0,331.0,10.646510131875202
13,3238.0,338.0,10.438542310067943
14,3432.0,365.0,10.635198135198134
15,3491.0,425.0,12.1741621311945
16,3834.0,553.0,14.42357850808555
17,3549.0,467.0,13.158636235559312
18,2991.0,294.0,9.829488465396189
19,3669.0,553.0,15.072226764786045
20,3321.0,356.0,10.719662752183078
21,3682.0,375.0,10.184682237914178
22,2863.0,351.0,12.259867272092212
23,3392.0,378.0,11.143867924528301
24,3644.0,476.0,13.062568605927552
25,3663.0,405.0,11.056511056511056
26,3621.0,454.0,12.537972935653135
27,3010.0,339.0,11.262458471760798
28,2793.0,235.0,8.413891872538489
29,3056.0,356.0,11.649214659685864
30,3426.0,398.0,11.617046117921774
31,2692.0,202.0,7.5037147102526
32,3393.0,411.0,12.1131741821397
33,2730.0,297.0,10.87912087912088
34,3294.0,352.0,10.68609593199757
35,3604.0,395.0,10.960044395116537
36,3239.0,348.0,10.744056807656683
37,2966.0,343.0,11.564396493594066
38,2603.0,295.0,11.33307721859393
39,3558.0,379.0,10.652051714446317
40,3109.0,386.0,12.41556770665809
41,3252.0,410.0,12.607626076260763
42,3131.0,337.0,10.763334397955925
43,2969.0,302.0,10.171775008420344
44,2451.0,263.0,10.73031415748674
45,2769.0,268.0,9.67858432647165
46,3712.0,424.0,11.422413793103448
47,3282.0,324.0,9.872029250457038
48,2546.0,205.0,8.05184603299293
49,3649.0,476.0,13.044669772540422
50,3630.0,396.0,10.909090909090908
51,2815.0,268.0,9.520426287744227
52,3171.0,340.0,10.722169662567014
53,3150.0,290.0,9.206349206349206
54,2189.0,171.0,7.811786203746003
55,3422.0,402.0,11.747516072472239
56,3415.0,434.0,12.708638360175696
57,3400.0,331.0,9.735294117647058
58,3064.0,328.0,10.704960835509139
59,3372.0,380.0,11.269276393831554
60,2821.0,297.0,10.528181495923432
61,2676.0,244.0,9.118086696562033
62,3219.0,372.0,11.556383970177073
63,3445.0,429.0,12.452830188679245
64,2924.0,296.0,10.12311901504788
65,3563.0,473.0,13.275329778276733
66,3143.0,338.0,10.754056633789373
67,2665.0,243.0,9.118198874296436
68,3140.0,300.0,9.554140127388536
69,2804.0,365.0,13.017118402282454
70,3426.0,433.0,12.638645650904845
71,2756.0,239.0,8.67198838896952
72,3259.0,299.0,9.17459343356858
73,3926.0,459.0,11.691288843606724
74,3350.0,421.0,12.567164179104477
75,3056.0,274.0,8.965968586387435
76,3533.0,415.0,11.746391168978205
77,3296.0,439.0,13.319174757281553
78,2759.0,282.0,10.22109459949257
79,2604.0,283.0,10.8678955453149
80,2752.0,271.0,9.847383720930232
81,3057.0,430.0,14.066077854105332
82,3031.0,354.0,11.679313757835697
83,2933.0,226.0,7.705421070576202
84,3333.0,327.0,9.810981098109812
85,3048.0,308.0,10.10498687664042
86,3256.0,363.0,11.14864864864865
87,2730.0,234.0,8.571428571428571
88,2538.0,217.0,8.55003940110323
89,3566.0,309.0,8.665171060011216
90,2446.0,233.0,9.525756336876533
91,2519.0,264.0,10.480349344978166
92,2667.0,349.0,13.08586426696663
93,3199.0,333.0,10.409502969678025
94,3173.0,350.0,11.030570438071226
95,3304.0,370.0,11.198547215496369
96,2832.0,320.0,11.299435028248588
97,3395.0,425.0,12.51840942562592
98,2620.0,240.0,9.16030534351145
99,3877.0,446.0,11.503740005158628
