,susceptible,exposed,mild,severe,recovered,asymptomatic
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.01,0.0,0.0,0.0,0.0
53,0.0,0.01,0.0,0.0,0.0,0.0
54,0.0,0.01,0.0,0.0,0.0,0.0
55,0.0,0.01,0.0,0.0,0.0,0.0
56,0.0,0.0,0.01,0.0,0.0,0.0
57,0.0,0.0,0.01,0.0,0.0,0.0
58,0.0,0.0,0.01,0.0,0.0,0.0
59,0.0,0.01,0.01,0.0,0.0,0.0
60,0.0,0.04,0.01,0.0,0.0,0.01
61,0.0,0.05,0.01,0.0,0.0,0.01
62,0.0,0.06,0.01,0.0,0.0,0.04
63,0.0,0.11,0.0,0.0,0.01,0.09
64,0.0,0.21,0.02,0.0,0.01,0.15
65,0.0,0.3,0.02,0.0,0.01,0.2
66,0.0,0.37,0.08,0.01,0.01,0.23
67,0.0,0.44,0.12,0.02,0.01,0.35
68,0.0,0.56,0.23,0.03,0.01,0.5
69,0.0,0.7,0.4,0.04,0.01,0.68
70,0.0,0.98,0.56,0.06,0.02,0.89
71,0.0,1.3,0.73,0.1,0.04,1.05
72,0.0,1.38,0.92,0.15,0.06,1.24
73,0.0,1.58,1.16,0.24,0.17,1.52
74,0.0,2.0,1.36,0.32,0.23,1.8
75,0.0,2.16,1.68,0.5,0.38,2.14
76,0.0,2.51,1.94,0.58,0.64,2.49
77,0.0,2.86,2.25,0.67,0.94,2.85
78,0.0,3.02,2.88,0.8,1.28,3.2
79,0.0,3.39,3.4,0.93,1.62,3.62
80,0.0,3.65,3.7,1.01,2.2,4.18
81,0.0,4.1,4.3,1.06,2.65,4.66
82,0.0,4.57,4.62,1.14,3.47,5.04
83,0.0,5.1,5.03,1.26,4.2,5.5
84,0.0,5.6,5.68,1.45,4.99,5.97
85,0.0,5.94,6.17,1.64,6.35,6.51
86,0.0,6.04,6.76,1.8,7.67,6.76
87,0.0,6.54,7.43,1.96,8.78,7.26
88,0.0,6.65,8.02,2.2,10.26,7.65
89,0.0,7.18,8.7,2.27,11.64,8.16
90,0.0,7.48,9.34,2.36,13.24,8.59
91,0.0,7.36,9.8,2.55,15.27,9.08
92,0.0,6.92,10.24,2.6,17.6,9.28
93,0.0,6.88,10.47,2.63,19.85,9.44
94,0.0,6.73,10.74,2.6,22.14,9.42
