,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,1.0
62,1.0
63,2.0
64,4.0
65,4.0
66,5.0
67,9.0
68,12.0
69,15.0
70,19.0
71,24.0
72,24.0
73,26.0
74,28.0
75,28.0
76,26.0
77,31.0
78,34.0
79,44.0
80,49.0
81,52.0
82,65.0
83,59.0
84,70.0
85,82.0
86,90.0
87,97.0
88,104.0
89,112.0
90,90.0
91,96.0
92,102.0
93,115.0
94,123.0
95,121.0
96,122.0
97,92.0
98,98.0
99,101.0
100,105.0
101,108.0
102,103.0
103,100.0
104,66.0
105,70.0
106,69.0
107,64.0
108,60.0
109,56.0
110,52.0
111,29.0
112,28.0
113,27.0
114,28.0
115,26.0
116,23.0
117,24.0
118,13.0
119,17.0
120,18.0
121,21.0
122,19.0
123,18.0
124,19.0
125,15.0
126,16.0
127,20.0
128,20.0
129,21.0
130,25.0
131,23.0
132,16.0
133,19.0
134,17.0
135,16.0
136,15.0
137,15.0
138,14.0
139,8.0
140,7.0
141,8.0
142,9.0
143,11.0
144,10.0
145,9.0
146,7.0
147,8.0
148,8.0
149,8.0
150,9.0
151,9.0
152,8.0
153,7.0
154,7.0
155,7.0
156,8.0
157,7.0
158,6.0
159,6.0
160,4.0
161,5.0
162,5.0
163,6.0
164,5.0
165,5.0
166,5.0
167,4.0
168,8.0
169,8.0
170,9.0
171,10.0
172,11.0
173,13.0
174,13.0
175,14.0
176,15.0
177,15.0
178,14.0
179,12.0
180,12.0
181,7.0
182,6.0
183,6.0
184,6.0
185,5.0
186,3.0
187,3.0
188,0.0
189,0.0
190,1.0
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,1.0
197,1.0
198,1.0
199,1.0
200,1.0
201,1.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.0
215,1.0
216,1.0
217,1.0
218,1.0
219,1.0
220,1.0
221,1.0
222,1.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
