,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,,0,0,0
1,,1,1,0
2,0,,0,0
3,0,,0,0
4,0,,0,0
5,,2,0,2
6,,0,0,0
7,,1,1,0
8,2,,1,1
9,,1,1,0
10,1,,1,0
11,0,,0,0
12,,0,0,0
13,,3,2,1
14,2,,2,0
15,0,,0,0
16,0,,0,0
17,,2,2,0
18,2,,1,1
19,1,,1,0
20,2,,1,1
21,0,,0,0
22,,2,1,1
23,0,,0,0
24,,1,1,0
25,,0,0,0
26,0,,0,0
27,,0,0,0
28,,0,0,0
29,,1,1,0
30,1,,0,1
31,0,,0,0
32,0,,0,0
33,1,,1,0
34,,2,2,0
35,,1,1,0
36,1,,1,0
37,,0,0,0
38,,0,0,0
39,1,,1,0
40,1,,0,1
41,,0,0,0
42,1,,1,0
43,0,,0,0
44,1,,1,0
45,,0,0,0
46,0,,0,0
47,1,,0,1
48,0,,0,0
49,0,,0,0
50,2,,2,0
51,2,,2,0
52,0,,0,0
53,1,,1,0
54,2,,2,0
55,,1,0,1
56,0,,0,0
57,0,,0,0
58,2,,2,0
59,2,,2,0
60,,0,0,0
61,1,,1,0
62,0,,0,0
63,3,,3,0
64,2,,2,0
65,,0,0,0
66,,0,0,0
67,0,,0,0
68,0,,0,0
69,1,,1,0
70,0,,0,0
71,1,,1,0
72,0,,0,0
73,0,,0,0
74,0,,0,0
75,1,,1,0
76,0,,0,0
77,,0,0,0
78,,1,1,0
79,1,,1,0
80,1,,0,1
81,3,,2,1
82,2,,2,0
83,2,,1,1
84,1,,1,0
85,0,,0,0
86,0,,0,0
87,1,,1,0
88,0,,0,0
89,0,,0,0
90,1,,1,0
91,3,,3,0
92,2,,2,0
93,0,,0,0
94,1,,1,0
95,4,,4,0
96,,0,0,0
97,1,,1,0
98,,0,0,0
99,4,,4,0
100,,1,1,0
101,,0,0,0
102,,0,0,0
103,,1,1,0
104,0,,0,0
105,,0,0,0
106,1,,1,0
107,0,,0,0
108,1,,0,1
109,1,,1,0
110,0,,0,0
111,0,,0,0
112,,1,1,0
113,1,,1,0
114,0,,0,0
115,0,,0,0
116,,0,0,0
117,,1,1,0
118,,1,1,0
119,,2,2,0
120,1,,1,0
121,1,,1,0
122,,1,1,0
123,,0,0,0
124,1,,0,1
125,3,,3,0
126,,4,4,0
127,,3,3,0
128,1,,1,0
129,0,,0,0
130,1,,1,0
131,0,,0,0
132,1,,1,0
133,0,,0,0
134,3,,3,0
135,2,,2,0
136,2,,1,1
137,,0,0,0
138,1,,1,0
139,,0,0,0
140,0,,0,0
141,0,,0,0
142,,0,0,0
143,1,,1,0
144,2,,1,1
145,1,,1,0
146,2,,1,1
147,0,,0,0
148,1,,1,0
149,1,,1,0
150,2,,2,0
151,,2,2,0
152,2,,2,0
153,0,,0,0
154,,2,2,0
155,,0,0,0
156,0,,0,0
157,2,,2,0
158,,0,0,0
159,,3,3,0
160,1,,1,0
161,,1,1,0
162,1,,1,0
163,1,,1,0
164,0,,0,0
165,0,,0,0
166,2,,2,0
167,0,,0,0
