,peak transmission
0,4.0
1,7.0
2,8.0
3,10.0
4,8.0
5,8.0
6,8.0
7,5.0
8,7.0
9,8.0
10,9.0
11,6.0
12,8.0
13,7.0
14,7.0
15,6.0
16,6.0
17,7.0
18,7.0
19,7.0
20,8.0
21,9.0
22,9.0
23,9.0
24,10.0
25,7.0
26,6.0
27,9.0
28,7.0
29,8.0
30,12.0
31,7.0
32,6.0
33,9.0
34,7.0
35,5.0
36,5.0
37,9.0
38,7.0
39,7.0
40,8.0
41,6.0
42,6.0
43,6.0
44,6.0
45,10.0
46,7.0
47,5.0
48,6.0
49,6.0
50,11.0
51,6.0
52,8.0
53,10.0
54,3.0
55,7.0
56,5.0
57,7.0
58,5.0
59,7.0
60,7.0
61,8.0
62,7.0
63,4.0
64,6.0
65,9.0
66,9.0
67,7.0
68,9.0
69,8.0
70,6.0
71,8.0
72,8.0
73,6.0
74,5.0
75,10.0
76,7.0
77,7.0
78,6.0
79,11.0
80,5.0
81,8.0
82,4.0
83,5.0
84,8.0
85,5.0
86,11.0
87,9.0
88,8.0
89,6.0
90,6.0
91,10.0
92,6.0
93,8.0
94,9.0
95,6.0
96,10.0
97,7.0
98,7.0
99,9.0
