,total_prev,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,4.3478260869565004e-05,0.0,0.0
56,4.18410041841e-05,0.0,0.0
57,4.0816326530611994e-05,0.0,0.0
58,4.0983606557377e-05,0.0,0.0
59,0.0043080528481233785,0.00383841732979658,0.004903280067283409
60,0.004373315735582916,0.0037872157256617278,0.0052242977911098444
61,0.004438459799473266,0.003801613462872925,0.008008450163241738
62,0.004645470632274741,0.0038982703064201875,0.010538686944953753
63,0.0050957817678845795,0.003875968992248,0.009499831403843957
64,0.005735329431211668,0.0038167938931297,0.015086887835702908
65,0.005861198668074285,0.003866963002873525,0.015022167764142426
66,0.007124200800218903,0.0040237563155849,0.0203966926793013
67,0.00835487080720721,0.003935701884920603,0.021910809778456792
68,0.009516246571654228,0.00397455965594659,0.0256410256410256
69,0.010772882711951846,0.003944399489589433,0.0331129181333699
70,0.012497864921855822,0.003966103830645148,0.03223039215686268
71,0.014376861512805216,0.004007630522088347,0.04203412073490803
72,0.01668306012173429,0.004007630522088347,0.04650981201013608
73,0.019144445650077686,0.00413144818400689,0.04799079483094351
74,0.02149814346575128,0.004482099758648385,0.05276174442841102
75,0.02355755591926483,0.004038354777610855,0.05638412262640123
76,0.02641158803330734,0.00435457826747716,0.05688511611541161
77,0.048210340438531,0.02379872430900063,0.07933266932270915
78,0.05672662207698366,0.028732269503546015,0.09003496503496498
79,0.07451693009068105,0.04596462377667251,0.10243212669683244
80,0.09017721490844494,0.058901286223461885,0.12091304347826085
81,0.09366421964399306,0.0616193730500668,0.132251282051282
82,0.11117866995581344,0.0790995383455813,0.15089491729225565
83,0.1357949545660449,0.10310654504994678,0.181117030707042
84,0.14787904050365774,0.1141258480325644,0.19877682403433472
85,0.1631862757277794,0.13344607469512193,0.20645529197080284
86,0.1828734512942544,0.1489670367800138,0.2198088332234673
87,0.20494864991236786,0.17207387340901265,0.24695628112894297
88,0.21428560571483768,0.17766013311351284,0.25474728003397906
89,0.24075989441151846,0.20673988391030193,0.27988869863013693
90,0.2380617710805991,0.1933333333333333,0.2833913547128397
91,0.24741559176869174,0.20991115363586657,0.30602449044469165
92,0.26615397277926706,0.22945774224850973,0.31141129032258047
93,0.2679522231117268,0.2288993942688514,0.30585528178986116
94,0.2817168364377122,0.24623553431562967,0.32727181379713527
95,0.27304276261353005,0.23801846358242637,0.3174333908900157
96,0.2586810176982589,0.22765131061661023,0.2998585972850678
97,0.2495341197914983,0.2170345368916797,0.2927031546596763
98,0.2385747447994406,0.20976489028213163,0.277469298245614
99,0.24671238892607397,0.2152733667674747,0.2902962799858098
100,0.24366638655076936,0.21152057046383507,0.2797320846356216
101,0.23234440198727188,0.20367625037436354,0.26502292671357414
102,0.22698566136555715,0.19062049062049055,0.2587123150715909
103,0.22345852626906734,0.19004360465116277,0.25322674881818663
104,0.23075694167335795,0.20027616279069768,0.2671146953405017
105,0.22423670042866944,0.19442391490088853,0.2572463768115942
106,0.22597627998143216,0.19443883336033002,0.26251652127940783
107,0.21798934090115105,0.18572916666666667,0.25626169605042837
108,0.20802315561598025,0.17782542782260133,0.2471419785521507
109,0.19716044613569925,0.1663700564971751,0.23639827279654552
110,0.18125746412168264,0.14820881226053637,0.2159489887978347
111,0.18303153880442463,0.15378238595375793,0.2157851590106007
112,0.1680101583247815,0.14140751934373333,0.2024119833807128
113,0.15631582466882496,0.1320399443561208,0.19275681466492084
114,0.14788680781950123,0.123671977507029,0.18169284119897952
115,0.138416728050866,0.11247890406624116,0.176821353065539
116,0.1269828142387733,0.09784307388113615,0.16277312161945054
117,0.12230098822886505,0.09686177796840036,0.159587522176227
118,0.12007305694472077,0.09690744108509508,0.15678930591721282
119,0.11583718149504561,0.09313637298242002,0.14702496001066373
120,0.0989494176967121,0.07714764667956153,0.12551673228346455
121,0.09852842852416481,0.07879213483146065,0.12687012263099215
122,0.0872899638367639,0.06614896731175797,0.11538409279441626
123,0.07960785179574327,0.06080064792317476,0.11160531453878748
124,0.0706483882383256,0.05400900900900895,0.10173576423576418
125,0.0654036367681083,0.0477941176470588,0.09067132107294601
126,0.0655487027709004,0.04793103448275861,0.08700275081598031
127,0.05992550559162423,0.040238368559659655,0.0838362068965517
128,0.057176234175302175,0.03684009788076061,0.08486614147489537
