,peak transmission
0,6.0
1,10.0
2,6.0
3,8.0
4,4.0
5,7.0
6,8.0
7,9.0
8,10.0
9,9.0
10,7.0
11,8.0
12,8.0
13,9.0
14,6.0
15,7.0
16,9.0
17,7.0
18,7.0
19,7.0
20,7.0
21,9.0
22,9.0
23,6.0
24,10.0
25,6.0
26,7.0
27,8.0
28,6.0
29,10.0
30,8.0
31,5.0
32,7.0
33,6.0
34,7.0
35,5.0
36,6.0
37,8.0
38,10.0
39,7.0
40,7.0
41,8.0
42,5.0
43,6.0
44,10.0
45,11.0
46,7.0
47,5.0
48,6.0
49,6.0
50,8.0
51,8.0
52,7.0
53,5.0
54,4.0
55,7.0
56,4.0
57,7.0
58,6.0
59,8.0
60,6.0
61,8.0
62,7.0
63,6.0
64,5.0
65,8.0
66,7.0
67,6.0
68,8.0
69,7.0
70,7.0
71,9.0
72,6.0
73,7.0
74,7.0
75,8.0
76,9.0
77,4.0
78,7.0
79,9.0
80,5.0
81,7.0
82,5.0
83,9.0
84,8.0
85,6.0
86,6.0
87,8.0
88,6.0
89,12.0
90,6.0
91,9.0
92,8.0
93,7.0
94,6.0
95,6.0
96,6.0
97,7.0
98,5.0
99,8.0
