,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.31297709923664124,0.24,0.7307692307692307,0.4155844155844156,82.0,6.0,88,287,114.0,32.0,125,21,233,234.0
1,0.26459143968871596,0.21428571428571427,0.7911392405063291,0.3835616438356164,68.0,6.0,74,285,125.0,28.0,122,31,231,227.0
2,0.27800829875518673,0.2631578947368421,0.6346153846153846,0.391304347826087,67.0,5.0,72,260,99.0,27.0,101,25,225,198.0
3,0.3790849673202614,0.2608695652173913,0.9414634146341463,0.36363636363636365,116.0,12.0,128,352,193.0,32.0,190,35,293,353.0
4,0.2062780269058296,0.3333333333333333,0.625,0.23076923076923078,46.0,6.0,52,241,85.0,12.0,80,17,188,149.0
5,0.38461538461538464,0.3939393939393939,0.6683937823834197,0.4111111111111111,100.0,13.0,113,293,129.0,37.0,135,31,283,279.0
6,0.32941176470588235,0.4090909090909091,0.7202380952380952,0.20253164556962025,84.0,9.0,93,277,121.0,16.0,114,23,247,230.0
7,0.2981132075471698,0.32,0.7544910179640718,0.3918918918918919,79.0,8.0,87,290,126.0,29.0,129,26,241,242.0
8,0.2388663967611336,0.3333333333333333,0.7142857142857143,0.36486486486486486,59.0,10.0,69,277,110.0,27.0,115,22,228,206.0
9,0.3620689655172414,0.36666666666666664,0.7560975609756098,0.47297297297297297,105.0,11.0,116,320,155.0,35.0,160,30,279,306.0
10,0.27598566308243727,0.34615384615384615,0.8547486033519553,0.3484848484848485,77.0,9.0,86,305,153.0,23.0,145,31,245,262.0
11,0.2757352941176471,0.3548387096774194,0.803030303030303,0.38028169014084506,75.0,11.0,86,303,159.0,27.0,143,43,269,272.0
12,0.33454545454545453,0.30434782608695654,0.7566137566137566,0.25925925925925924,92.0,7.0,99,298,143.0,21.0,138,26,270,263.0
13,0.27715355805243447,0.32,0.8258064516129032,0.328125,74.0,8.0,82,292,128.0,21.0,130,19,219,231.0
14,0.4007936507936508,0.11538461538461539,0.6746987951807228,0.38961038961038963,101.0,3.0,104,278,112.0,30.0,116,26,243,246.0
15,0.2958801498127341,0.37037037037037035,0.8021978021978022,0.27941176470588236,79.0,10.0,89,294,146.0,19.0,134,31,250,254.0
