,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,1.0
64,1.0
65,1.0
66,1.0
67,2.0
68,5.0
69,5.0
70,8.0
71,8.0
72,13.0
73,15.0
74,19.0
75,20.0
76,21.0
77,22.0
78,24.0
79,26.0
80,32.0
81,34.0
82,39.0
83,48.0
84,47.0
85,51.0
86,52.0
87,56.0
88,66.0
89,72.0
90,68.0
91,74.0
92,77.0
93,66.0
94,69.0
95,75.0
96,68.0
97,68.0
98,69.0
99,63.0
100,72.0
101,77.0
102,65.0
103,63.0
104,64.0
105,52.0
106,53.0
107,55.0
108,38.0
109,35.0
110,37.0
111,24.0
112,24.0
113,22.0
114,17.0
115,19.0
116,19.0
117,15.0
118,13.0
119,13.0
120,8.0
121,8.0
122,8.0
123,7.0
124,6.0
125,5.0
126,5.0
127,8.0
128,9.0
129,9.0
130,11.0
131,11.0
132,12.0
133,13.0
134,15.0
135,13.0
136,13.0
137,15.0
138,13.0
139,14.0
140,15.0
141,17.0
142,22.0
143,28.0
144,25.0
145,26.0
146,28.0
147,27.0
148,26.0
149,25.0
150,19.0
151,20.0
152,20.0
153,15.0
154,16.0
155,17.0
156,7.0
157,7.0
158,8.0
159,10.0
160,11.0
161,11.0
162,10.0
163,14.0
164,14.0
165,14.0
166,15.0
167,14.0
168,11.0
169,11.0
170,13.0
171,13.0
172,13.0
173,11.0
174,7.0
175,9.0
176,10.0
177,11.0
178,12.0
179,13.0
180,11.0
181,11.0
182,11.0
183,12.0
184,13.0
185,12.0
186,10.0
187,10.0
188,11.0
189,11.0
190,11.0
191,10.0
192,10.0
193,10.0
194,8.0
195,7.0
196,8.0
197,8.0
198,6.0
199,6.0
200,6.0
201,3.0
202,3.0
203,4.0
204,3.0
205,3.0
206,3.0
207,2.0
208,2.0
209,2.0
210,1.0
211,1.0
212,1.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,1.0
224,2.0
225,2.0
226,2.0
227,2.0
228,2.0
229,2.0
230,2.0
231,2.0
232,2.0
233,2.0
234,1.0
235,1.0
236,1.0
237,0.0
238,0.0
