,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,1.0
66,1.0
67,2.0
68,3.0
69,10.0
70,10.0
71,12.0
72,12.0
73,17.0
74,16.0
75,17.0
76,19.0
77,20.0
78,21.0
79,21.0
80,17.0
81,25.0
82,28.0
83,49.0
84,48.0
85,48.0
86,51.0
87,56.0
88,52.0
89,55.0
90,46.0
91,49.0
92,50.0
93,50.0
94,47.0
95,47.0
96,44.0
97,43.0
98,42.0
99,39.0
100,40.0
101,46.0
102,44.0
103,44.0
104,40.0
105,40.0
106,42.0
107,39.0
108,31.0
109,33.0
110,30.0
111,27.0
112,25.0
113,24.0
114,22.0
115,22.0
116,18.0
117,17.0
118,10.0
119,10.0
120,9.0
121,10.0
122,10.0
123,11.0
124,12.0
125,8.0
126,8.0
127,8.0
128,7.0
129,7.0
130,7.0
131,5.0
132,3.0
133,3.0
134,3.0
135,3.0
136,2.0
137,1.0
138,2.0
139,3.0
140,4.0
141,3.0
142,3.0
143,4.0
144,4.0
145,3.0
146,5.0
147,4.0
148,4.0
149,4.0
150,3.0
151,4.0
152,4.0
153,3.0
154,3.0
155,3.0
156,3.0
157,3.0
158,4.0
159,4.0
160,3.0
161,3.0
162,3.0
163,3.0
164,3.0
165,1.0
166,1.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,2.0
175,2.0
176,2.0
177,2.0
178,2.0
179,2.0
180,2.0
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,2.0
188,2.0
189,2.0
190,2.0
191,2.0
192,2.0
193,2.0
194,1.0
195,0.0
196,2.0
197,2.0
198,2.0
199,3.0
200,4.0
201,4.0
202,5.0
203,3.0
204,3.0
205,3.0
206,2.0
207,1.0
208,1.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,1.0
217,1.0
218,1.0
219,1.0
220,2.0
221,3.0
222,3.0
223,4.0
224,4.0
225,5.0
226,6.0
227,5.0
228,6.0
229,7.0
230,13.0
231,13.0
232,12.0
233,12.0
234,13.0
235,11.0
236,11.0
237,5.0
238,5.0
