,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_nrow,total_counts
0,0.2988165680473373,0.7,0.9009009009009009,0.7087378640776699,101.0,35.0,388,200.0,73.0,325,409.0
1,0.2727272727272727,0.8235294117647058,0.755,0.8275862068965517,84.0,28.0,342,151.0,72.0,287,335.0
2,0.3956639566395664,0.7916666666666666,0.8395061728395061,0.9230769230769231,146.0,38.0,417,204.0,84.0,334,472.0
3,0.33098591549295775,0.7948717948717948,0.7291666666666666,0.625,94.0,31.0,323,140.0,55.0,280,320.0
4,0.3119533527696793,0.6046511627906976,0.8883720930232558,0.8709677419354839,107.0,26.0,386,191.0,81.0,308,405.0
5,0.31203007518796994,0.5945945945945946,0.6,0.6785714285714286,83.0,22.0,303,108.0,57.0,264,270.0
6,0.3790849673202614,0.5714285714285714,0.7653061224489796,0.7529411764705882,116.0,20.0,341,150.0,64.0,281,350.0
7,0.3310344827586207,0.6296296296296297,0.6822916666666666,0.8260869565217391,96.0,17.0,317,131.0,57.0,261,301.0
8,0.3954983922829582,0.7906976744186046,0.8018018018018018,0.6210526315789474,123.0,34.0,354,178.0,59.0,317,394.0
9,0.3710144927536232,0.6666666666666666,0.8652173913043478,0.696078431372549,128.0,30.0,390,199.0,71.0,332,428.0
10,0.3242424242424242,0.45454545454545453,0.7581395348837209,0.9868421052631579,107.0,15.0,363,163.0,75.0,291,360.0
11,0.3065015479876161,0.9310344827586207,0.7635467980295566,0.8505747126436781,99.0,27.0,352,155.0,74.0,290,355.0
12,0.36977491961414793,0.76,0.6351351351351351,0.7263157894736842,115.0,19.0,336,141.0,69.0,317,344.0
13,0.26855123674911663,0.5555555555555556,0.6827956989247311,0.8461538461538461,76.0,20.0,319,127.0,77.0,277,300.0
14,0.3118279569892473,0.8157894736842105,0.6947368421052632,0.6375,87.0,31.0,317,132.0,51.0,270,301.0
15,0.27007299270072993,0.8333333333333334,0.7017543859649122,0.618421052631579,74.0,25.0,304,120.0,47.0,247,266.0
16,0.33447098976109213,0.6666666666666666,0.7028571428571428,0.8536585365853658,98.0,16.0,317,123.0,70.0,257,307.0
17,0.266025641025641,0.6538461538461539,0.7254901960784313,0.7472527472527473,83.0,17.0,338,148.0,68.0,295,316.0
18,0.4174454828660436,0.75,0.6390041493775933,1.021505376344086,134.0,36.0,369,154.0,95.0,334,419.0
19,0.31309904153354634,0.7291666666666666,0.8423645320197044,0.7,98.0,35.0,361,171.0,56.0,283,360.0
