,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,409.0,99.0,37.0,174.0,9.0,28.0,52.0,6.0,4.0,142.0,388.0,21.0,0.0,4.0,9829.0,9667.0,279.0,296.0,5.0,108.0,226.0,24.205378973105134,9.04645476772616,42.54278728606357,2.2004889975550124,6.845965770171149,12.71393643031785,1.466992665036675,0.9779951100244498
1,335.0,89.0,23.0,140.0,11.0,21.0,42.0,5.0,4.0,134.0,310.0,25.0,0.0,2.0,10117.0,9957.0,248.0,232.0,3.0,100.0,182.0,26.567164179104477,6.865671641791045,41.791044776119406,3.283582089552239,6.268656716417911,12.537313432835822,1.492537313432836,1.1940298507462686
2,472.0,145.0,39.0,196.0,12.0,15.0,59.0,6.0,0.0,117.0,449.0,23.0,0.0,4.0,9897.0,9735.0,289.0,343.0,7.0,122.0,255.0,30.720338983050848,8.26271186440678,41.52542372881356,2.542372881355932,3.1779661016949152,12.5,1.271186440677966,0.0
3,320.0,92.0,33.0,122.0,4.0,21.0,40.0,6.0,2.0,122.0,297.0,23.0,1.0,2.0,9975.0,9814.0,237.0,232.0,2.0,86.0,162.0,28.75,10.3125,38.125,1.25,6.5625,12.5,1.875,0.625
4,405.0,97.0,36.0,177.0,7.0,24.0,49.0,13.0,2.0,129.0,381.0,24.0,0.0,2.0,9822.0,9662.0,265.0,291.0,7.0,107.0,226.0,23.950617283950617,8.88888888888889,43.7037037037037,1.728395061728395,5.925925925925926,12.098765432098766,3.2098765432098766,0.49382716049382713
5,270.0,78.0,27.0,108.0,4.0,13.0,32.0,8.0,0.0,134.0,250.0,20.0,2.0,3.0,9898.0,9735.0,196.0,185.0,6.0,79.0,140.0,28.88888888888889,10.0,40.0,1.4814814814814814,4.814814814814815,11.851851851851851,2.962962962962963,0.0
6,350.0,94.0,42.0,135.0,9.0,24.0,43.0,2.0,1.0,109.0,331.0,19.0,1.0,4.0,9827.0,9664.0,254.0,263.0,3.0,84.0,178.0,26.857142857142858,12.0,38.57142857142857,2.5714285714285716,6.857142857142857,12.285714285714286,0.5714285714285714,0.2857142857142857
7,301.0,80.0,33.0,107.0,12.0,9.0,48.0,11.0,1.0,115.0,279.0,22.0,0.0,4.0,9868.0,9706.0,243.0,223.0,4.0,74.0,155.0,26.578073089700997,10.96345514950166,35.548172757475086,3.9867109634551494,2.990033222591362,15.946843853820598,3.654485049833887,0.33222591362126247
8,394.0,116.0,41.0,152.0,6.0,22.0,43.0,12.0,2.0,118.0,353.0,41.0,0.0,1.0,9843.0,9684.0,287.0,289.0,12.0,93.0,195.0,29.441624365482234,10.406091370558375,38.578680203045685,1.5228426395939085,5.583756345177665,10.913705583756345,3.045685279187817,0.5076142131979695
9,428.0,124.0,34.0,172.0,5.0,30.0,57.0,5.0,1.0,133.0,392.0,36.0,0.0,3.0,10086.0,9925.0,295.0,317.0,10.0,101.0,229.0,28.97196261682243,7.94392523364486,40.18691588785047,1.1682242990654206,7.009345794392523,13.317757009345794,1.1682242990654206,0.2336448598130841
