,num_contacts_traced,num_positive_contacts,contact_tracing_time,num_sympt_patients_traced,hcw_time_of_infection,hcw_current_ward,num_sympt_hcws_traced,day,sim,prevalence,n_total,n_pos,pos_rate
0,16,0,66.90277777777777,0.0,61.0,22.0,0.0,66.0,0.0,0.0088495575221238,1080.0,3.0,0.0
1,2,0,75.0,0.0,69.0,2.0,0.0,75.0,0.0,0.0227272727272727,1090.0,30.0,0.0
2,18,1,75.04166666666667,0.0,72.0,10.0,0.0,75.0,0.0,0.0227272727272727,1074.0,29.0,5.555555555555555
3,20,0,75.04166666666667,0.0,73.20833333333333,17.0,1.0,75.0,0.0,0.0227272727272727,1072.0,30.0,0.0
4,21,1,76.625,0.0,71.0,16.0,0.0,76.0,0.0,0.0221238938053097,1078.0,35.0,4.761904761904762
5,14,0,77.13194444444444,0.0,72.0,12.0,0.0,77.0,0.0,0.0483870967741935,1109.0,52.0,0.0
6,5,0,77.74305555555556,0.0,75.0,8.0,0.0,77.0,0.0,0.0483870967741935,1118.0,52.0,0.0
7,11,0,78.28472222222223,0.0,71.0,6.0,0.0,78.0,0.0,0.0609756097560975,1113.0,63.0,0.0
8,12,0,78.95138888888889,0.0,76.0,9.0,0.0,78.0,0.0,0.0609756097560975,1112.0,63.0,0.0
9,15,1,78.97222222222223,0.0,74.0,15.0,0.0,78.0,0.0,0.0609756097560975,1109.0,62.0,6.666666666666667
10,21,4,79.125,0.0,74.29166666666667,20.0,0.0,79.0,0.0,0.1016260162601626,1108.0,83.0,19.047619047619047
11,5,0,79.61805555555556,0.0,75.0,2.0,0.0,79.0,0.0,0.1016260162601626,1124.0,87.0,0.0
12,3,0,79.80555555555556,0.0,74.0,4.0,0.0,79.0,0.0,0.1016260162601626,1126.0,87.0,0.0
13,14,0,80.59722222222223,0.0,75.0,11.0,0.0,80.0,0.0,0.1054852320675105,1109.0,96.0,0.0
14,22,4,80.65277777777777,1.0,78.0,20.0,0.0,80.0,0.0,0.1054852320675105,1101.0,92.0,18.181818181818183
15,21,3,80.65972222222223,1.0,79.0,20.0,1.0,80.0,0.0,0.1054852320675105,1102.0,93.0,14.285714285714285
16,13,2,81.11805555555556,1.0,76.34027777777777,18.0,0.0,81.0,0.0,0.1446808510638297,1111.0,109.0,15.384615384615385
17,14,1,81.125,1.0,77.33333333333333,18.0,1.0,81.0,0.0,0.1446808510638297,1110.0,110.0,7.142857142857142
18,12,3,81.99305555555556,0.0,77.0,22.0,0.0,81.0,0.0,0.1446808510638297,1112.0,108.0,25.0
19,12,1,82.0,0.0,81.27777777777777,22.0,1.0,82.0,0.0,0.1485943775100401,1139.0,121.0,8.333333333333332
20,7,0,82.10416666666667,1.0,80.0,1.0,0.0,82.0,0.0,0.1485943775100401,1144.0,122.0,0.0
21,16,4,82.21527777777777,0.0,78.0,14.0,0.0,82.0,0.0,0.1485943775100401,1135.0,118.0,25.0
22,19,4,82.49305555555556,0.0,80.0,19.0,0.0,82.0,0.0,0.1485943775100401,1132.0,118.0,21.052631578947366
