,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,70.0,25.0,12.0,27.0,0.0,3.0,1.0,2.0,0.0,126.0,66.0,4.0,1.0,2.0,9766.0,9605.0,168.0,59.0,2.0,9.0,28.0,35.714285714285715,17.142857142857142,38.57142857142857,0.0,4.285714285714286,1.4285714285714286,2.857142857142857,0.0
1,78.0,27.0,14.0,18.0,2.0,4.0,10.0,3.0,0.0,129.0,71.0,7.0,0.0,1.0,9830.0,9671.0,178.0,65.0,5.0,8.0,28.0,34.61538461538461,17.94871794871795,23.076923076923077,2.5641025641025643,5.128205128205129,12.820512820512821,3.8461538461538463,0.0
2,126.0,47.0,18.0,37.0,2.0,2.0,20.0,0.0,0.0,137.0,124.0,2.0,1.0,0.0,10002.0,9843.0,204.0,105.0,2.0,19.0,57.0,37.301587301587304,14.285714285714286,29.365079365079364,1.5873015873015872,1.5873015873015872,15.873015873015873,0.0,0.0
3,73.0,28.0,10.0,23.0,3.0,3.0,5.0,1.0,0.0,134.0,67.0,6.0,0.0,2.0,9806.0,9646.0,178.0,57.0,6.0,10.0,28.0,38.35616438356164,13.698630136986301,31.506849315068493,4.109589041095891,4.109589041095891,6.8493150684931505,1.36986301369863,0.0
4,90.0,36.0,13.0,19.0,2.0,2.0,15.0,2.0,1.0,131.0,86.0,4.0,0.0,2.0,9884.0,9724.0,186.0,77.0,3.0,10.0,34.0,40.0,14.444444444444445,21.11111111111111,2.2222222222222223,2.2222222222222223,16.666666666666668,2.2222222222222223,1.1111111111111112
5,54.0,21.0,4.0,13.0,5.0,4.0,3.0,3.0,1.0,121.0,49.0,5.0,0.0,1.0,9870.0,9711.0,159.0,44.0,4.0,6.0,16.0,38.888888888888886,7.407407407407407,24.074074074074073,9.25925925925926,7.407407407407407,5.555555555555555,5.555555555555555,1.8518518518518519
6,54.0,18.0,8.0,15.0,3.0,4.0,5.0,1.0,0.0,133.0,46.0,8.0,1.0,3.0,9844.0,9682.0,165.0,46.0,6.0,2.0,20.0,33.333333333333336,14.814814814814815,27.77777777777778,5.555555555555555,7.407407407407407,9.25925925925926,1.8518518518518519,0.0
7,85.0,33.0,10.0,29.0,5.0,2.0,5.0,1.0,0.0,143.0,81.0,4.0,2.0,1.0,9979.0,9818.0,194.0,72.0,4.0,9.0,34.0,38.8235294117647,11.764705882352942,34.11764705882353,5.882352941176471,2.3529411764705883,5.882352941176471,1.1764705882352942,0.0
8,72.0,23.0,8.0,20.0,8.0,4.0,7.0,2.0,0.0,139.0,66.0,6.0,0.0,2.0,9727.0,9567.0,184.0,58.0,1.0,13.0,27.0,31.944444444444443,11.11111111111111,27.77777777777778,11.11111111111111,5.555555555555555,9.722222222222221,2.7777777777777777,0.0
9,145.0,59.0,19.0,48.0,2.0,9.0,7.0,1.0,0.0,118.0,143.0,2.0,0.0,3.0,10037.0,9876.0,208.0,129.0,1.0,15.0,55.0,40.689655172413794,13.10344827586207,33.10344827586207,1.3793103448275863,6.206896551724138,4.827586206896552,0.6896551724137931,0.0
10,81.0,24.0,14.0,24.0,1.0,5.0,10.0,2.0,1.0,128.0,75.0,6.0,0.0,1.0,9982.0,9823.0,175.0,71.0,5.0,5.0,34.0,29.62962962962963,17.28395061728395,29.62962962962963,1.2345679012345678,6.172839506172839,12.345679012345679,2.4691358024691357,1.2345679012345678
11,51.0,19.0,5.0,10.0,0.0,7.0,7.0,2.0,1.0,118.0,45.0,6.0,0.0,4.0,9743.0,9581.0,151.0,40.0,3.0,8.0,17.0,37.254901960784316,9.803921568627452,19.607843137254903,0.0,13.72549019607843,13.72549019607843,3.9215686274509802,1.9607843137254901
12,101.0,40.0,12.0,29.0,0.0,2.0,12.0,5.0,1.0,130.0,98.0,3.0,1.0,0.0,10061.0,9902.0,188.0,84.0,2.0,15.0,41.0,39.603960396039604,11.881188118811881,28.712871287128714,0.0,1.9801980198019802,11.881188118811881,4.9504950495049505,0.9900990099009901
13,95.0,42.0,13.0,27.0,1.0,2.0,9.0,0.0,1.0,111.0,85.0,10.0,0.0,0.0,9819.0,9661.0,170.0,76.0,10.0,9.0,36.0,44.21052631578947,13.68421052631579,28.42105263157895,1.0526315789473684,2.1052631578947367,9.473684210526315,0.0,1.0526315789473684
14,86.0,28.0,10.0,28.0,1.0,6.0,10.0,2.0,1.0,126.0,80.0,6.0,0.0,0.0,10019.0,9861.0,172.0,69.0,3.0,14.0,38.0,32.55813953488372,11.627906976744185,32.55813953488372,1.1627906976744187,6.976744186046512,11.627906976744185,2.3255813953488373,1.1627906976744187
15,81.0,28.0,13.0,22.0,2.0,5.0,7.0,4.0,0.0,118.0,75.0,6.0,0.0,3.0,10039.0,9878.0,170.0,71.0,4.0,6.0,29.0,34.5679012345679,16.049382716049383,27.160493827160494,2.4691358024691357,6.172839506172839,8.641975308641975,4.938271604938271,0.0
16,106.0,46.0,11.0,27.0,3.0,10.0,7.0,1.0,1.0,121.0,97.0,9.0,0.0,6.0,9964.0,9800.0,193.0,92.0,6.0,8.0,34.0,43.39622641509434,10.377358490566039,25.471698113207548,2.830188679245283,9.433962264150944,6.60377358490566,0.9433962264150944,0.9433962264150944
