,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,189.0,61.0,9.0,84.0,4.0,6.0,23.0,2.0,0.0,134.0,186.0,3.0,2.0,1.0,9868.0,9707.0,145.0,158.0,0.0,31.0,107.0,32.27513227513227,4.761904761904762,44.44444444444444,2.1164021164021163,3.1746031746031744,12.16931216931217,1.0582010582010581,0.0
1,127.0,39.0,11.0,49.0,4.0,6.0,15.0,3.0,0.0,116.0,120.0,7.0,0.0,4.0,9837.0,9675.0,124.0,104.0,6.0,17.0,64.0,30.708661417322833,8.661417322834646,38.58267716535433,3.1496062992125986,4.724409448818897,11.811023622047244,2.3622047244094486,0.0
2,141.0,48.0,9.0,62.0,1.0,7.0,10.0,2.0,2.0,127.0,140.0,1.0,0.0,2.0,9745.0,9585.0,124.0,121.0,0.0,20.0,72.0,34.04255319148936,6.382978723404255,43.97163120567376,0.7092198581560284,4.964539007092198,7.092198581560283,1.4184397163120568,1.4184397163120568
3,152.0,48.0,11.0,60.0,3.0,10.0,15.0,5.0,0.0,125.0,140.0,12.0,1.0,2.0,9836.0,9675.0,138.0,126.0,8.0,18.0,75.0,31.57894736842105,7.2368421052631575,39.473684210526315,1.9736842105263157,6.578947368421052,9.868421052631579,3.289473684210526,0.0
4,204.0,54.0,19.0,84.0,3.0,13.0,28.0,2.0,1.0,147.0,196.0,8.0,1.0,0.0,10078.0,9919.0,176.0,173.0,5.0,26.0,112.0,26.470588235294116,9.313725490196079,41.1764705882353,1.4705882352941178,6.372549019607843,13.72549019607843,0.9803921568627451,0.49019607843137253
5,166.0,46.0,9.0,67.0,4.0,6.0,21.0,10.0,3.0,122.0,159.0,7.0,2.0,4.0,9767.0,9603.0,145.0,151.0,2.0,13.0,88.0,27.710843373493976,5.421686746987952,40.36144578313253,2.4096385542168677,3.6144578313253013,12.650602409638553,6.024096385542169,1.8072289156626506
6,178.0,57.0,15.0,75.0,2.0,12.0,16.0,1.0,0.0,127.0,171.0,7.0,1.0,1.0,9769.0,9609.0,150.0,154.0,2.0,22.0,91.0,32.02247191011236,8.426966292134832,42.13483146067416,1.1235955056179776,6.741573033707865,8.98876404494382,0.5617977528089888,0.0
7,145.0,41.0,14.0,55.0,4.0,6.0,17.0,8.0,0.0,120.0,136.0,9.0,0.0,2.0,9926.0,9766.0,125.0,118.0,4.0,23.0,72.0,28.275862068965516,9.655172413793103,37.93103448275862,2.7586206896551726,4.137931034482759,11.724137931034482,5.517241379310345,0.0
8,192.0,56.0,20.0,77.0,3.0,9.0,21.0,4.0,2.0,133.0,190.0,2.0,0.0,5.0,9827.0,9664.0,149.0,153.0,2.0,37.0,98.0,29.166666666666668,10.416666666666666,40.104166666666664,1.5625,4.6875,10.9375,2.0833333333333335,1.0416666666666667
9,144.0,38.0,13.0,49.0,1.0,9.0,26.0,6.0,2.0,114.0,139.0,5.0,0.0,3.0,10024.0,9863.0,119.0,121.0,3.0,20.0,75.0,26.38888888888889,9.027777777777779,34.02777777777778,0.6944444444444444,6.25,18.055555555555557,4.166666666666667,1.3888888888888888
10,103.0,22.0,11.0,47.0,3.0,8.0,11.0,1.0,0.0,128.0,96.0,7.0,0.0,1.0,9885.0,9726.0,112.0,85.0,4.0,14.0,58.0,21.359223300970875,10.679611650485437,45.63106796116505,2.912621359223301,7.766990291262136,10.679611650485437,0.970873786407767,0.0
11,238.0,66.0,27.0,83.0,4.0,16.0,36.0,5.0,1.0,125.0,231.0,7.0,1.0,1.0,9899.0,9739.0,162.0,202.0,5.0,31.0,119.0,27.73109243697479,11.344537815126051,34.87394957983193,1.680672268907563,6.722689075630252,15.126050420168067,2.100840336134454,0.42016806722689076
12,195.0,48.0,27.0,63.0,8.0,15.0,28.0,5.0,1.0,134.0,189.0,6.0,0.0,2.0,9695.0,9535.0,161.0,160.0,4.0,31.0,91.0,24.615384615384617,13.846153846153847,32.30769230769231,4.102564102564102,7.6923076923076925,14.35897435897436,2.5641025641025643,0.5128205128205128
13,157.0,38.0,21.0,65.0,2.0,11.0,20.0,0.0,0.0,124.0,154.0,3.0,0.0,4.0,9807.0,9645.0,133.0,137.0,2.0,18.0,85.0,24.203821656050955,13.375796178343949,41.40127388535032,1.2738853503184713,7.006369426751593,12.738853503184714,0.0,0.0
14,172.0,50.0,15.0,76.0,1.0,7.0,20.0,2.0,1.0,127.0,167.0,5.0,0.0,0.0,9849.0,9691.0,147.0,148.0,2.0,22.0,96.0,29.069767441860463,8.720930232558139,44.18604651162791,0.5813953488372093,4.069767441860465,11.627906976744185,1.1627906976744187,0.5813953488372093
15,150.0,38.0,13.0,52.0,2.0,7.0,33.0,5.0,0.0,137.0,146.0,4.0,1.0,1.0,9810.0,9650.0,148.0,126.0,2.0,22.0,85.0,25.333333333333332,8.666666666666666,34.666666666666664,1.3333333333333333,4.666666666666667,22.0,3.3333333333333335,0.0
16,105.0,33.0,9.0,41.0,5.0,7.0,10.0,0.0,0.0,131.0,100.0,5.0,0.0,1.0,10043.0,9884.0,139.0,89.0,2.0,14.0,51.0,31.428571428571427,8.571428571428571,39.04761904761905,4.761904761904762,6.666666666666667,9.523809523809524,0.0,0.0
17,158.0,43.0,20.0,59.0,4.0,8.0,19.0,3.0,2.0,104.0,156.0,2.0,2.0,5.0,9990.0,9825.0,125.0,133.0,3.0,22.0,78.0,27.21518987341772,12.658227848101266,37.34177215189873,2.5316455696202533,5.063291139240507,12.025316455696203,1.8987341772151898,1.2658227848101267
18,251.0,79.0,22.0,95.0,5.0,11.0,34.0,5.0,0.0,136.0,243.0,8.0,0.0,2.0,10104.0,9944.0,180.0,222.0,3.0,26.0,129.0,31.47410358565737,8.764940239043824,37.84860557768924,1.9920318725099602,4.382470119521912,13.54581673306773,1.9920318725099602,0.0
19,138.0,33.0,12.0,53.0,4.0,10.0,21.0,5.0,0.0,128.0,133.0,5.0,0.0,3.0,9850.0,9689.0,132.0,121.0,0.0,17.0,74.0,23.91304347826087,8.695652173913043,38.405797101449274,2.898550724637681,7.246376811594203,15.217391304347826,3.6231884057971016,0.0
20,180.0,51.0,15.0,63.0,5.0,12.0,25.0,7.0,2.0,136.0,167.0,13.0,0.0,0.0,9914.0,9756.0,151.0,157.0,4.0,19.0,88.0,28.333333333333332,8.333333333333334,35.0,2.7777777777777777,6.666666666666667,13.88888888888889,3.888888888888889,1.1111111111111112
21,123.0,31.0,16.0,43.0,2.0,4.0,21.0,4.0,2.0,120.0,120.0,3.0,2.0,2.0,9948.0,9786.0,126.0,97.0,1.0,25.0,64.0,25.203252032520325,13.008130081300813,34.959349593495936,1.6260162601626016,3.252032520325203,17.073170731707318,3.252032520325203,1.6260162601626016
22,191.0,56.0,22.0,65.0,3.0,8.0,30.0,6.0,1.0,150.0,186.0,5.0,0.0,2.0,9966.0,9806.0,170.0,153.0,3.0,35.0,95.0,29.319371727748692,11.518324607329843,34.031413612565444,1.5706806282722514,4.18848167539267,15.706806282722512,3.141361256544503,0.5235602094240838
23,123.0,36.0,8.0,39.0,3.0,11.0,24.0,1.0,1.0,121.0,115.0,8.0,1.0,3.0,9865.0,9703.0,121.0,103.0,3.0,17.0,63.0,29.26829268292683,6.504065040650406,31.70731707317073,2.4390243902439024,8.94308943089431,19.51219512195122,0.8130081300813008,0.8130081300813008
24,147.0,43.0,17.0,56.0,2.0,9.0,17.0,3.0,0.0,109.0,139.0,8.0,2.0,0.0,9958.0,9798.0,120.0,117.0,6.0,24.0,73.0,29.25170068027211,11.564625850340136,38.095238095238095,1.3605442176870748,6.122448979591836,11.564625850340136,2.0408163265306123,0.0
25,153.0,42.0,15.0,57.0,2.0,11.0,23.0,3.0,0.0,132.0,145.0,8.0,1.0,0.0,9800.0,9641.0,135.0,125.0,3.0,25.0,80.0,27.45098039215686,9.803921568627452,37.254901960784316,1.3071895424836601,7.189542483660131,15.032679738562091,1.9607843137254901,0.0
26,201.0,60.0,16.0,81.0,7.0,12.0,19.0,5.0,1.0,134.0,188.0,13.0,0.0,0.0,9765.0,9607.0,173.0,169.0,9.0,23.0,100.0,29.850746268656717,7.960199004975125,40.298507462686565,3.482587064676617,5.970149253731344,9.45273631840796,2.487562189054726,0.4975124378109453
27,187.0,45.0,18.0,80.0,1.0,13.0,27.0,3.0,0.0,138.0,181.0,6.0,1.0,1.0,9915.0,9755.0,148.0,161.0,1.0,25.0,107.0,24.06417112299465,9.62566844919786,42.780748663101605,0.5347593582887701,6.951871657754011,14.438502673796792,1.6042780748663101,0.0
28,200.0,67.0,11.0,84.0,7.0,10.0,18.0,3.0,0.0,144.0,189.0,11.0,0.0,1.0,9931.0,9772.0,174.0,167.0,6.0,27.0,102.0,33.5,5.5,42.0,3.5,5.0,9.0,1.5,0.0
29,186.0,55.0,18.0,68.0,2.0,8.0,28.0,7.0,0.0,119.0,175.0,11.0,0.0,4.0,9983.0,9821.0,145.0,148.0,8.0,30.0,96.0,29.56989247311828,9.67741935483871,36.55913978494624,1.075268817204301,4.301075268817204,15.053763440860216,3.763440860215054,0.0
30,150.0,38.0,9.0,60.0,6.0,9.0,21.0,7.0,0.0,123.0,143.0,7.0,0.0,3.0,9837.0,9676.0,142.0,131.0,2.0,17.0,81.0,25.333333333333332,6.0,40.0,4.0,6.0,14.0,4.666666666666667,0.0
