,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
29,0.2723404255319149,0.391304347826087,0.6216216216216216,0.3442622950819672,64.0,9.0,73,258,92.0,21.0,96,17,209,186.0
30,0.19130434782608696,0.25,0.6180555555555556,0.2916666666666667,44.0,3.0,47,242,89.0,14.0,81,22,192,150.0
31,0.3133047210300429,0.35294117647058826,0.6130952380952381,0.19402985074626866,73.0,6.0,79,250,103.0,13.0,90,26,235,195.0
32,0.2564102564102564,0.14285714285714285,0.6811594202898551,0.3389830508474576,60.0,3.0,63,255,94.0,20.0,94,20,197,177.0
33,0.28,0.26666666666666666,0.7,0.24285714285714285,70.0,4.0,74,265,112.0,17.0,105,24,230,203.0
34,0.20276497695852536,0.2,0.5746268656716418,0.29545454545454547,44.0,3.0,47,232,77.0,13.0,72,18,178,137.0
35,0.2317596566523605,0.3157894736842105,0.6444444444444445,0.2835820895522388,54.0,6.0,60,252,87.0,19.0,91,15,202,166.0
36,0.2579185520361991,0.3,0.6,0.25,57.0,6.0,63,241,81.0,18.0,79,20,207,162.0
37,0.34509803921568627,0.35714285714285715,0.6226415094339622,0.323943661971831,88.0,5.0,93,269,99.0,23.0,108,14,230,215.0
38,0.30837004405286345,0.391304347826087,0.5493827160493827,0.2786885245901639,70.0,9.0,79,250,89.0,17.0,88,18,223,185.0
39,0.2727272727272727,0.3125,0.5723270440251572,0.1875,63.0,5.0,68,247,91.0,12.0,86,17,223,171.0
40,0.29343629343629346,0.25,0.8111888111888111,0.27941176470588236,76.0,4.0,80,275,116.0,19.0,115,20,211,215.0
41,0.27510917030567683,0.375,0.6095890410958904,0.26229508196721313,63.0,9.0,72,253,89.0,16.0,93,12,207,177.0
42,0.2,0.5,0.46825396825396826,0.2413793103448276,41.0,6.0,47,217,59.0,14.0,56,17,184,120.0
43,0.3008474576271186,0.13333333333333333,0.6326530612244898,0.28378378378378377,71.0,2.0,73,251,93.0,21.0,89,25,221,187.0
44,0.25862068965517243,0.3103448275862069,0.6086956521739131,0.34782608695652173,60.0,9.0,69,261,98.0,24.0,101,21,230,191.0
45,0.3142857142857143,0.3076923076923077,0.6944444444444444,0.24719101123595505,77.0,4.0,81,258,100.0,22.0,97,25,233,203.0
46,0.24170616113744076,0.25,0.4330708661417323,0.3269230769230769,51.0,3.0,54,223,55.0,17.0,64,8,179,126.0
47,0.15979381443298968,0.1875,0.44144144144144143,0.19642857142857142,31.0,3.0,34,210,49.0,11.0,50,10,167,94.0
48,0.2801724137931034,0.25,0.58,0.35294117647058826,65.0,6.0,71,256,87.0,24.0,92,19,218,182.0
49,0.376984126984127,0.36,0.6011560693641619,0.4,95.0,9.0,104,277,104.0,24.0,118,10,233,232.0
50,0.19402985074626866,0.16666666666666666,0.5,0.15625,39.0,2.0,41,213,61.0,10.0,53,18,186,112.0
51,0.2088888888888889,0.42857142857142855,0.636986301369863,0.13114754098360656,47.0,6.0,53,239,93.0,8.0,80,21,207,154.0
52,0.2168141592920354,0.23076923076923078,0.639344262295082,0.2033898305084746,49.0,3.0,52,239,78.0,12.0,80,10,181,142.0
53,0.19090909090909092,0.5217391304347826,0.5957446808510638,0.3225806451612903,42.0,12.0,54,243,84.0,20.0,83,21,203,158.0
54,0.27615062761506276,0.0625,0.610738255033557,0.2537313432835821,66.0,1.0,67,255,91.0,17.0,94,14,216,175.0
55,0.26956521739130435,0.1111111111111111,0.5664335664335665,0.2631578947368421,62.0,2.0,64,248,81.0,15.0,89,7,200,160.0
56,0.22580645161290322,0.28,0.6408450704225352,0.25,49.0,7.0,56,242,91.0,17.0,83,25,210,164.0
57,0.2956521739130435,0.23076923076923078,0.5177304964539007,0.2597402597402597,68.0,3.0,71,243,73.0,20.0,83,10,218,164.0
58,0.21645021645021645,0.625,0.6612903225806451,0.275,50.0,10.0,60,247,82.0,22.0,87,17,204,164.0
59,0.16589861751152074,0.43478260869565216,0.6296296296296297,0.18032786885245902,36.0,10.0,46,240,85.0,11.0,78,18,196,142.0
60,0.326271186440678,0.35294117647058826,0.5308641975308642,0.32,77.0,6.0,83,253,86.0,24.0,90,20,237,193.0
61,0.2511013215859031,0.5,0.5939849624060151,0.21739130434782608,57.0,6.0,63,239,79.0,15.0,78,16,202,157.0
62,0.26548672566371684,0.5,0.5684931506849316,0.22580645161290322,60.0,6.0,66,238,83.0,14.0,76,21,208,163.0
63,0.2102803738317757,0.21052631578947367,0.60431654676259,0.2,45.0,4.0,49,233,84.0,14.0,75,23,209,147.0
64,0.26956521739130435,0.4444444444444444,0.577639751552795,0.15384615384615385,62.0,8.0,70,248,93.0,10.0,88,15,226,173.0
65,0.27615062761506276,0.3888888888888889,0.6050955414012739,0.32926829268292684,66.0,7.0,73,257,95.0,27.0,97,25,239,195.0
66,0.2832618025751073,0.2222222222222222,0.5761589403973509,0.34328358208955223,66.0,4.0,70,251,87.0,23.0,91,19,218,180.0
67,0.3157894736842105,0.3,0.6904761904761905,0.2835820895522388,78.0,6.0,84,267,116.0,19.0,107,28,235,219.0
68,0.19907407407407407,0.4444444444444444,0.5661764705882353,0.16666666666666666,43.0,8.0,51,234,77.0,10.0,72,15,196,138.0
69,0.17733990147783252,0.7857142857142857,0.47619047619047616,0.1774193548387097,36.0,11.0,47,217,60.0,11.0,59,12,188,118.0
70,0.26778242677824265,0.3888888888888889,0.6049382716049383,0.2465753424657534,64.0,7.0,71,257,98.0,18.0,96,20,235,187.0
71,0.2711864406779661,0.6363636363636364,0.6482758620689655,0.25,64.0,14.0,78,258,94.0,18.0,94,18,217,190.0
72,0.2798165137614679,0.7142857142857143,0.5174825174825175,0.20987654320987653,61.0,10.0,71,232,74.0,17.0,71,20,224,162.0
73,0.26126126126126126,0.5714285714285714,0.5211267605633803,0.23636363636363636,58.0,8.0,66,236,74.0,13.0,74,13,197,153.0
74,0.22641509433962265,0.2777777777777778,0.5555555555555556,0.19298245614035087,48.0,5.0,53,230,80.0,11.0,70,21,201,144.0
75,0.30180180180180183,0.2777777777777778,0.5172413793103449,0.25333333333333335,67.0,5.0,72,240,75.0,19.0,80,14,220,166.0
76,0.23902439024390243,0.38461538461538464,0.504,0.20270270270270271,49.0,5.0,54,218,63.0,15.0,60,18,199,132.0
77,0.23333333333333334,0.3,0.5035460992907801,0.30357142857142855,49.0,6.0,55,230,71.0,17.0,72,16,197,143.0
78,0.23529411764705882,0.3333333333333333,0.6285714285714286,0.2,52.0,6.0,58,239,88.0,12.0,78,22,200,158.0
79,0.20952380952380953,0.3125,0.5309734513274337,0.20588235294117646,44.0,5.0,49,226,60.0,14.0,64,10,181,123.0
80,0.2727272727272727,0.15789473684210525,0.5306122448979592,0.25609756097560976,60.0,3.0,63,239,78.0,21.0,78,21,229,162.0
81,0.34600760456273766,0.5789473684210527,0.7964071856287425,0.1927710843373494,91.0,11.0,102,282,133.0,16.0,123,26,250,251.0
82,0.25877192982456143,0.42857142857142855,0.6258064516129033,0.24242424242424243,59.0,12.0,71,256,97.0,16.0,97,16,221,184.0
83,0.26422764227642276,0.4074074074074074,0.6770186335403726,0.3283582089552239,65.0,11.0,76,273,109.0,22.0,113,18,228,207.0
84,0.24796747967479674,0.22727272727272727,0.7463768115942029,0.33783783783783783,61.0,5.0,66,268,103.0,25.0,109,19,212,194.0
85,0.31020408163265306,0.3333333333333333,0.6111111111111112,0.19718309859154928,76.0,4.0,80,257,99.0,14.0,96,17,233,193.0
86,0.27074235807860264,0.4,0.6433566433566433,0.24561403508771928,62.0,8.0,70,249,92.0,14.0,88,18,200,176.0
87,0.31620553359683795,0.34615384615384615,0.6352941176470588,0.352112676056338,80.0,9.0,89,279,108.0,25.0,116,17,241,222.0
88,0.3420074349442379,0.4166666666666667,0.7417582417582418,0.3625,92.0,10.0,102,293,135.0,29.0,134,30,262,266.0
89,0.30833333333333335,0.3333333333333333,0.5679012345679012,0.35064935064935066,74.0,7.0,81,261,92.0,27.0,101,18,239,200.0
90,0.2629310344827586,0.3333333333333333,0.6122448979591837,0.36363636363636365,61.0,6.0,67,250,90.0,20.0,90,20,202,177.0
91,0.15384615384615385,0.21428571428571427,0.472,0.22388059701492538,32.0,3.0,35,222,59.0,15.0,58,16,192,109.0
92,0.27927927927927926,0.3181818181818182,0.56,0.1875,62.0,7.0,69,244,84.0,15.0,84,15,230,168.0
93,0.2374429223744292,0.2222222222222222,0.5398773006134969,0.16666666666666666,52.0,4.0,56,237,88.0,11.0,75,24,229,155.0
94,0.19138755980861244,0.23529411764705882,0.5478260869565217,0.12857142857142856,40.0,4.0,44,226,63.0,9.0,63,9,185,116.0
95,0.15544041450777202,0.23076923076923078,0.4946236559139785,0.15789473684210525,30.0,3.0,33,206,46.0,9.0,44,11,150,88.0
96,0.22325581395348837,0.6875,0.4896551724137931,0.2318840579710145,48.0,11.0,59,231,71.0,16.0,73,14,214,146.0
97,0.1641025641025641,0.4,0.49,0.20689655172413793,32.0,6.0,38,210,49.0,12.0,49,12,158,99.0
98,0.2838983050847458,0.2631578947368421,0.6621621621621622,0.1935483870967742,67.0,5.0,72,255,98.0,12.0,92,18,210,182.0
99,0.2489451476793249,0.45,0.5935483870967742,0.20253164556962025,59.0,9.0,68,257,92.0,16.0,92,16,234,176.0
