,trans_prev,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,4.0322580645161006e-05,0.0,0.0
56,3.9682539682539005e-05,0.0,0.0
57,3.9840637450199e-05,0.0,0.0
58,4.1666666666666e-05,0.0,0.0
59,4.4444444444444e-05,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,4.4052863436123e-05,0.0,0.0
63,0.0004167933962427391,0.0,0.004141233153869807
64,0.000796821779355098,0.0,0.008075475981966142
65,0.0013062394385955972,0.0,0.010668604651162743
66,0.001986020918885508,0.0,0.01307338143155493
67,0.002649419818629525,0.0,0.017187183313986627
68,0.003371856689963495,0.0,0.019855894164894836
69,0.00412531374558758,0.0,0.020631377551020378
70,0.004583785607883972,0.0,0.019636138473464213
71,0.005309343414496525,0.0,0.01892970533675798
72,0.0064010495166813616,0.0,0.021469816032019907
73,0.007483195786709296,0.0,0.023579388976609182
74,0.009457855358120907,0.0,0.02940335443702118
75,0.010814695104130896,0.0,0.0353090119884249
76,0.012305566579553527,0.0,0.03178556011223825
77,0.013618394761953817,0.0,0.03845061442151625
78,0.014182773483377072,0.0,0.037037037037037
79,0.016172886223910957,0.0,0.039785624211853644
80,0.018476106094465487,0.0,0.040868758051072165
81,0.020856062311379802,0.0,0.045900998697351196
82,0.02282998034401562,0.0,0.05306991185897429
83,0.024093245603829413,0.0,0.04722804231016181
84,0.025929802550443463,0.003851381461675495,0.05573643238103717
85,0.028493707158423347,0.00562770721679752,0.05746853146853139
86,0.0299195478932466,0.0069894839814134925,0.056392961876832765
87,0.0305706504650208,0.01238589955319986,0.059790209790209665
88,0.032176808456087655,0.010096938775510175,0.06391111822449844
89,0.03224916554231914,0.010449826989619316,0.06469581143494178
90,0.032901474302867155,0.013029315960912,0.059719827586206864
91,0.032283037480386,0.011558432875735374,0.0612646042455158
92,0.03219161170727871,0.012612343614702405,0.061326107693825814
93,0.03241023208226556,0.008333333333333316,0.06362110633727167
94,0.03209227848137915,0.009487734487734437,0.058796296296296166
95,0.032190655656415254,0.00953324225865202,0.06430602452461337
96,0.03181952584175782,0.008064421340570779,0.058031054887708426
97,0.031412825971903334,0.006884109491645875,0.060274325199282434
98,0.03142198002029609,0.00953324225865202,0.06054817275747501
99,0.03171183677198783,0.008126629726205963,0.05914089347079025
100,0.03134490771814261,0.00648994611921252,0.05760896534612514
101,0.030531747588517434,0.006799958346350045,0.0575811864039835
102,0.031043716094119458,0.006569639148494228,0.05644453004622489
103,0.03174446132932554,0.006662515566625083,0.06292606400222292
104,0.029950561639408346,0.007055050442147203,0.06124559859154924
105,0.029627035423680323,0.007258893280632375,0.05787907439389629
106,0.027503486353012144,0.004960930189032348,0.05451928211557656
107,0.027191741692773334,0.0068217054263565524,0.051792279411764675
108,0.026011923006574254,0.009552715654952058,0.05055849001744518
109,0.026395386432909906,0.010250391693753897,0.05636079249217926
110,0.02590805117931166,0.006928688169975455,0.05693434343434334
111,0.02425173837280733,0.006976588220948615,0.04860999166203439
112,0.023512872444513007,0.006979166666666633,0.04888783386424895
113,0.022787046348499377,0.007140666530361825,0.04577554064131237
114,0.022430629955645112,0.00715118215118209,0.04431038239459631
115,0.02191263574529271,0.007219007402773408,0.047803549464066036
116,0.021481363620984708,0.0039271158180751,0.04629941329229582
117,0.02063540354201037,0.0037225998890121226,0.04613536939367918
118,0.01963828706622259,0.0036888761795824624,0.04598649442160887
119,0.018392346956570948,0.0035633929933390077,0.04355709876543201
120,0.01754519874372764,0.0035836330935251075,0.042722755105118616
121,0.017002074634040087,0.0017463235294117203,0.042063608922918314
122,0.016440886941263947,0.0017335766423357429,0.03852505387931032
123,0.015653461933245946,0.0016608391608391151,0.041835980350073895
124,0.014993300603655137,0.0016608391608391151,0.04420543531459016
125,0.013995965853964152,0.0,0.03882590288814591
126,0.013563331383178098,0.0,0.035964650462632454
127,0.012635894989008419,0.0,0.03262914093206059
128,0.01215780002262892,0.0,0.033157703488372034
129,0.01215768054296819,0.0,0.03372977026920337
130,0.011872366797867944,0.0,0.03491520556737939
131,0.010851045507701022,0.0,0.03135764144656064
132,0.010051882835514734,0.0,0.028548962655601612
133,0.009434025946338966,0.0,0.029068225650916053
134,0.009195013771904782,0.0,0.029543925413302495
135,0.008830461156151347,0.0,0.02772562582345186
