,peak transmission
0,5.0
1,4.0
2,6.0
3,5.0
4,6.0
5,6.0
6,6.0
7,4.0
8,7.0
9,6.0
10,5.0
11,8.0
12,6.0
13,4.0
14,4.0
15,6.0
16,3.0
17,6.0
18,11.0
19,4.0
20,5.0
21,5.0
22,6.0
23,6.0
24,4.0
25,6.0
26,6.0
27,5.0
28,5.0
29,7.0
30,5.0
31,5.0
32,6.0
33,5.0
34,4.0
35,8.0
36,7.0
37,5.0
38,5.0
39,9.0
40,5.0
41,5.0
42,4.0
43,6.0
44,6.0
45,5.0
46,9.0
47,4.0
48,5.0
49,5.0
50,5.0
51,6.0
52,5.0
53,4.0
54,6.0
55,5.0
56,7.0
57,4.0
58,7.0
59,5.0
60,5.0
61,5.0
62,8.0
63,6.0
64,5.0
65,5.0
66,5.0
67,5.0
68,4.0
69,6.0
70,4.0
71,5.0
72,4.0
73,6.0
74,5.0
75,5.0
76,3.0
77,4.0
78,5.0
79,3.0
80,5.0
81,6.0
82,6.0
83,6.0
84,5.0
85,7.0
86,5.0
87,6.0
88,5.0
89,6.0
90,9.0
91,5.0
92,6.0
93,6.0
94,4.0
95,3.0
96,5.0
97,5.0
98,5.0
99,9.0
