,peak transmission
0,7.0
1,4.0
2,6.0
3,7.0
4,6.0
5,8.0
6,8.0
7,11.0
8,9.0
9,5.0
10,8.0
11,6.0
12,6.0
13,5.0
14,5.0
15,5.0
16,7.0
17,6.0
18,6.0
19,5.0
20,9.0
21,6.0
22,7.0
23,9.0
24,10.0
25,7.0
26,8.0
27,6.0
28,4.0
29,5.0
30,5.0
31,8.0
32,5.0
33,5.0
34,4.0
35,6.0
36,5.0
37,11.0
38,8.0
39,7.0
40,5.0
41,9.0
42,6.0
43,7.0
44,5.0
45,7.0
46,6.0
47,5.0
48,3.0
49,7.0
50,12.0
51,6.0
52,6.0
53,8.0
54,6.0
55,7.0
56,7.0
57,10.0
58,5.0
59,7.0
60,8.0
61,6.0
62,4.0
63,9.0
64,5.0
65,6.0
66,5.0
67,9.0
68,6.0
69,5.0
70,8.0
71,8.0
72,8.0
73,8.0
74,4.0
75,4.0
76,5.0
77,5.0
78,7.0
79,5.0
80,6.0
81,6.0
82,6.0
83,4.0
84,5.0
85,6.0
86,5.0
87,5.0
88,6.0
89,4.0
90,10.0
91,5.0
92,4.0
93,10.0
94,7.0
95,7.0
96,9.0
97,5.0
98,7.0
99,9.0
