,peak transmission
0,5.0
1,3.0
2,4.0
3,3.0
4,4.0
5,4.0
6,8.0
7,6.0
8,8.0
9,3.0
10,7.0
11,4.0
12,5.0
13,4.0
14,5.0
15,3.0
16,3.0
17,7.0
18,3.0
19,5.0
20,3.0
21,2.0
22,5.0
23,6.0
24,4.0
25,4.0
26,2.0
27,5.0
28,3.0
29,2.0
30,3.0
31,5.0
32,3.0
33,4.0
34,3.0
35,3.0
36,5.0
37,6.0
38,6.0
39,5.0
40,6.0
41,5.0
42,3.0
43,6.0
44,4.0
45,5.0
46,2.0
47,6.0
48,3.0
49,7.0
50,6.0
51,4.0
52,6.0
53,6.0
54,4.0
55,4.0
56,6.0
57,3.0
58,4.0
59,6.0
60,4.0
61,6.0
62,5.0
63,5.0
64,5.0
65,5.0
66,4.0
67,12.0
68,6.0
69,4.0
70,6.0
71,9.0
72,6.0
73,10.0
74,4.0
75,3.0
76,2.0
77,3.0
78,5.0
79,4.0
80,4.0
81,6.0
82,4.0
83,3.0
84,4.0
85,5.0
86,4.0
87,2.0
88,4.0
89,6.0
90,8.0
91,4.0
92,4.0
93,9.0
94,5.0
95,4.0
96,6.0
97,3.0
98,4.0
99,3.0
