,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,2.0
73,4.0
74,4.0
75,5.0
76,5.0
77,6.0
78,6.0
79,6.0
80,7.0
81,9.0
82,9.0
83,13.0
84,17.0
85,24.0
86,29.0
87,30.0
88,33.0
89,36.0
90,41.0
91,39.0
92,35.0
93,33.0
94,36.0
95,36.0
96,37.0
97,33.0
98,34.0
99,39.0
100,39.0
101,37.0
102,35.0
103,36.0
104,37.0
105,37.0
106,30.0
107,30.0
108,29.0
109,29.0
110,27.0
111,25.0
112,23.0
113,24.0
114,22.0
115,20.0
116,21.0
117,20.0
118,20.0
119,18.0
120,14.0
121,14.0
122,14.0
123,11.0
124,9.0
125,7.0
126,8.0
127,10.0
128,10.0
129,8.0
130,6.0
131,6.0
132,5.0
133,3.0
134,3.0
135,2.0
136,2.0
137,3.0
138,5.0
139,5.0
140,5.0
141,4.0
142,4.0
143,4.0
144,3.0
145,2.0
146,3.0
147,3.0
148,2.0
149,4.0
150,6.0
151,6.0
152,5.0
153,5.0
154,5.0
155,5.0
156,3.0
157,3.0
158,3.0
159,3.0
160,2.0
161,2.0
162,3.0
163,3.0
164,1.0
165,1.0
166,1.0
167,2.0
168,2.0
169,1.0
170,1.0
171,1.0
172,1.0
173,1.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,1.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,1.0
200,1.0
201,1.0
202,1.0
203,1.0
204,2.0
205,2.0
206,1.0
207,1.0
208,1.0
209,2.0
210,2.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,0.0
217,0.0
218,1.0
219,1.0
220,1.0
221,2.0
222,2.0
223,2.0
224,2.0
225,1.0
226,1.0
227,1.0
228,1.0
229,1.0
230,1.0
231,1.0
232,1.0
233,1.0
234,1.0
235,0.0
236,0.0
237,0.0
238,0.0
