,mean,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,1.0,1.0,1.0
60,1.0,1.0,1.0
61,1.0,1.0,1.0
62,1.0,1.0,1.0
63,1.0,1.0,1.0
64,1.01,1.0,1.0
65,1.01,1.0,1.0
66,1.03,1.0,1.5249999999999915
67,1.04,1.0,2.0
68,1.06,1.0,2.0
69,1.09,1.0,2.0
70,1.09,1.0,2.0
71,1.11,1.0,2.0
72,1.12,1.0,2.0
73,1.14,1.0,2.0
74,1.18,1.0,2.0
75,1.26,1.0,2.5249999999999915
76,1.31,1.0,3.0
77,6.37,6.0,8.0
78,7.45,7.0,9.0
79,11.47,11.0,13.524999999999991
80,14.53,14.0,17.0
81,17.61,17.0,20.0
82,18.64,18.0,20.52499999999999
83,24.77,24.0,27.0
84,28.9,28.0,31.0
85,34.03,33.0,37.0
86,39.21,38.0,42.0
87,46.3,45.0,49.52499999999999
88,52.3,51.0,55.0
89,60.34,59.0,63.0
90,60.46,59.0,63.52499999999999
91,66.68,65.0,70.0
92,73.63,72.0,77.0
93,77.72,76.0,81.52499999999999
94,84.7,83.0,88.0
95,85.77,84.0,89.0
96,80.91,79.0,84.52499999999999
97,76.83,75.0,80.52499999999999
98,74.76,73.0,78.0
99,73.72,72.0,77.0
100,75.67,74.0,79.0
101,74.71,73.0,77.52499999999999
102,70.64,69.0,73.0
103,62.59,61.0,65.52499999999999
104,63.59,62.0,66.0
105,62.56,61.0,66.0
106,62.66,61.0,66.0
107,62.69,61.0,66.52499999999999
108,60.67,59.0,64.52499999999999
109,57.6,56.0,61.52499999999999
110,54.59,53.0,57.52499999999999
111,53.51,52.0,57.0
112,53.54,52.0,57.0
113,46.6,45.0,50.0
114,41.62,40.0,44.52499999999999
115,39.58,38.0,43.0
116,39.54,38.0,43.0
117,35.4,34.0,39.52499999999999
118,36.34,35.0,39.52499999999999
119,35.36,34.0,39.0
120,35.32,34.0,39.0
121,33.26,32.0,36.0
122,32.21,31.0,35.0
123,30.12,29.0,33.0
124,28.07,27.0,31.0
125,26.07,25.0,29.0
126,26.02,25.0,28.52499999999999
127,23.01,22.0,26.0
128,19.98,19.0,23.52499999999999
129,18.96,18.0,22.52499999999999
130,17.93,17.0,21.52499999999999
131,16.92,16.0,20.52499999999999
132,16.87,16.0,19.52499999999999
133,16.79,16.0,19.0
134,15.76,15.0,18.0
135,15.78,15.0,18.0
136,15.76,15.0,18.0
137,15.75,15.0,17.52499999999999
138,15.81,15.0,18.0
139,14.78,14.0,17.0
140,14.78,14.0,17.0
141,14.78,14.0,17.0
142,11.78,11.0,14.0
143,10.73,10.0,13.0
144,11.68,11.0,14.0
145,11.65,11.0,13.524999999999991
146,10.62,10.0,12.524999999999991
147,10.59,10.0,13.0
148,11.56,11.0,14.0
149,11.51,11.0,13.0
150,10.49,10.0,12.0
151,9.47,9.0,11.0
152,9.47,9.0,11.0
153,8.48,8.0,10.0
154,8.48,8.0,10.0
155,8.46,8.0,10.0
156,8.49,8.0,10.0
157,8.47,8.0,10.0
158,8.46,8.0,10.0
159,7.46,7.0,9.0
160,6.43,6.0,8.0
161,6.4,6.0,8.0
162,6.39,6.0,8.0
163,6.38,6.0,8.0
164,6.33,6.0,7.5249999999999915
165,5.32,5.0,6.0
166,5.3,5.0,6.0
167,5.29,5.0,6.0
168,4.29,4.0,5.0
169,4.28,4.0,5.0
170,4.27,4.0,5.0
171,4.27,4.0,5.0
172,4.27,4.0,5.0
173,4.26,4.0,5.0
174,4.26,4.0,5.0
175,4.25,4.0,5.0
176,4.26,4.0,5.0
177,4.25,4.0,5.0
178,4.24,4.0,5.0
179,4.24,4.0,5.0
180,4.24,4.0,5.0
181,4.24,4.0,5.0
182,4.25,4.0,5.5249999999999915
183,4.26,4.0,5.5249999999999915
184,4.21,4.0,5.0
185,4.19,4.0,5.0
186,4.18,4.0,5.0
187,4.17,4.0,5.0
188,4.17,4.0,5.0
189,4.2,4.0,5.0
190,4.19,4.0,5.0
191,4.17,4.0,5.0
192,4.12,4.0,5.0
193,4.11,4.0,5.0
194,4.11,4.0,5.0
195,4.11,4.0,5.0
196,4.11,4.0,5.0
197,4.11,4.0,5.0
