,trans_prev,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,4.5045045045045e-05,0.0,0.0
63,0.00012896603210153,0.0,0.0
64,0.000265210366535398,0.0,0.004323908174692014
65,0.00047931350941779016,0.0,0.006785158277114632
66,0.0005948740494414731,0.0,0.004502688172042968
67,0.000884462795520739,0.0,0.006489937426010443
68,0.0013244260086878387,0.0,0.008273553323768517
69,0.0015577823028436963,0.0,0.00808355372710352
70,0.0018859479633922878,0.0,0.0087719298245614
71,0.002525131890508247,0.0,0.010623444590835833
72,0.0024455881370304194,0.0,0.01256632519043862
73,0.0034371622339365877,0.0,0.013660107150216275
74,0.0036062088116301533,0.0,0.01629886506935683
75,0.0038204657949092572,0.0,0.01698923571800811
76,0.0050338060107605696,0.0,0.016819987640151763
77,0.005249229892217162,0.0,0.021217663273960897
78,0.005993176137374925,0.0,0.023446056955093036
79,0.006759005938459524,0.0,0.02328629929671495
80,0.008504944063544418,0.0,0.025116865381585113
81,0.008837760744241592,0.0,0.02589908144017052
82,0.00931652357513012,0.0,0.026939314377778335
83,0.009541988393938753,0.0,0.024600663050030107
84,0.01042336061831079,0.0,0.02542957177484511
85,0.010721010049683111,0.0,0.02735610083623264
86,0.011203101485656994,0.0,0.02823761858308234
87,0.011758611604316398,0.0,0.030259253623463996
88,0.012508975854465977,0.0,0.0331117742810634
89,0.011837774674706251,0.0015079365079364727,0.030866616604871548
90,0.012199267776264091,0.0015127388535031477,0.030568847431048762
91,0.011586299307731607,0.0,0.028816086395873595
92,0.011596651033342707,0.002956737296672247,0.029583985393844454
93,0.011365524520126537,0.0,0.027599083111505412
94,0.010986878665736843,0.0,0.024911934347539924
95,0.010652778761199853,0.0,0.027666666666666583
96,0.010349713738684685,0.0,0.030332167832167724
97,0.00978212402282458,0.0,0.025203364945835458
98,0.01009129575563995,0.0,0.026391694359375297
99,0.009655950781709171,0.0,0.024662990196078365
100,0.009641526845133294,0.0,0.0285878378378378
101,0.009815276918063245,0.0,0.02746314830712531
102,0.009702803261692726,0.0,0.02976559441471999
103,0.009331767658629577,0.0,0.021848011363636354
104,0.008743850832131427,0.0,0.02310833656372476
105,0.00868760916201168,0.0,0.020246058289536524
106,0.008666938588852615,0.0,0.022422662083678956
107,0.008407391840504532,0.0,0.01932972614840985
108,0.008078070080129151,0.0,0.019835440278988613
109,0.008096602344143342,0.0,0.021208872103443816
110,0.007828437632888638,0.0,0.020083049829897854
111,0.007901313485838793,0.0,0.021176841948900724
112,0.007363775008440321,0.0,0.02232635289239055
113,0.00733381545448473,0.0,0.02168081029290985
114,0.007203070843063584,0.0,0.019798625261148728
115,0.007140615923720162,0.0,0.020401337792642055
116,0.006795869538846377,0.0,0.01949515138618675
117,0.006080230594735414,0.0,0.01838096585549894
118,0.005979518877813596,0.0,0.01564102564102556
119,0.005527436409702387,0.0,0.014744911804613242
120,0.005288206660061126,0.0,0.013833064745473448
121,0.004878861274460803,0.0,0.013249773286695124
122,0.0044681754766012745,0.0,0.013263135041250455
123,0.00440722709758997,0.0,0.014434369154021959
124,0.0042789767890554975,0.0,0.01610668905500743
125,0.0040845503509861995,0.0,0.013621353880021964
126,0.004014890941722622,0.0,0.014734371608421922
127,0.0035602178677876513,0.0,0.013367012021512133
128,0.0033990715951765864,0.0,0.01341664024100203
129,0.0030687201472225094,0.0,0.013296200109349317
130,0.003183655231732726,0.0,0.01289528969482528
131,0.003206770723813562,0.0,0.01399812127494164
132,0.003147035650116178,0.0,0.015078464201594761
133,0.003169983780476008,0.0,0.011912628200109535
134,0.003351715219407975,0.0,0.012147500122183583
135,0.003315275396600434,0.0,0.012936466264111279
136,0.0033800822712593244,0.0,0.013748228625413287
137,0.0030122158207413676,0.0,0.011296662895927538
138,0.002741064944083317,0.0,0.012630786303107135
139,0.002743982652584441,0.0,0.011697090831712033
140,0.002460426583260638,0.0,0.012212560546196875
141,0.002417119178283251,0.0,0.0120481927710843
142,0.002052002508920809,0.0,0.008747329059829018
143,0.0017160031305968378,0.0,0.008637614337770445
144,0.0018582646075003678,0.0,0.008747329059829018
