,peak transmission
0,10.0
1,12.0
2,10.0
3,12.0
4,7.0
5,7.0
6,8.0
7,9.0
8,11.0
9,12.0
10,10.0
11,11.0
12,10.0
13,14.0
14,12.0
15,8.0
16,12.0
17,10.0
18,8.0
19,10.0
20,8.0
21,7.0
22,15.0
23,7.0
24,8.0
25,10.0
26,14.0
27,9.0
28,9.0
29,13.0
30,10.0
31,8.0
32,9.0
33,10.0
34,13.0
35,12.0
36,8.0
37,7.0
38,7.0
39,11.0
40,7.0
41,13.0
42,13.0
43,8.0
44,8.0
45,11.0
46,13.0
47,11.0
48,11.0
49,8.0
50,10.0
51,11.0
52,10.0
53,11.0
54,8.0
55,12.0
56,8.0
57,9.0
58,9.0
59,11.0
60,11.0
61,13.0
62,9.0
63,14.0
64,8.0
65,10.0
66,9.0
67,8.0
68,10.0
69,13.0
70,13.0
71,7.0
72,6.0
73,9.0
74,14.0
75,10.0
76,13.0
77,10.0
78,8.0
79,11.0
80,13.0
81,11.0
82,7.0
83,9.0
84,9.0
85,8.0
86,6.0
87,11.0
88,11.0
89,15.0
90,11.0
91,6.0
92,9.0
93,16.0
94,9.0
95,8.0
96,7.0
97,9.0
98,11.0
99,14.0
