,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.5845272206303725,0.5344827586206896,0.88,0.4296875,204.0,31.0,235,407,242.0,55.0,247,50,403,532.0
1,0.5481049562682215,0.45614035087719296,0.8705035971223022,0.37168141592920356,188.0,26.0,214,400,242.0,42.0,240,44,391,498.0
2,0.5817610062893082,0.6,0.8298755186721992,0.344,185.0,27.0,212,363,200.0,43.0,201,42,366,455.0
3,0.48231511254019294,0.53125,0.8114035087719298,0.4077669902912621,150.0,17.0,167,343,185.0,42.0,182,45,331,394.0
4,0.46405228758169936,0.4418604651162791,0.8097345132743363,0.46153846153846156,142.0,19.0,161,349,183.0,48.0,191,40,330,392.0
5,0.5064516129032258,0.35555555555555557,0.7805907172995781,0.45454545454545453,157.0,16.0,173,355,185.0,45.0,195,35,336,403.0
6,0.564179104477612,0.7708333333333334,0.7962962962962963,0.3870967741935484,189.0,37.0,226,383,215.0,48.0,224,39,394,489.0
7,0.5273311897106109,0.4878048780487805,0.8169642857142857,0.39473684210526316,164.0,20.0,184,352,183.0,45.0,192,36,338,412.0
8,0.5154639175257731,0.48484848484848486,0.8341463414634146,0.2524271844660194,150.0,16.0,166,324,171.0,26.0,163,34,308,363.0
9,0.5382436260623229,0.34210526315789475,0.8544061302681992,0.37362637362637363,190.0,13.0,203,391,223.0,34.0,232,25,352,460.0
10,0.5360501567398119,0.45714285714285713,0.7541666666666667,0.41284403669724773,171.0,16.0,187,354,181.0,45.0,192,34,349,413.0
11,0.4817073170731707,0.46511627906976744,0.8636363636363636,0.37623762376237624,158.0,20.0,178,371,209.0,38.0,212,35,343,425.0
12,0.525679758308157,0.32653061224489793,0.888,0.3389830508474576,174.0,16.0,190,380,222.0,40.0,218,44,368,452.0
13,0.5696969696969697,0.45454545454545453,0.8798449612403101,0.3,188.0,25.0,213,385,227.0,33.0,227,33,368,473.0
14,0.5246913580246914,0.7297297297297297,0.8373983739837398,0.3584905660377358,170.0,27.0,197,361,206.0,38.0,201,43,352,441.0
15,0.573208722741433,0.36585365853658536,0.7944664031620553,0.37623762376237624,184.0,15.0,199,362,201.0,38.0,202,37,354,438.0
16,0.5714285714285714,0.5510204081632653,0.8286852589641435,0.36363636363636365,188.0,27.0,215,378,208.0,44.0,214,38,372,467.0
17,0.4507042253521127,0.4666666666666667,0.7552083333333334,0.32967032967032966,128.0,14.0,142,314,145.0,30.0,153,22,283,317.0
18,0.5284810126582279,0.5581395348837209,0.8024193548387096,0.4519230769230769,167.0,24.0,191,359,199.0,47.0,199,47,352,437.0
19,0.4831081081081081,0.48148148148148145,0.7684729064039408,0.3469387755102041,143.0,13.0,156,323,156.0,34.0,164,26,301,346.0
20,0.5191082802547771,0.35,0.8209606986899564,0.39805825242718446,163.0,14.0,177,354,188.0,41.0,194,35,332,406.0
21,0.5046439628482973,0.6764705882352942,0.8373015873015873,0.3018867924528302,163.0,23.0,186,357,211.0,32.0,198,45,358,429.0
