,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.15121951219512195,0.16666666666666666,0.48717948717948717,0.25,31.0,2.0,33,217,57.0,12.0,55,14,165,102.0
1,0.1414141414141414,0.4,0.47058823529411764,0.23333333333333334,28.0,6.0,34,213,56.0,14.0,51,19,179,104.0
2,0.10582010582010581,0.4444444444444444,0.3888888888888889,0.2033898305084746,20.0,4.0,24,198,42.0,12.0,40,14,167,78.0
3,0.14545454545454545,0.16666666666666666,0.6030534351145038,0.30357142857142855,32.0,4.0,36,244,79.0,17.0,82,14,187,132.0
4,0.13333333333333333,0.21428571428571427,0.5272727272727272,0.16981132075471697,28.0,3.0,31,224,58.0,9.0,60,7,163,98.0
5,0.09178743961352658,0.0,0.4857142857142857,0.2692307692307692,19.0,0.0,19,211,51.0,14.0,51,14,157,84.0
6,0.16267942583732056,0.36363636363636365,0.5126050420168067,0.25,34.0,4.0,38,220,61.0,14.0,60,15,175,113.0
7,0.16822429906542055,0.375,0.46551724137931033,0.21311475409836064,36.0,3.0,39,222,54.0,13.0,58,9,177,106.0
8,0.1650485436893204,0.16666666666666666,0.504424778761062,0.19047619047619047,34.0,2.0,36,218,57.0,8.0,56,9,155,101.0
9,0.19730941704035873,0.08333333333333333,0.488,0.3157894736842105,44.0,1.0,45,235,61.0,24.0,71,14,201,130.0
10,0.11330049261083744,0.1,0.5233644859813084,0.16666666666666666,23.0,1.0,24,213,56.0,9.0,53,12,161,89.0
11,0.16355140186915887,0.07692307692307693,0.5075757575757576,0.2413793103448276,35.0,1.0,36,227,67.0,14.0,66,15,190,117.0
12,0.13170731707317074,0.4444444444444444,0.4507042253521127,0.20754716981132076,27.0,4.0,31,214,64.0,11.0,54,21,195,106.0
13,0.11,0.5454545454545454,0.4351851851851852,0.25,22.0,6.0,28,211,47.0,11.0,49,9,152,86.0
14,0.12857142857142856,0.35714285714285715,0.5526315789473685,0.2962962962962963,27.0,5.0,32,224,63.0,16.0,62,17,168,111.0
15,0.11616161616161616,0.5,0.36283185840707965,0.28888888888888886,23.0,4.0,27,206,41.0,13.0,45,9,158,81.0
16,0.11848341232227488,0.25,0.46715328467153283,0.30357142857142855,25.0,3.0,28,223,64.0,17.0,63,18,193,109.0
17,0.1722488038277512,0.4166666666666667,0.4634146341463415,0.19696969696969696,36.0,5.0,41,221,57.0,13.0,59,11,189,111.0
18,0.08866995073891626,0.125,0.4716981132075472,0.26865671641791045,18.0,2.0,20,219,50.0,18.0,58,10,173,88.0
19,0.15714285714285714,0.18181818181818182,0.43548387096774194,0.36363636363636365,33.0,2.0,35,221,54.0,16.0,60,10,168,105.0
20,0.125,0.0625,0.4782608695652174,0.3148148148148148,25.0,1.0,26,216,55.0,17.0,56,16,169,98.0
