,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,102.0,27.0,6.0,43.0,2.0,9.0,12.0,3.0,0.0,118.0,95.0,7.0,1.0,3.0,9919.0,9757.0,127.0,84.0,4.0,14.0,55.0,26.470588235294116,5.882352941176471,42.15686274509804,1.9607843137254901,8.823529411764707,11.764705882352942,2.9411764705882355,0.0
1,104.0,24.0,10.0,36.0,6.0,7.0,15.0,4.0,2.0,126.0,95.0,9.0,2.0,2.0,9960.0,9798.0,129.0,81.0,3.0,20.0,51.0,23.076923076923077,9.615384615384615,34.61538461538461,5.769230769230769,6.730769230769231,14.423076923076923,3.8461538461538463,1.9230769230769231
2,78.0,19.0,5.0,30.0,2.0,9.0,10.0,3.0,0.0,129.0,74.0,4.0,0.0,0.0,9843.0,9685.0,113.0,60.0,2.0,16.0,40.0,24.358974358974358,6.410256410256411,38.46153846153846,2.5641025641025643,11.538461538461538,12.820512820512821,3.8461538461538463,0.0
3,132.0,30.0,6.0,59.0,3.0,7.0,23.0,3.0,1.0,137.0,129.0,3.0,1.0,3.0,10058.0,9896.0,149.0,111.0,0.0,21.0,82.0,22.727272727272727,4.545454545454546,44.696969696969695,2.272727272727273,5.303030303030303,17.424242424242426,2.272727272727273,0.7575757575757576
4,98.0,26.0,5.0,45.0,1.0,5.0,15.0,1.0,0.0,125.0,90.0,8.0,4.0,2.0,10065.0,9901.0,118.0,82.0,4.0,12.0,60.0,26.53061224489796,5.1020408163265305,45.91836734693877,1.0204081632653061,5.1020408163265305,15.306122448979592,1.0204081632653061,0.0
5,84.0,15.0,4.0,38.0,1.0,9.0,13.0,2.0,2.0,124.0,82.0,2.0,0.0,2.0,9910.0,9750.0,120.0,70.0,0.0,14.0,51.0,17.857142857142858,4.761904761904762,45.23809523809524,1.1904761904761905,10.714285714285714,15.476190476190476,2.380952380952381,2.380952380952381
6,113.0,30.0,8.0,52.0,3.0,9.0,8.0,3.0,0.0,122.0,106.0,7.0,1.0,1.0,9829.0,9669.0,137.0,93.0,2.0,18.0,60.0,26.548672566371682,7.079646017699115,46.017699115044245,2.6548672566371683,7.964601769911504,7.079646017699115,2.6548672566371683,0.0
7,106.0,30.0,9.0,54.0,0.0,6.0,4.0,2.0,1.0,129.0,100.0,6.0,0.0,6.0,9818.0,9654.0,131.0,87.0,3.0,16.0,58.0,28.30188679245283,8.49056603773585,50.943396226415096,0.0,5.660377358490566,3.7735849056603774,1.8867924528301887,0.9433962264150944
8,101.0,27.0,9.0,41.0,2.0,5.0,15.0,0.0,2.0,110.0,95.0,6.0,3.0,1.0,9813.0,9651.0,117.0,90.0,1.0,10.0,56.0,26.73267326732673,8.910891089108912,40.59405940594059,1.9801980198019802,4.9504950495049505,14.851485148514852,0.0,1.9801980198019802
9,130.0,36.0,9.0,55.0,3.0,9.0,16.0,1.0,1.0,142.0,119.0,11.0,2.0,4.0,9695.0,9531.0,144.0,93.0,12.0,25.0,71.0,27.692307692307693,6.923076923076923,42.30769230769231,2.3076923076923075,6.923076923076923,12.307692307692308,0.7692307692307693,0.7692307692307693
10,89.0,14.0,10.0,43.0,1.0,9.0,10.0,1.0,1.0,125.0,82.0,7.0,0.0,2.0,9894.0,9734.0,112.0,77.0,2.0,10.0,53.0,15.730337078651685,11.235955056179776,48.31460674157304,1.1235955056179776,10.112359550561798,11.235955056179776,1.1235955056179776,1.1235955056179776
11,117.0,28.0,8.0,51.0,3.0,9.0,15.0,2.0,1.0,139.0,107.0,10.0,1.0,2.0,9748.0,9587.0,146.0,99.0,3.0,15.0,66.0,23.931623931623932,6.837606837606837,43.58974358974359,2.5641025641025643,7.6923076923076925,12.820512820512821,1.7094017094017093,0.8547008547008547
12,106.0,23.0,8.0,39.0,3.0,14.0,15.0,2.0,2.0,143.0,90.0,16.0,0.0,2.0,9799.0,9639.0,151.0,88.0,3.0,15.0,54.0,21.69811320754717,7.547169811320755,36.79245283018868,2.830188679245283,13.20754716981132,14.150943396226415,1.8867924528301887,1.8867924528301887
13,86.0,21.0,7.0,33.0,2.0,4.0,16.0,2.0,1.0,115.0,79.0,7.0,1.0,3.0,9943.0,9781.0,116.0,66.0,3.0,17.0,49.0,24.41860465116279,8.13953488372093,38.372093023255815,2.3255813953488373,4.651162790697675,18.6046511627907,2.3255813953488373,1.1627906976744187
14,111.0,20.0,12.0,40.0,1.0,11.0,22.0,3.0,2.0,119.0,107.0,4.0,0.0,4.0,9996.0,9834.0,132.0,90.0,0.0,21.0,62.0,18.01801801801802,10.81081081081081,36.03603603603604,0.9009009009009009,9.90990990990991,19.81981981981982,2.7027027027027026,1.8018018018018018
15,81.0,19.0,8.0,33.0,0.0,9.0,12.0,0.0,0.0,122.0,75.0,6.0,1.0,2.0,9884.0,9723.0,114.0,60.0,4.0,17.0,45.0,23.45679012345679,9.876543209876543,40.74074074074074,0.0,11.11111111111111,14.814814814814815,0.0,0.0
16,109.0,23.0,5.0,55.0,5.0,8.0,8.0,4.0,1.0,147.0,103.0,6.0,0.0,2.0,10025.0,9865.0,152.0,87.0,2.0,20.0,63.0,21.10091743119266,4.587155963302752,50.45871559633027,4.587155963302752,7.339449541284404,7.339449541284404,3.669724770642202,0.9174311926605505
17,111.0,28.0,13.0,39.0,1.0,9.0,20.0,1.0,0.0,137.0,101.0,10.0,2.0,2.0,9872.0,9710.0,133.0,88.0,5.0,18.0,59.0,25.225225225225227,11.711711711711711,35.13513513513514,0.9009009009009009,8.108108108108109,18.01801801801802,0.9009009009009009,0.0
18,88.0,16.0,4.0,45.0,2.0,5.0,13.0,3.0,0.0,143.0,87.0,1.0,1.0,2.0,9841.0,9680.0,120.0,68.0,0.0,20.0,58.0,18.181818181818183,4.545454545454546,51.13636363636363,2.272727272727273,5.681818181818182,14.772727272727273,3.409090909090909,0.0
